"𝜈 = 0.0, x; 𝜈 = 0.1, x; 𝜈 = 0.2, x; 𝜈 = 0.3, x; 𝜈 = 0.4, x; 𝜈 = 0.5, x; 𝜈 = 0.6, x; 𝜈 = 0.7, x; 𝜈 = 0.8, x; 𝜈 = 0.9, x; 𝜈 = 1.0, x; 𝜈 = 1.1, x; 𝜈 = 1.2, x; 𝜈 = 1.3, x; 𝜈 = 1.4, x; 𝜈 = 1.5, x; 𝜈 = 1.6, x; 𝜈 = 1.7, x; 𝜈 = 1.8, x; 𝜈 = 1.9, x; 𝜈 = 2.0, x; 𝜈 = 2.1, x; 𝜈 = 2.2, x; 𝜈 = 2.3, x; 𝜈 = 2.4, x; 𝜈 = 2.5, x; 𝜈 = 2.6, x; 𝜈 = 2.7, x; 𝜈 = 2.8, x; 𝜈 = 2.9, x; 𝜈 = 3.0, x; 𝜈 = 3.1, x; 𝜈 = 3.2, x; 𝜈 = 3.3, x; 𝜈 = 3.4, x; 𝜈 = 3.5, x; 𝜈 = 3.6, x; 𝜈 = 3.7, x; 𝜈 = 3.8, x; 𝜈 = 3.9, x; 𝜈 = 4.0, x; 𝜈 = 4.1, x; 𝜈 = 4.2, x; 𝜈 = 4.3, x; 𝜈 = 4.4, x; 𝜈 = 4.5, x; 𝜈 = 4.6, x; 𝜈 = 4.7, x; 𝜈 = 4.8, x; 𝜈 = 4.9, x","𝜈 = 0.0, y","𝜈 = 0.1, y","𝜈 = 0.2, y","𝜈 = 0.3, y","𝜈 = 0.4, y","𝜈 = 0.5, y","𝜈 = 0.6, y","𝜈 = 0.7, y","𝜈 = 0.8, y","𝜈 = 0.9, y","𝜈 = 1.0, y","𝜈 = 1.1, y","𝜈 = 1.2, y","𝜈 = 1.3, y","𝜈 = 1.4, y","𝜈 = 1.5, y","𝜈 = 1.6, y","𝜈 = 1.7, y","𝜈 = 1.8, y","𝜈 = 1.9, y","𝜈 = 2.0, y","𝜈 = 2.1, y","𝜈 = 2.2, y","𝜈 = 2.3, y","𝜈 = 2.4, y","𝜈 = 2.5, y","𝜈 = 2.6, y","𝜈 = 2.7, y","𝜈 = 2.8, y","𝜈 = 2.9, y","𝜈 = 3.0, y","𝜈 = 3.1, y","𝜈 = 3.2, y","𝜈 = 3.3, y","𝜈 = 3.4, y","𝜈 = 3.5, y","𝜈 = 3.6, y","𝜈 = 3.7, y","𝜈 = 3.8, y","𝜈 = 3.9, y","𝜈 = 4.0, y","𝜈 = 4.1, y","𝜈 = 4.2, y","𝜈 = 4.3, y","𝜈 = 4.4, y","𝜈 = 4.5, y","𝜈 = 4.6, y","𝜈 = 4.7, y","𝜈 = 4.8, y","𝜈 = 4.9, y"
7.07,0.0,0.6495557556,0.9877326198,0.852418047,0.308478065,-0.3833376876,-0.8913920569,-0.9721379649,-0.586868078,0.0797299781,0.708107709,0.997038377,0.8080166879,0.2316543613,-0.4557565976,-0.9246905699,-0.9503537035,-0.5204438089,0.1589523151,0.7621511377,0.9999959869,0.7584706833,0.1533557133,-0.5252737035,-0.9521015742,-0.9225185363,-0.450705872,0.237162602,0.8113419471,0.9965866182,0.7040954927,0.0740806489,-0.5914463895,-0.973450544,-0.8888096898,-0.378098289,0.3138628737,0.8553669389,0.9868319784,0.6452373233,-0.0056660874,-0.653853334,-0.9886015501,-0.8494417884,-0.3030833526,0.3885647792,0.893945806,0.9707941754,0.5822709252,-0.0853767476
7.08,0.0,0.6503157446,0.9880429534,0.8508456309,0.3046706815,-0.3879509179,-0.8940953939,-0.970473295,-0.5803719069,0.0886979764,0.7151332306,0.9978240016,0.8008887659,0.2189887669,-0.4681729893,-0.9302971227,-0.9452535258,-0.5058530752,0.1766967586,0.7743134171,0.999739337,0.7446186022,0.1315805932,-0.5447045158,-0.9591654441,-0.9125824498,-0.4273466715,0.2633026639,0.8273897949,0.9937738613,0.6824787099,0.0431351874,-0.6169422097,-0.9804727929,-0.8727176087,-0.3454715514,0.3478329896,0.8739439698,0.9799745995,0.6149589294,-0.0456502474,-0.6843166308,-0.9940512061,-0.8259732517,-0.2608731253,0.4296213945,0.9136089616,0.9584503293,0.5425915101,-0.1340758273
7.09,0.0,0.6510750834,0.9883493348,0.8492655572,0.3008584233,-0.3925544495,-0.8967665435,-0.9687610722,-0.5738385921,0.0976587903,0.7220872394,0.9984888907,0.7936455173,0.2062861639,-0.4804976207,-0.9356943626,-0.9399113683,-0.4911161534,0.1943839539,0.7861961778,0.9990828048,0.7304381563,0.1097417907,-0.5638471922,-0.9656768612,-0.9020760289,-0.4036986009,0.2892507897,0.8427890115,0.9901253992,0.6602477422,0.0121482763,-0.6418063349,-0.9864274038,-0.8556167632,-0.3124216543,0.3813523626,0.8913247079,0.9717023075,0.5837453015,-0.0855613767,-0.7136297525,-0.9977476136,-0.8009777258,-0.2181579291,0.4698081732,0.9313392615,0.9439896562,0.5016622042,-0.1824530554
7.1,0.0,0.651833771,0.9886517629,0.8476778401,0.2970413513,-0.3971481673,-0.8994054097,-0.9670013802,-0.5672685519,0.1066116938,0.7289690401,0.9990329638,0.7862879851,0.1935486991,-0.492728076,-0.9408810753,-0.9343285987,-0.4762373024,0.2120081705,0.7977951302,0.9980266527,0.7159355991,0.0878498753,-0.5826916066,-0.9716320751,-0.8910058399,-0.3797776455,0.3149880646,0.8575275246,0.9856443,0.6374225962,-0.0188503083,-0.6660133065,-0.9913078928,-0.83752692,-0.2789890797,0.4143775563,0.9074853616,0.9620270463,0.5516439095,-0.1253356261,-0.7417434306,-0.9996842529,-0.7745014203,-0.1750204472,0.5090437509,0.9470991951,0.9274440937,0.4595772905,-0.2303923014
7.11,0.0,0.6525918069,0.9889502363,0.846082494,0.2932195267,-0.4017319564,-0.9020118973,-0.9651943054,-0.5606622067,0.1155559618,0.7357779446,0.9994561552,0.7788172288,0.180778525,-0.5048619582,-0.9458560937,-0.928506646,-0.4612208222,0.2295636982,0.8091060872,0.9965713033,0.7011173259,0.0659154423,-0.6012277907,-0.9770276558,-0.8793788013,-0.3555999748,0.3404957271,0.8715937801,0.980334332,0.6140238128,-0.0498307793,-0.6895383387,-0.9951089455,-0.818468989,-0.2452147784,0.4468657747,0.9224038096,0.9509627851,0.5187035735,-0.1649093652,-0.7686104126,-0.9998577085,-0.7465932823,-0.1315441805,0.547248689,0.96085542,0.9088501843,0.416433714,-0.277778486
7.12,0.0,0.6533491901,0.9892447539,0.8444795331,0.2893930106,-0.4063057021,-0.9045859127,-0.9633399363,-0.5540199794,0.1244908699,0.7425132718,0.9997584136,0.7712343242,0.1679777998,-0.5168968891,-0.9506182984,-0.9224470007,-0.4460710524,0.2470448494,0.8201249657,0.9947173387,0.6859898713,0.0439491075,-0.6194459393,-0.9818604956,-0.8672021795,-0.331181932,0.3657551833,0.8849767507,0.9741999606,0.5900724494,-0.0807633667,-0.7123573439,-0.9978264228,-0.798464999,-0.2111401197,0.4787749176,0.9360596309,0.9385254989,0.4849743893,-0.2042192845,-0.7941855416,-0.9982676742,-0.717304906,-0.0878132852,0.5843456355,0.9725788335,0.8882489944,0.3723308584,-0.324497858
7.13,0.0,0.65410592,0.9895353146,0.8428689718,0.2855618642,-0.4108692903,-0.907127363,-0.9614383637,-0.5473422949,0.1334156943,0.7491743483,0.9999397025,0.7635403632,0.1551486867,-0.5288305099,-0.955166618,-0.916151214,-0.4307923712,0.2644459602,0.830847788,0.9924655003,0.6705599062,0.0219615022,-0.6373364155,-0.9861278109,-0.8544835846,-0.3065400229,0.3907480202,0.8976659449,0.9672463444,0.5655900607,-0.1116183467,-0.7344469575,-0.9994573658,-0.7775380723,-0.1768068407,0.5100636352,0.9484341327,0.9247331449,0.4505076526,-0.2432024966,-0.8184258316,-0.9949169547,-0.6866904373,-0.0439124109,0.6202594817,0.9822446329,0.8656860237,0.3273703172,-0.3704382665
7.14,0.0,0.6548619958,0.9898219171,0.8412508248,0.2817261488,-0.4154226068,-0.9096361569,-0.9594896808,-0.5406295807,0.1423297121,0.7557605081,0.9999999998,0.7557364536,0.1422933539,-0.5406604816,-0.9595000292,-0.9096208975,-0.415389194,0.2817613928,0.8412706832,0.989816689,0.6548342351,-3.67321e-05,-0.6548897555,-0.9898271438,-0.8412309652,-0.2816909044,0.415456019,0.909651415,0.9594793311,0.5405986791,-0.1423660701,-0.7557845615,-0.9999999985,-0.7557123982,-0.1422569955,0.5406913817,0.9595103763,0.909605637,0.4153557806,-0.2817966365,-0.8412905405,-0.9898114596,-0.6548064736,7.34641e-05,0.6549175144,0.9898323692,0.8412111045,0.2816556596,-0.4154894307
7.15,0.0,0.6556174167,0.9901045603,0.8396251065,0.2778859258,-0.4199655377,-0.9121122039,-0.9574939831,-0.5338822664,0.1512322012,0.7622710924,0.9999392984,0.7478237194,0.1294139738,-0.5523844855,-0.9636175569,-0.9028577231,-0.3998659721,0.2989855372,0.8513898889,0.9867719643,0.6388197928,-0.0220349485,-0.6720966742,-0.9929563637,-0.8274526039,-0.2566513736,0.4398611688,0.9209237649,0.9509054523,0.5151207952,-0.1729769906,-0.7763483081,-0.99945373,-0.7330132047,-0.1075329032,0.5706184679,0.9692732,0.8931648166,0.3795722325,-0.3199399619,-0.8627412382,-0.9829601938,-0.6217119593,0.0440591969,0.6882495629,0.9953259895,0.8148782921,0.235292192,-0.4595432043
7.16,0.0,0.656372182,0.9903832432,0.8379918316,0.2740412567,-0.4244979695,-0.914555415,-0.9554513684,-0.5271007838,0.1601224406,0.7687054502,0.9997576056,0.7398032998,0.1165127231,-0.5640002239,-0.9675182747,-0.8958634221,-0.3842271918,0.3161128129,0.8612017521,0.9833325439,0.6225236412,-0.0440225005,-0.6889480694,-0.9955136681,-0.8131571117,-0.2314383562,0.4639456793,0.9314741578,0.9415319179,0.4891793373,-0.2034216935,-0.7961171419,-0.9978191552,-0.7094667296,-0.0726770966,0.5998061124,0.9777092401,0.8754344213,0.3432114283,-0.3575714516,-0.8827418709,-0.9743752411,-0.5874680767,0.0879596449,0.7201881412,0.9987138714,0.7867457448,0.1883867152,-0.5024938355
7.17,0.0,0.6571262909,0.9906579644,0.8363510148,0.2701922028,-0.4290197889,-0.9169657022,-0.9533619368,-0.520285567,0.1689997102,0.7750629381,0.9994549433,0.7316763498,0.1035917819,-0.57550542,-0.971201305,-0.8886397849,-0.3684773726,0.3331376708,0.8707027308,0.9794998036,0.6059529669,-0.0659887465,-0.7054350271,-0.9974975843,-0.7983534227,-0.2060688953,0.487691994,0.9412943226,0.9313666108,0.462797651,-0.2336709239,-0.8150708214,-0.9950980539,-0.68510019,-0.0377322696,0.6282164921,0.984806949,0.8564400509,0.3063286656,-0.3946309033,-0.9012588224,-0.9640717431,-0.5521381329,0.1316898305,0.7506685847,0.9999888473,0.7568755961,0.1410472788,-0.5442382203
7.18,0.0,0.6578797427,0.9909287231,0.8347026708,0.266338826,-0.4335308828,-0.9193429788,-0.9512257906,-0.513437052,0.1778632909,0.7813429204,0.9990313481,0.7234440396,0.0906533341,-0.5868978189,-0.9746658191,-0.8811886608,-0.3526210659,0.350054595,0.8798893952,0.9752752764,0.589115077,-0.0879230552,-0.7215488261,-0.9989069693,-0.7830507888,-0.1805601397,0.5110828028,0.9503765609,0.9204180792,0.4359994781,-0.2636956145,-0.8331899395,-0.9912933891,-0.6599417508,-0.0027412253,0.6558127912,0.9905566109,0.8362091298,0.268980036,-0.4310590297,-0.9182609701,-0.9520678725,-0.5157874431,0.1751651057,0.7796291807,0.9991482199,0.7253338169,0.0933829318,-0.5846761506
7.19,0.0,0.6586325367,0.991195518,0.8330468145,0.2624811877,-0.4380311384,-0.9216871591,-0.9490430346,-0.5065556773,0.1867124648,0.787544769,0.9984868714,0.7151075548,0.077699566,-0.5981751877,-0.9779110375,-0.8735119572,-0.3366628542,0.3668581046,0.8887584292,0.9706606521,0.572017397,-0.1098148108,-0.7372809427,-0.9997410116,-0.7672587737,-0.1549293323,0.5341010549,0.9587137527,0.9086955302,0.4088089351,-0.2934669139,-0.850455944,-0.9864093039,-0.6340204924,0.0322531767,0.6825592487,0.9949503555,0.8147708681,0.2312223397,-0.4667975536,-0.9337197373,-0.938384801,-0.4784832092,0.2183013159,0.8070112941,0.9961937677,0.6921900703,0.0455034718,-0.6237105543
7.2,0.0,0.659384672,0.9914583482,0.8313834608,0.2586193497,-0.4425204433,-0.9239981587,-0.9468137756,-0.4996418831,0.1955465151,0.7936678638,0.9978215791,0.7066680957,0.0647326669,-0.6093353161,-0.9809362301,-0.8656116393,-0.3206073492,0.3835427554,0.897306631,0.9656577765,0.5546674666,-0.1316534182,-0.7526230548,-0.9999992307,-0.7509872468,-0.1291937986,0.5567299709,0.966299362,0.8962088219,0.3812504917,-0.3229562142,-0.8668511558,-0.9804511163,-0.607366377,0.0672080725,0.7084212049,0.9979821685,0.7921562188,0.1931129988,-0.501789301,-0.9476091415,-0.9230466621,-0.4402943961,0.261014963,0.8327594853,0.9911317411,0.6575175573,-0.002480808,-0.6612477286
7.21,0.0,0.6601361479,0.9917172125,0.8297126246,0.2547533738,-0.4469986852,-0.9262758945,-0.9445381229,-0.4926961121,0.2043647262,0.7997115925,0.9970355515,0.6981268777,0.0517548281,-0.6203760167,-0.9837407161,-0.8574897296,-0.304459191,0.4001031417,0.9055309149,0.9602686507,0.5370729368,-0.153428308,-0.7675670468,-0.9996814779,-0.7342463773,-0.1033709348,0.5789530555,0.9731274421,0.8829684548,0.3533489485,-0.3521351784,-0.8823587879,-0.9734253144,-0.5800102137,0.1020806469,0.7333651464,0.9996478997,0.7683978335,0.1547099703,-0.5359782926,-0.9599058378,-0.9060805082,-0.4012916042,0.3032233667,0.8568216231,0.9839728495,0.6213928553,-0.0504593731,-0.6971975647
7.22,0.0,0.6608869637,0.99197211,0.828034321,0.2508833218,-0.4514657522,-0.9285202845,-0.9422161881,-0.4857188086,0.2131663839,0.8056753507,0.9961288838,0.6894851306,0.0387682429,-0.6312951256,-0.9863238646,-0.8491483071,-0.2882230462,0.416533898,0.9134283119,0.9544954302,0.5192415666,-0.1751289414,-0.7821050138,-0.9987879362,-0.7170466277,-0.0774781961,0.6007541089,0.9791926401,0.8689855632,0.3251294151,-0.3809757678,-0.8969629616,-0.9653395486,-0.5519836231,0.1368281852,0.7573587494,0.9999452691,0.7435300153,0.1160716576,-0.5693098332,-0.9705891585,-0.8875162632,-0.3615469384,0.3448448246,0.8791489899,0.9747322385,0.5838957492,-0.0983217022,-0.7314737643
7.23,0.0,0.6616371185,0.9922230396,0.8263485652,0.2470092557,-0.4559215325,-0.9307312479,-0.9398480849,-0.4787104194,0.2219507752,0.8115585421,0.9951016857,0.6807440988,0.0257751059,-0.6420905026,-0.9886850944,-0.8405895074,-0.2719036069,0.4328297011,0.9209959712,0.9483404243,0.5011812192,-0.1967448159,-0.7962292655,-0.9973191202,-0.6993987474,-0.0515330852,0.6221172391,0.9844902012,0.854271906,0.2966172872,-0.4094502688,-0.9106487236,-0.9562026233,-0.5233190009,0.1714081262,0.7803709214,0.9988738696,0.717588669,0.0772568224,-0.6017305996,-0.9796411473,-0.8673866696,-0.3211338753,0.3857987706,0.8996963805,0.9634294578,0.5451090547,-0.1459575415,-0.7639940469
7.24,0.0,0.6623866118,0.9924700002,0.8246553722,0.2431312375,-0.4603659148,-0.932908705,-0.9374339293,-0.4716713928,0.2307171887,0.8173605782,0.9939540816,0.671905041,0.012777613,-0.652760032,-0.9908238743,-0.8318155213,-0.2555055894,0.4489852711,0.928231161,0.9418060949,0.4828998591,-0.2182654696,-0.8099323305,-0.995275876,-0.6813137656,-0.0255531398,0.6430268735,0.9890159725,0.8388398565,0.2678382238,-0.4375313196,-0.9234020609,-0.9460244879,-0.4940494803,0.2057781136,0.8023718418,0.9964351678,0.6906112492,0.0383244945,-0.6331887253,-0.98704659,-0.8457272309,-0.2801271272,0.4260059307,0.9184221932,0.9500884198,0.5051184361,-0.1932571592,-0.7946803467
7.25,0.0,0.6631354427,0.992712991,0.8229547573,0.2392493292,-0.464798788,-0.9350525776,-0.9349738396,-0.4646021794,0.2394649141,0.823080879,0.9926862102,0.6629692301,-0.0002220392,-0.6633016226,-0.9927397229,-0.822828595,-0.2390337325,0.4649953737,0.9351312694,0.9348950555,0.4644055479,-0.2396804872,-0.8232069602,-0.9926593805,-0.6628029848,0.0004440784,0.6634677697,0.9927664058,0.8227023921,0.238818124,-0.4651919365,-0.9352099152,-0.9348162254,-0.4642088935,0.2398960485,0.8233330007,0.9926325018,0.6626367069,-0.0006661176,-0.6636338842,-0.9927930398,-0.8225761487,-0.2386025038,0.4653884764,0.9352885149,0.9347373491,0.4640122162,-0.240111598,-0.8234590007
7.26,0.0,0.6638836104,0.992952011,0.8212467358,0.2353635929,-0.4692200413,-0.9371627883,-0.9324679364,-0.4575032317,0.2481932431,0.8287188724,0.991298225,0.6539379527,-0.013221654,-0.6737132081,-0.9944322093,-0.813631029,-0.2224927966,0.480854822,0.9416938056,0.9276100706,0.4457064414,-0.2609795041,-0.8360461325,-0.9894711405,-0.6438779738,0.0264409966,0.6834250274,0.9957385612,0.8058730835,0.2095831041,-0.4924055397,-0.9460601962,-0.9225900403,-0.4338317329,0.2737201408,0.8432272353,0.9874710769,0.6337054322,-0.0396557167,-0.6930173704,-0.9968708383,-0.7979742554,-0.1966367723,0.5038701753,0.9502611968,0.917408723,0.4218811819,-0.2864129258,-0.8502609253
7.27,0.0,0.6646311142,0.9931870591,0.8195313231,0.2314740908,-0.4736295641,-0.9392392613,-0.9299163424,-0.4503750038,0.2569014685,0.8342739946,0.989790294,0.6448125094,-0.0262190343,-0.683992748,-0.9959009526,-0.804225178,-0.2058875618,0.4965584775,0.9479164006,0.9199540541,0.4268107856,-0.282152212,-0.848443056,-0.9857129926,-0.62455056,0.0524200416,0.7028840984,0.9979301085,0.7883660831,0.1801594735,-0.5191459792,-0.9559417943,-0.9093592459,-0.4029531111,0.3072089601,0.8620287654,0.9809579584,0.6038591971,-0.0785850071,-0.7212921767,-0.9992731317,-0.7719649424,-0.1543075155,0.5413765389,0.9633099246,0.8981392023,0.3788183837,-0.3320544849,-0.8750217817
7.28,0.0,0.6653779535,0.9934181345,0.8178085346,0.2275808851,-0.4780272461,-0.9412819217,-0.9273191828,-0.4432179522,0.265588885,0.83974569,0.9881625995,0.6355942143,-0.0392119837,-0.6941382275,-0.9971456225,-0.7946134497,-0.1892228269,0.5121012524,0.953796808,0.9119300682,0.4077269132,-0.3031883638,-0.8603911729,-0.9813871012,-0.6048328224,0.0783636526,0.7218307981,0.9993393298,0.7701961133,0.1505737115,-0.5453875592,-0.9648445915,-0.8951382491,-0.3716087204,0.3403214869,0.8797132268,0.9731020616,0.5731410941,-0.1173947848,-0.7484130694,-0.9999958822,-0.7445940834,-0.111692988,0.5778349667,0.9744082789,0.8769695541,0.3349189297,-0.3769311373,-0.8976821313
7.29,0.0,0.6661241273,0.9936452363,0.8160783859,0.2236840381,-0.4824129775,-0.9432906961,-0.9246765846,-0.4360325347,0.274254789,0.8451334117,0.9864153385,0.6262843946,-0.0521983063,-0.7041476581,-0.9981659387,-0.7847983047,-0.1725034079,0.5274781109,0.9593329051,0.9035413224,0.3884632398,-0.3240777783,-0.8718841629,-0.976495958,-0.584737084,0.1042542928,0.740251315,0.9999651202,0.7513784539,0.1208524434,-0.5711050638,-0.9727594722,-0.8799425352,-0.3398347913,0.3730171624,0.8962577031,0.9639141401,0.5415954751,-0.1560260277,-0.7743366607,-0.999037875,-0.7159099535,-0.0688719721,0.6131748864,0.9835337894,0.8539445656,0.290279776,-0.4209395072,-0.9181875772
7.3,0.0,0.666869635,0.9938683634,0.8143408924,0.2197836122,-0.4867866487,-0.9452655122,-0.9219886775,-0.4288192113,0.2828984785,0.8504366206,0.9845487225,0.6168843911,-0.0651758076,-0.714019078,-0.9989616719,-0.7747822556,-0.1557341367,0.5426840712,0.9645226935,0.8947911721,0.3690282604,-0.3448103454,-0.8829159465,-0.9710423801,-0.564275904,0.1300744611,0.7581322216,0.9998069891,0.7319289296,0.0910224162,-0.5962737804,-0.9796783321,-0.8637886508,-0.3076680511,0.4052559385,0.9116407548,0.9534067706,0.5092678862,-0.1944199851,-0.7990214787,-0.9964007205,-0.6859631441,-0.0259236314,0.647327891,0.9906679801,0.8291129489,0.2449995123,-0.4639782186,-0.9364888958
7.31,0.0,0.6676144758,0.9940875151,0.8125960699,0.2158796698,-0.4911481501,-0.9472062988,-0.9192555932,-0.4215784437,0.2915192534,0.8556547866,0.9825629773,0.6073955573,-0.0781422943,-0.7237505525,-0.9995326429,-0.7645678665,-0.1389198593,0.5577142066,0.9693642996,0.8856831173,0.3494305455,-0.3653760311,-0.8934806882,-0.9650295086,-0.5434620698,0.155806704,0.7754604833,0.9988650606,0.7118638962,0.061110475,-0.6208695238,-0.985594087,-0.846694186,-0.275145681,0.4369983268,0.9258424476,0.9415943362,0.476205003,-0.2325182672,-0.8224280327,-0.992088851,-0.6548064736,0.0170726346,0.6802278711,0.9957964066,0.8025272386,0.1991781443,-0.5059481295,-0.9525421544
7.32,0.0,0.6683586491,0.9943026904,0.810843934,0.2119722733,-0.4954973729,-0.9491129861,-0.9164774655,-0.4143106951,0.3001164154,0.8607873879,0.9804583432,0.5978192596,-0.0910955751,-0.7333401742,-0.9998787232,-0.7541577522,-0.1220654351,0.5725636474,0.9738559758,0.8762208011,0.3296787374,-0.385764882,-0.9035727994,-0.9584608069,-0.5223085896,0.1814336275,0.7922234687,0.9971400731,0.6912002272,0.0311435385,-0.6448686593,-0.9905006797,-0.8286777549,-0.242305273,0.4682054468,0.9388443783,0.9284930062,0.4424545625,-0.2702629338,-0.8445188773,-0.9861095137,-0.6224948943,0.0600373382,0.7118111424,0.9989086856,0.7742436801,0.1529168727,-0.5467525596,-0.9663088169
7.33,0.0,0.6691021539,0.9945138885,0.8090845006,0.2080614852,-0.4998342083,-0.9509855054,-0.9136544306,-0.4070164308,0.3086892681,0.8658339111,0.9782350748,0.588156877,-0.104033461,-0.7427860636,-0.9999998351,-0.7435545776,-0.1051757348,0.5872275827,0.9779961006,0.8664080082,0.3097815463,-0.4059670301,-0.9131869417,-0.9513400582,-0.5008286835,0.2069379088,0.8084089583,0.9946333788,0.6699552995,0.0011485749,-0.6682481257,-0.9943930863,-0.8097589755,-0.2091847871,0.4988390737,0.950629698,0.9141207142,0.4080652946,-0.3075965826,-0.8652586718,-0.9784727585,-0.5890853953,0.1028910499,0.7420165696,0.9999985159,0.7443221108,0.10631787,-0.5862975137,-0.9777558361
7.34,0.0,0.6698449897,0.9947211086,0.8073177854,0.2041473681,-0.5041585479,-0.9528237893,-0.9107866268,-0.3996961176,0.3172371171,0.8707938517,0.9758934412,0.5784098007,-0.1169537655,-0.7520863693,-0.9998959512,-0.7327610572,-0.0882556395,0.6017012613,0.9817831793,0.8562486637,0.2897477466,-0.4259726982,-0.9223180294,-0.9436713639,-0.4790357758,0.2323023079,0.8240051535,0.9913469428,0.6481469789,-0.0288474224,-0.6909854571,-0.9972673212,-0.7899584487,-0.1758225069,0.528861685,0.9611831347,0.8984971338,0.3730868512,-0.3444624363,-0.884614237,-0.969191421,-0.5546369025,0.1455545453,0.7707856846,0.9990636908,0.7128258336,0.0594840543,-0.6244918977,-0.9868557332
7.35,0.0,0.6705871556,0.9949243498,0.8055438043,0.2002299847,-0.5084702835,-0.9546277717,-0.9078741947,-0.392350224,0.3257592701,0.8756667136,0.9734337256,0.5685794345,-0.1298543051,-0.7612392684,-0.999567095,-0.7217799538,-0.0713100389,0.615979994,0.985215845,0.8457468311,0.2695861728,-0.4457722037,-0.9309612323,-0.935459141,-0.4569434864,0.2575096795,0.8390006855,0.9872833417,0.6257936049,-0.0588174589,-0.7130588046,-0.9991204416,-0.7692977352,-0.1422569955,0.558236507,0.9704910126,0.8816436511,0.3375697353,-0.380804429,-0.9025546082,-0.958281101,-0.519210174,0.1879489519,0.7980627991,0.9961061032,0.6798214829,0.0125188625,-0.6612477286,-0.9935866638
7.36,0.0,0.671328651,0.9951236113,0.8037625734,0.1963093976,-0.5127693074,-0.9563973875,-0.9049172769,-0.3849792201,0.3342550368,0.8804520096,0.9708562258,0.5586671938,-0.1427328996,-0.7702429671,-0.9990133403,-0.7106140788,-0.0543438302,0.6300591546,0.9882928585,0.8349067111,0.2493057159,-0.4653559643,-0.9391119785,-0.9267081195,-0.4345656221,0.2825429844,0.8533846231,0.982445761,0.6029139754,-0.0887345636,-0.7344469575,-0.9999505499,-0.7477993325,-0.1085270508,0.586927559,0.9785412699,0.8635833359,0.3015652273,-0.4165672916,-0.9190510845,-0.945760136,-0.4828676934,0.2299958943,0.8237951134,0.9911317411,0.6453788836,-0.0344739784,-0.6964803371,-0.99793247
7.37,0.0,0.672069475,0.9953188923,0.8019741085,0.1923856696,-0.517055512,-0.9581325732,-0.9019160183,-0.3775835777,0.3427237291,0.885149261,0.9681612535,0.548674506,-0.1555873726,-0.7790957007,-0.9982348119,-0.6992662904,-0.0373619166,0.6439341815,0.991013109,0.8237326395,0.2289153193,-0.4847145016,-0.9467659563,-0.9174233398,-0.4119161684,0.307385301,0.8671464811,0.9768379931,0.5795273308,-0.1185718133,-0.7551293633,-0.9997567962,-0.7254866503,-0.0746716609,0.6148996981,0.9853234748,0.84434091,0.2651253115,-0.4516966357,-0.9340772752,-0.931649571,-0.4456735593,0.2716176399,0.8479328176,0.9841506759,0.6095709034,-0.0813906803,-0.7301085631,-0.9998827198
7.38,0.0,0.6728096269,0.995510192,0.800178426,0.1884588634,-0.5213287904,-0.9598332662,-0.898870566,-0.37016377,0.3511646608,0.8897579984,0.9653491349,0.53860281,-0.1684155517,-0.7877957339,-0.9972316849,-0.6877394937,-0.0203692056,0.6576005794,0.9933756145,0.8122290859,0.2084239746,-0.5038384466,-0.9539191171,-0.9076101495,-0.3890092806,0.3320198368,0.8802762277,0.9704644343,0.5556533378,-0.1483023563,-0.775086148,-0.9985393789,-0.7023839847,-0.0407299589,0.6421186621,0.9908288383,0.8239427133,0.2283026008,-0.4861390362,-0.9476091415,-0.9159731224,-0.4076933727,0.3127372419,0.8704291887,0.9751770418,0.5724732985,-0.1281276232,-0.7620549419,-0.9994327314
7.39,0.0,0.673549106,0.9956975096,0.7983755418,0.1845290419,-0.5255890355,-0.9614994053,-0.8957810693,-0.362720272,0.3595771485,0.8942777606,0.9624202102,0.5284535562,-0.1812152689,-0.7963413618,-0.9960041849,-0.6760366395,-0.003370608,0.6710539204,0.9953795222,0.8004006514,0.1878407184,-0.5227185436,-0.9605676768,-0.897274201,-0.3658592746,0.3564299398,0.892764292,0.963330081,0.5313120731,-0.1778994372,-0.7942981345,-0.9962995445,-0.6785164924,-0.0067411777,0.6685511109,0.9950502263,0.8024166677,0.1911502608,-0.519842113,-0.9596250353,-0.8987571387,-0.3689941207,0.3532786818,0.8912406807,0.9642290074,0.5341645538,-0.1745815843,-0.7922458832,-0.9965835852
7.4,0.0,0.6742879116,0.9958808445,0.7965654722,0.1805962679,-0.5298361409,-0.9631309306,-0.8926476794,-0.35525356,0.3679605106,0.8987080958,0.9593748339,0.5182282059,-0.1939843613,-0.8047309093,-0.9945525882,-0.6641607235,0.0136289637,0.6842898458,0.9970241088,0.7882520674,0.1671746275,-0.541345655,-0.9667081187,-0.8864214472,-0.3424806185,0.3805991098,0.9046015706,0.9554405264,0.5065240063,-0.2073364206,-0.8127468617,-0.9930395865,-0.6539101627,0.0272553957,0.6941646683,0.9979821685,0.779792239,0.1537219331,-0.5527546102,-0.9701057337,-0.8800305558,-0.3296440587,0.39316701,0.9103270091,0.9513287388,0.4947257161,-0.2206499657,-0.8206118404,-0.9913421204
