"Skaarup Moellebaek flow (m3/s), x","Skaarup Moellebaek flow (m3/s), y","Skaarup Moellebaek vandstand (m), x","Skaarup Moellebaek vandstand (m), y"
2017-12-17 18:26:35,0.1903154474,2017-12-02 21:56:35,0.2054745
2017-12-17 19:06:35,0.2028911501,2017-12-02 22:06:35,0.2059461
2017-12-17 19:16:35,0.2265247028,2017-12-02 22:16:35,0.2059461
2017-12-17 19:36:35,0.2591569605,2017-12-02 22:26:35,0.2052012
2017-12-17 19:46:35,0.2986345787,2017-12-02 22:36:35,0.2051623
2017-12-17 19:56:35,0.3793447201,2017-12-02 22:46:35,0.2051623
2017-12-17 20:06:35,0.4325883414,2017-12-02 22:56:35,0.2059821
2017-12-17 20:16:35,0.4736200311,2017-12-02 23:06:35,0.2056593
2017-12-17 23:06:35,0.544767833,2017-12-02 23:16:35,0.2056593
2017-12-17 23:16:35,0.6102638647,2017-12-02 23:26:35,0.2058372
2017-12-17 23:26:35,0.6921211241,2017-12-02 23:36:35,0.205423
2017-12-17 23:36:35,0.7385780041,2017-12-02 23:46:35,0.205423
2017-12-17 23:46:35,0.7795820401,2017-12-02 23:56:35,0.2057993
2017-12-17 23:56:35,0.7901807175,2017-12-03 00:06:35,0.2048803
2017-12-18 00:06:35,0.8027130345,2017-12-03 00:16:35,0.2048803
2017-12-18 00:16:35,0.8189207874,2017-12-03 00:26:35,0.2046129
2017-12-18 00:26:35,0.8411108883,2017-12-03 00:36:35,0.2051011
2017-12-18 02:56:35,0.8640037361,2017-12-03 00:46:35,0.2051011
2017-12-18 03:06:35,0.8824287654,2017-12-03 00:56:35,0.2053967
2017-12-18 03:16:35,0.9014391313,2017-12-03 01:06:35,0.2050767
2017-12-18 03:26:35,0.9200611893,2017-12-03 01:16:35,0.2050767
2017-12-18 03:36:35,0.9389970781,2017-12-03 01:26:35,0.2065034
2017-12-18 03:46:35,0.9564415672,2017-12-03 01:36:35,0.2068272
2017-12-18 03:56:35,0.9727173902,2017-12-03 01:46:35,0.2068272
2017-12-18 04:06:35,0.9870924394,2017-12-03 01:56:35,0.2072045
2017-12-18 04:16:35,1.0006989195,2017-12-03 02:16:35,0.2076917
2017-12-18 04:26:35,1.0187508354,2017-12-03 02:26:35,0.2083978
2017-12-18 04:36:35,1.0301378965,2017-12-03 02:36:35,0.2075925
2017-12-18 04:46:35,1.039127204,2017-12-03 02:46:35,0.2075925
2017-12-18 04:56:35,1.0446464344,2017-12-03 02:56:35,0.2082898
2017-12-18 06:26:35,1.0464676622,2017-12-03 03:06:35,0.2083559
2017-12-18 07:26:35,1.0738171104,2017-12-03 03:16:35,0.2083559
2017-12-18 07:36:35,1.0728909637,2017-12-03 03:26:35,0.2081935
2017-12-18 07:46:35,1.0666964352,2017-12-03 03:36:35,0.208179
2017-12-18 07:56:35,1.061401423,2017-12-03 03:46:35,0.208179
2017-12-18 08:06:35,1.0518959567,2017-12-03 03:56:35,0.2071112
2017-12-18 08:16:35,1.0350191436,2017-12-03 04:06:35,0.2074914
2017-12-18 08:26:35,1.0602517669,2017-12-03 04:16:35,0.2074914
2017-12-18 08:36:35,1.0910352052,2017-12-03 04:26:35,0.2095307
2017-12-18 08:46:35,1.1246799595,2017-12-03 04:36:35,0.2094208
2017-12-18 08:56:35,1.15694646,2017-12-03 04:46:35,0.2094208
2017-12-18 09:06:35,1.1946184274,2017-12-03 04:56:35,0.2089783
2017-12-18 09:16:35,1.2032833577,2017-12-03 05:06:35,0.2088704
2017-12-18 09:26:35,1.2060789179,2017-12-03 05:16:35,0.2088704
2017-12-18 09:36:35,1.2028774529,2017-12-03 05:26:35,0.2103923
2017-12-18 09:46:35,1.2260480763,2017-12-03 05:36:35,0.2104332
2017-12-18 09:56:35,1.2012761951,2017-12-03 05:46:35,0.2104332
2017-12-18 10:06:35,1.2241800134,2017-12-03 05:56:35,0.2102338
2017-12-18 10:16:35,1.249793345,2017-12-03 06:06:35,0.2108708
2017-12-18 10:26:35,1.2893490465,2017-12-03 06:16:35,0.2108708
2017-12-18 10:36:35,1.3324658921,2017-12-03 06:26:35,0.2110429
2017-12-18 10:46:35,1.3890990728,2017-12-03 06:36:35,0.2105858
2017-12-18 10:56:35,1.4202739464,2017-12-03 06:46:35,0.2105858
2017-12-18 11:06:35,1.4498663198,2017-12-03 06:56:35,0.2109982
2017-12-18 11:16:35,1.47795538,2017-12-03 07:06:35,0.2106277
2017-12-18 11:26:35,1.5102349671,2017-12-03 07:16:35,0.2106277
2017-12-18 11:36:35,1.4981315235,2017-12-03 07:26:35,0.2112919
2017-12-18 11:46:35,1.4756519367,2017-12-03 07:36:35,0.2120718
2017-12-18 11:56:35,1.4527990072,2017-12-03 07:46:35,0.2120718
2017-12-18 12:06:35,1.4240417222,2017-12-03 07:56:35,0.2125483
2017-12-18 12:16:35,1.3998254825,2017-12-03 08:06:35,0.2126144
2017-12-18 12:26:35,1.3763751806,2017-12-03 08:16:35,0.2126144
2017-12-18 12:36:35,1.3397423675,2017-12-03 08:26:35,0.2113716
2017-12-18 12:46:35,1.3309897087,2017-12-03 08:36:35,0.2091349
2017-12-18 12:56:35,1.3003112958,2017-12-03 08:46:35,0.2091349
2017-12-18 13:06:35,1.2706980155,2017-12-03 08:56:35,0.2096853
2017-12-18 13:16:35,1.2564517686,2017-12-03 09:06:35,0.2095395
2017-12-18 13:26:35,1.2489294717,2017-12-03 09:16:35,0.2095395
2017-12-18 14:36:35,1.236600652,2017-12-03 09:26:35,0.2102601
2017-12-18 14:46:35,1.2220651224,2017-12-03 09:36:35,0.2098409
2017-12-18 15:26:35,1.1864031365,2017-12-03 09:46:35,0.2098409
2017-12-18 15:36:35,1.1506618087,2017-12-03 09:56:35,0.2106714
2017-12-18 15:46:35,1.1091359649,2017-12-03 10:06:35,0.2092409
2017-12-18 15:56:35,1.0596288988,2017-12-03 10:16:35,0.2092409
2017-12-18 16:06:35,1.0134802466,2017-12-03 10:26:35,0.2091923
2017-12-18 16:16:35,0.9707408344,2017-12-03 10:36:35,0.2082052
2017-12-18 16:26:35,0.9304640165,2017-12-03 10:46:35,0.2082052
2017-12-18 17:06:35,0.8934478631,2017-12-03 10:56:35,0.2087945
2017-12-18 17:16:35,0.87086528,2017-12-03 11:06:35,0.2076353
2017-12-18 17:56:35,0.8460202395,2017-12-03 11:16:35,0.2076353
2017-12-18 18:06:35,0.8398560975,2017-12-03 11:26:35,0.2066551
2017-12-18 18:16:35,0.8356746398,2017-12-03 11:36:35,0.2072172
2017-12-18 18:26:35,0.8302136686,2017-12-03 11:46:35,0.2072172
2017-12-18 18:36:35,0.8220361915,2017-12-03 11:56:35,0.2068817
2017-12-18 18:46:35,0.8108951081,2017-12-03 12:06:35,0.2056972
2017-12-18 18:56:35,0.7956724327,2017-12-03 12:16:35,0.2056972
2017-12-18 19:06:35,0.7801260853,2017-12-03 12:26:35,0.2048677
2017-12-18 19:16:35,0.7251453994,2017-12-03 12:36:35,0.2051234
2017-12-18 19:56:35,0.6840937175,2017-12-03 12:46:35,0.2051234
2017-12-18 20:06:35,0.6882998908,2017-12-03 12:56:35,0.204927
2017-12-18 20:16:35,0.6917550902,2017-12-03 13:06:35,0.2058985
2017-12-18 20:26:35,0.6741352032,2017-12-03 13:16:35,0.2058985
2017-12-18 21:36:35,0.6525389847,2017-12-03 13:26:35,0.2053422
2017-12-18 21:46:35,0.6375549658,2017-12-03 13:36:35,0.2055591
2017-12-18 21:56:35,0.6600416383,2017-12-03 13:46:35,0.2055591
2017-12-18 22:06:35,0.6817958377,2017-12-03 13:56:35,0.2053802
2017-12-18 22:16:35,0.6268072657,2017-12-03 14:06:35,0.2048472
2017-12-18 22:26:35,0.6099653862,2017-12-03 14:16:35,0.2048472
2017-12-18 22:36:35,0.6017826214,2017-12-03 14:26:35,0.2059948
2017-12-18 22:46:35,0.6052004077,2017-12-03 14:36:35,0.2066104
2017-12-18 22:56:35,0.5918139314,2017-12-03 14:46:35,0.2066104
2017-12-18 23:06:35,0.5815164784,2017-12-03 14:56:35,0.2057701
2017-12-18 23:16:35,0.5549794605,2017-12-03 15:06:35,0.2058771
2017-12-18 23:26:35,0.5569829484,2017-12-03 15:16:35,0.2058771
2017-12-18 23:56:35,0.5637367543,2017-12-03 15:26:35,0.2052129
2017-12-19 00:56:35,0.5805563433,2017-12-03 15:36:35,0.2054784
2017-12-19 02:26:35,0.6008171068,2017-12-03 15:46:35,0.2054784
2017-12-19 02:36:35,0.6259813439,2017-12-03 15:56:35,0.2049951
2017-12-19 02:46:35,0.6558847549,2017-12-03 16:06:35,0.205491
2017-12-19 03:06:35,0.7264670502,2017-12-03 16:16:35,0.205491
2017-12-19 03:16:35,0.7942867904,2017-12-03 16:26:35,0.2058615
2017-12-19 03:26:35,0.8585075296,2017-12-03 16:36:35,0.2044621
2017-12-19 03:36:35,0.8563175276,2017-12-03 16:46:35,0.2044621
2017-12-19 03:46:35,0.8532545242,2017-12-03 16:56:35,0.2040148
2017-12-19 04:06:35,0.8568240556,2017-12-03 17:06:35,0.2042793
2017-12-19 04:16:35,0.8858714202,2017-12-03 17:16:35,0.2042793
2017-12-19 04:26:35,0.9182911676,2017-12-03 17:26:35,0.2048638
2017-12-19 04:36:35,0.9557906416,2017-12-03 17:36:35,0.204819
2017-12-19 04:46:35,0.9588686073,2017-12-03 17:46:35,0.204819
2017-12-19 05:36:35,0.9581760521,2017-12-03 17:56:35,0.2047179
2017-12-19 05:46:35,0.9543489082,2017-12-03 18:06:35,0.2046372
2017-12-19 05:56:35,0.9979350823,2017-12-03 18:16:35,0.2046372
2017-12-19 06:06:35,1.0084205481,2017-12-03 18:26:35,0.2036851
2017-12-19 06:16:35,1.0231948682,2017-12-03 18:36:35,0.203585
2017-12-19 06:26:35,1.0496094493,2017-12-03 18:46:35,0.203585
2017-12-19 06:36:35,1.0785502692,2017-12-03 18:56:35,0.2034731
2017-12-19 06:46:35,1.1141795673,2017-12-03 19:06:35,0.2017285
2017-12-19 06:56:35,1.1478490021,2017-12-03 19:16:35,0.2017285
2017-12-19 07:06:35,1.1840857202,2017-12-03 19:26:35,0.2018666
2017-12-19 07:16:35,1.2092770405,2017-12-03 19:36:35,0.2017421
2017-12-19 07:26:35,1.2347748631,2017-12-03 19:46:35,0.2017421
2017-12-19 07:36:35,1.2394195831,2017-12-03 19:56:35,0.2019629
2017-12-19 07:46:35,1.2355578326,2017-12-03 20:06:35,0.2026562
2017-12-19 07:56:35,1.2289267927,2017-12-03 20:16:35,0.2026562
2017-12-19 08:06:35,1.2166711874,2017-12-03 20:26:35,0.2012539
2017-12-19 08:16:35,1.2004618859,2017-12-03 20:36:35,0.2011265
2017-12-19 08:26:35,1.1743313252,2017-12-03 20:46:35,0.2011265
2017-12-19 08:36:35,1.1419901033,2017-12-03 20:56:35,0.2002902
2017-12-19 08:46:35,1.1504074053,2017-12-03 21:06:35,0.2005372
2017-12-19 08:56:35,1.1644725863,2017-12-03 21:16:35,0.2005372
2017-12-19 09:06:35,1.1354706129,2017-12-03 21:26:35,0.2006276
2017-12-19 09:16:35,1.0969993753,2017-12-03 21:36:35,0.2000189
2017-12-19 09:26:35,1.084416064,2017-12-03 21:46:35,0.2000189
2017-12-19 09:56:35,1.0858014833,2017-12-03 21:56:35,0.2005537
2017-12-19 10:06:35,1.0928038481,2017-12-03 22:06:35,0.2011061
2017-12-19 10:16:35,1.0540882785,2017-12-03 22:16:35,0.2011061
2017-12-19 10:26:35,1.009625334,2017-12-03 22:26:35,0.1995171
2017-12-19 10:36:35,1.0065736943,2017-12-03 22:36:35,0.2007074
2017-12-19 10:46:35,1.0077553986,2017-12-03 22:46:35,0.2007074
2017-12-19 11:06:35,1.0119435094,2017-12-03 22:56:35,0.2000539
2017-12-19 11:16:35,1.0163265184,2017-12-03 23:06:35,0.1996804
2017-12-19 11:26:35,1.0357522719,2017-12-03 23:16:35,0.1996804
2017-12-19 11:36:35,1.054389982,2017-12-03 23:26:35,0.1996017
2017-12-19 11:46:35,1.0741012515,2017-12-03 23:36:35,0.1996172
2017-12-19 11:56:35,1.0919538425,2017-12-03 23:46:35,0.1996172
2017-12-19 12:06:35,1.1109747366,2017-12-03 23:56:35,0.1987031
2017-12-19 12:16:35,1.1202564829,2017-12-04 00:06:35,0.1989346
2017-12-19 12:26:35,1.1403723097,2017-12-04 00:16:35,0.1989346
2017-12-19 12:36:35,1.1623021437,2017-12-04 00:26:35,0.1986195
2017-12-19 12:46:35,1.1977867148,2017-12-04 00:36:35,0.1981955
2017-12-19 12:56:35,1.1767867188,2017-12-04 00:46:35,0.1981955
2017-12-19 13:06:35,1.1502942244,2017-12-04 00:56:35,0.1976684
2017-12-19 13:16:35,1.1232653421,2017-12-04 01:06:35,0.197928
2017-12-19 13:26:35,1.132493107,2017-12-04 01:16:35,0.197928
2017-12-19 13:36:35,1.1414348787,2017-12-04 01:26:35,0.1977296
2017-12-19 13:46:35,1.1550410692,2017-12-04 01:36:35,0.1972745
2017-12-19 13:56:35,1.1656635947,2017-12-04 01:46:35,0.1972745
2017-12-19 14:06:35,1.1745902724,2017-12-04 01:56:35,0.1979601
2017-12-19 14:16:35,1.1689028593,2017-12-04 02:06:35,0.1971131
2017-12-19 14:26:35,1.1736924211,2017-12-04 02:16:35,0.1971131
2017-12-19 14:36:35,1.1758422568,2017-12-04 02:26:35,0.1972356
2017-12-19 14:46:35,1.1761281955,2017-12-04 02:36:35,0.1973407
2017-12-19 14:56:35,1.1250635593,2017-12-04 02:46:35,0.1973407
2017-12-19 15:06:35,1.0990929316,2017-12-04 02:56:35,0.1973796
2017-12-19 15:16:35,1.0841151971,2017-12-04 03:06:35,0.19627
2017-12-19 15:26:35,1.0645398954,2017-12-04 03:16:35,0.19627
2017-12-19 15:56:35,1.0420070264,2017-12-04 03:26:35,0.1961455
2017-12-19 16:06:35,0.9989372254,2017-12-04 03:36:35,0.196375
2017-12-19 16:16:35,0.9712378824,2017-12-04 03:46:35,0.196375
2017-12-19 17:36:35,0.9412876371,2017-12-04 03:56:35,0.1972843
2017-12-19 17:46:35,0.8674084454,2017-12-04 04:06:35,0.196797
2017-12-19 17:56:35,0.8065301153,2017-12-04 04:16:35,0.196797
2017-12-19 18:06:35,0.7514952754,2017-12-04 04:26:35,0.1963808
2017-12-19 18:16:35,0.7048800172,2017-12-04 04:36:35,0.1955017
2017-12-19 18:26:35,0.6712088675,2017-12-04 04:46:35,0.1955017
2017-12-19 18:36:35,0.6395367774,2017-12-04 04:56:35,0.1946868
2017-12-19 18:46:35,0.5963381204,2017-12-04 05:06:35,0.1948064
2017-12-19 18:56:35,0.5705134775,2017-12-04 05:16:35,0.1948064
2017-12-19 19:06:35,0.54938568,2017-12-04 05:26:35,0.1938154
2017-12-19 19:16:35,0.5667015508,2017-12-04 05:36:35,0.1933389
2017-12-19 19:26:35,0.5437400742,2017-12-04 05:46:35,0.1933389
2017-12-19 19:36:35,0.5285111287,2017-12-04 05:56:35,0.1937153
2017-12-19 19:46:35,0.5208068099,2017-12-04 06:06:35,0.1936229
2017-12-19 19:56:35,0.5188282855,2017-12-04 06:16:35,0.1936229
2017-12-19 20:06:35,0.5230780823,2017-12-04 06:26:35,0.1943581
2017-12-19 20:16:35,0.5281608572,2017-12-04 06:36:35,0.1952877
2017-12-19 20:26:35,0.5392271819,2017-12-04 06:46:35,0.1952877
2017-12-19 20:36:35,0.5807278444,2017-12-04 06:56:35,0.1961931
2017-12-19 20:46:35,0.5900999235,2017-12-04 07:06:35,0.1955367
2017-12-19 20:56:35,0.6070774801,2017-12-04 07:16:35,0.1955367
2017-12-19 21:06:35,0.6274498745,2017-12-04 07:26:35,0.1950203
2017-12-19 21:16:35,0.6848264455,2017-12-04 07:36:35,0.1951749
2017-12-19 21:26:35,0.6931714006,2017-12-04 07:46:35,0.1951749
2017-12-19 21:36:35,0.7043124837,2017-12-04 07:56:35,0.1941733
2017-12-19 21:46:35,0.7140297354,2017-12-04 08:06:35,0.1953451
2017-12-19 21:56:35,0.7326380497,2017-12-04 08:16:35,0.1953451
2017-12-19 22:06:35,0.754038375,2017-12-04 08:26:35,0.1943853
2017-12-19 22:16:35,0.7916231622,2017-12-04 08:36:35,0.1942822
2017-12-19 22:26:35,0.8236899494,2017-12-04 08:46:35,0.1942822
2017-12-19 22:36:35,0.8585065262,2017-12-04 08:56:35,0.1938154
2017-12-19 22:46:35,0.8811123523,2017-12-04 09:06:35,0.1932475
2017-12-19 22:56:35,0.9482609452,2017-12-04 09:16:35,0.1932475
2017-12-19 23:06:35,1.0122590691,2017-12-04 09:26:35,0.1927292
2017-12-19 23:16:35,1.0351983185,2017-12-04 09:36:35,0.1932903
2017-12-19 23:26:35,1.0560367704,2017-12-04 09:46:35,0.1932903
2017-12-19 23:56:35,1.0784725581,2017-12-04 09:56:35,0.1916293
2017-12-20 00:26:35,1.1097398861,2017-12-04 10:06:35,0.1911178
2017-12-20 00:36:35,1.1197995589,2017-12-04 10:16:35,0.1911178
2017-12-20 00:46:35,1.1303150589,2017-12-04 10:26:35,0.1901365
2017-12-20 00:56:35,1.1361497157,2017-12-04 10:36:35,0.1911868
2017-12-20 01:06:35,1.139870517,2017-12-04 10:46:35,0.1911868
2017-12-20 01:16:35,1.1395432717,2017-12-04 10:56:35,0.1921272
2017-12-20 01:56:35,1.1383544778,2017-12-04 11:06:35,0.1918734
2017-12-20 02:06:35,1.1464370248,2017-12-04 11:16:35,0.1918734
2017-12-20 02:16:35,1.1500201876,2017-12-04 11:26:35,0.1918666
2017-12-20 02:26:35,1.1348809108,2017-12-04 11:36:35,0.1918014
2017-12-20 03:26:35,1.1536012279,2017-12-04 11:46:35,0.1918014
2017-12-20 03:36:35,1.1541415257,2017-12-04 11:56:35,0.1924501
2017-12-20 03:46:35,1.1311910483,2017-12-04 12:06:35,0.1914581
2017-12-20 03:56:35,1.0930584495,2017-12-04 12:16:35,0.1914581
2017-12-20 04:06:35,1.0503571295,2017-12-04 12:26:35,0.1913901
2017-12-20 04:16:35,1.0652906806,2017-12-04 12:36:35,0.1913161
2017-12-20 04:26:35,1.077784602,2017-12-04 12:46:35,0.1913161
2017-12-20 04:36:35,1.0834567138,2017-12-04 12:56:35,0.1911635
2017-12-20 04:46:35,1.0902907409,2017-12-04 13:06:35,0.1913677
2017-12-20 04:56:35,1.0863660529,2017-12-04 13:16:35,0.1913677
2017-12-20 05:06:35,1.0843833392,2017-12-04 13:26:35,0.1924364
2017-12-20 05:16:35,1.0988982456,2017-12-04 13:36:35,0.191287
2017-12-20 05:26:35,1.1086518307,2017-12-04 13:46:35,0.191287
2017-12-20 05:36:35,1.1190306935,2017-12-04 13:56:35,0.191356
2017-12-20 05:46:35,1.0900893656,2017-12-04 14:06:35,0.1920377
2017-12-20 05:56:35,1.0977763047,2017-12-04 14:16:35,0.1920377
2017-12-20 06:06:35,1.1076291401,2017-12-04 14:26:35,0.192346
2017-12-20 06:16:35,1.1363421391,2017-12-04 14:36:35,0.1921428
2017-12-20 06:36:35,1.1619617868,2017-12-04 14:46:35,0.1921428
2017-12-20 06:46:35,1.1663232012,2017-12-04 14:56:35,0.1910876
2017-12-20 06:56:35,1.1922033196,2017-12-04 15:06:35,0.1899206
2017-12-20 07:06:35,1.2142272596,2017-12-04 15:16:35,0.1899206
2017-12-20 07:16:35,1.1898427443,2017-12-04 15:26:35,0.1899673
2017-12-20 07:26:35,1.1845626883,2017-12-04 15:36:35,0.191357
2017-12-20 07:56:35,1.179737496,2017-12-04 15:46:35,0.191357
2017-12-20 08:56:35,1.1791319209,2017-12-04 15:56:35,0.1916254
2017-12-20 09:26:35,1.1410962301,2017-12-04 16:06:35,0.1918481
2017-12-20 09:36:35,1.1322587692,2017-12-04 16:16:35,0.1918481
2017-12-20 09:46:35,1.1193560205,2017-12-04 16:26:35,0.1918432
2017-12-20 09:56:35,1.1125000045,2017-12-04 16:36:35,0.1914601
2017-12-20 10:06:35,1.1054727743,2017-12-04 16:46:35,0.1914601
2017-12-20 10:16:35,1.1126362074,2017-12-04 16:56:35,0.1910662
2017-12-20 10:26:35,1.1151343803,2017-12-04 17:06:35,0.1909106
2017-12-20 10:36:35,1.1135802024,2017-12-04 17:16:35,0.1909106
2017-12-20 10:46:35,1.0980119927,2017-12-04 17:26:35,0.190507
2017-12-20 10:56:35,1.0864428128,2017-12-04 17:36:35,0.1895365
2017-12-20 11:06:35,1.0755983797,2017-12-04 17:46:35,0.1895365
2017-12-20 11:16:35,1.0510378547,2017-12-04 17:56:35,0.1889044
2017-12-20 11:26:35,1.0521370234,2017-12-04 18:06:35,0.1890619
2017-12-20 11:36:35,1.02956529,2017-12-04 18:16:35,0.1890619
2017-12-20 11:46:35,1.0098717708,2017-12-04 18:26:35,0.188952
2017-12-20 11:56:35,0.9749599169,2017-12-04 18:36:35,0.189237
2017-12-20 12:06:35,0.9617903572,2017-12-04 18:46:35,0.189237
2017-12-20 12:16:35,0.95233587,2017-12-04 18:56:35,0.1882723
2017-12-20 12:26:35,0.9381535633,2017-12-04 19:06:35,0.1888276
2017-12-20 14:06:35,0.9368742324,2017-12-04 19:16:35,0.1888276
2017-12-20 14:16:35,0.9382767389,2017-12-04 19:26:35,0.1874817
2017-12-20 14:26:35,0.926062447,2017-12-04 19:36:35,0.1873572
2017-12-20 14:36:35,0.9396550236,2017-12-04 19:46:35,0.1873572
2017-12-20 14:46:35,0.9549284205,2017-12-04 19:56:35,0.1876421
2017-12-20 15:06:35,0.9484223713,2017-12-04 20:06:35,0.1860784
2017-12-20 15:16:35,0.8978849207,2017-12-04 20:16:35,0.1860784
2017-12-20 15:26:35,0.8536907041,2017-12-04 20:26:35,0.1871111
2017-12-20 15:36:35,0.8638734357,2017-12-04 20:36:35,0.1861212
2017-12-20 15:46:35,0.8755779116,2017-12-04 20:46:35,0.1861212
2017-12-20 15:56:35,0.8856942636,2017-12-04 20:56:35,0.1861639
2017-12-20 16:06:35,0.8838922109,2017-12-04 21:06:35,0.1872901
2017-12-20 16:16:35,0.8802600937,2017-12-04 21:16:35,0.1872901
2017-12-20 16:26:35,0.8872280076,2017-12-04 21:26:35,0.1858761
2017-12-20 16:36:35,0.8954475579,2017-12-04 21:36:35,0.185349
2017-12-20 16:46:35,0.9055583859,2017-12-04 21:46:35,0.185349
2017-12-20 16:56:35,0.9211420564,2017-12-04 21:56:35,0.1855085
2017-12-20 17:14:35,0.9391540415,2017-12-04 22:06:35,0.1851127
2017-12-20 17:16:35,0.95071305,2017-12-04 22:16:35,0.1851127
2017-12-20 17:36:35,0.9712449733,2017-12-04 22:26:35,0.1857779
2017-12-20 17:46:35,0.994532063,2017-12-04 22:36:35,0.1852576
2017-12-20 17:56:35,1.0161272544,2017-12-04 22:46:35,0.1852576
2017-12-20 18:06:35,1.0402872052,2017-12-04 22:56:35,0.1841237
2017-12-20 18:16:35,1.0445625139,2017-12-04 23:06:35,0.1835091
2017-12-20 18:26:35,1.0427966566,2017-12-04 23:16:35,0.1835091
2017-12-20 19:06:35,1.0854389375,2017-12-04 23:26:35,0.1833321
2017-12-20 19:16:35,1.1023033081,2017-12-04 23:36:35,0.1819687
2017-12-20 19:26:35,1.1106737396,2017-12-04 23:46:35,0.1819687
2017-12-20 19:36:35,1.0975962894,2017-12-04 23:56:35,0.1831882
2017-12-20 19:46:35,1.095235325,2017-12-05 00:06:35,0.1824627
2017-12-20 19:56:35,1.0933728913,2017-12-05 00:16:35,0.1824627
2017-12-20 20:14:34,1.085381138,2017-12-05 00:26:35,0.1818558
2017-12-20 20:16:35,1.0735605278,2017-12-05 00:36:35,0.1826562
2017-12-20 20:36:35,1.065525739,2017-12-05 00:46:35,0.1826562
2017-12-20 20:46:35,1.0655260743,2017-12-05 00:56:35,0.1823907
2017-12-20 21:08:17,1.0699122408,2017-12-05 01:06:35,0.1824267
2017-12-20 21:16:35,1.0761054294,2017-12-05 01:16:35,0.1824267
2017-12-20 21:26:35,1.0723606454,2017-12-05 01:26:35,0.1842161
2017-12-20 21:36:35,1.0659943218,2017-12-05 01:36:35,0.1846371
2017-12-20 21:46:35,1.064477559,2017-12-05 01:46:35,0.1846371
2017-12-20 21:56:35,1.0826741712,2017-12-05 01:56:35,0.1854414
2017-12-20 22:08:12,1.1021591768,2017-12-05 02:06:35,0.1864965
2017-12-20 22:16:35,1.0849953089,2017-12-05 02:16:35,0.1864965
2017-12-20 22:26:35,1.0706415978,2017-12-05 02:26:35,0.1871073
2017-12-20 22:36:35,1.0487402817,2017-12-05 02:36:35,0.1878463
2017-12-20 22:46:35,1.0518211397,2017-12-05 02:46:35,0.1878463
2017-12-20 22:56:35,1.0661381818,2017-12-05 02:56:35,0.1873397
2017-12-20 23:06:35,1.0812695965,2017-12-05 03:06:35,0.1874389
2017-12-20 23:16:35,1.1118100856,2017-12-05 03:16:35,0.1874389
2017-12-20 23:26:35,1.1070895135,2017-12-05 03:26:35,0.1877705
2017-12-20 23:56:35,1.1082296775,2017-12-05 03:36:35,0.1875711
2017-12-21 00:08:19,1.1048927065,2017-12-05 03:46:35,0.1875711
2017-12-21 00:16:35,1.1057455875,2017-12-05 03:56:35,0.1887692
2017-12-21 00:26:35,1.1192951183,2017-12-05 04:06:35,0.1881089
2017-12-21 00:36:35,1.1042979496,2017-12-05 04:16:35,0.1881089
2017-12-21 00:46:35,1.0887179341,2017-12-05 04:26:35,0.1878473
2017-12-21 00:56:35,1.0984510681,2017-12-05 04:36:35,0.1895073
2017-12-21 01:06:35,1.1173973932,2017-12-05 04:46:35,0.1895073
2017-12-21 01:16:35,1.1350527835,2017-12-05 04:56:35,0.1895628
2017-12-21 01:26:35,1.1331075319,2017-12-05 05:06:35,0.1881459
2017-12-21 01:36:35,1.1366230298,2017-12-05 05:16:35,0.1881459
2017-12-21 01:46:35,1.1385819196,2017-12-05 05:26:35,0.1884677
2017-12-21 01:56:35,1.1408720334,2017-12-05 05:36:35,0.1886622
2017-12-21 02:06:35,1.145999535,2017-12-05 05:46:35,0.1886622
2017-12-21 02:16:35,1.1538542166,2017-12-05 05:56:35,0.1897271
2017-12-21 02:26:35,1.1621349568,2017-12-05 06:06:35,0.1905596
2017-12-21 02:36:35,1.1715139782,2017-12-05 06:16:35,0.1905596
2017-12-21 02:46:35,1.175465919,2017-12-05 06:26:35,0.1919298
2017-12-21 02:56:35,1.178781154,2017-12-05 06:36:35,0.1936073
2017-12-21 03:06:35,1.1939363454,2017-12-05 06:46:35,0.1936073
2017-12-21 03:16:35,1.2026469583,2017-12-05 06:56:35,0.1930627
2017-12-21 03:36:35,1.2112391816,2017-12-05 07:06:35,0.1924384
2017-12-21 03:46:35,1.2530245862,2017-12-05 07:16:35,0.1924384
2017-12-21 03:56:35,1.2581404743,2017-12-05 07:26:35,0.1924257
2017-12-21 04:06:35,1.2631768847,2017-12-05 07:36:35,0.1945069
2017-12-21 04:16:35,1.2738329947,2017-12-05 07:46:35,0.1945069
2017-12-21 04:26:35,1.2506160625,2017-12-05 07:56:35,0.1939117
2017-12-21 04:36:35,1.2193839321,2017-12-05 08:06:35,0.1940877
2017-12-21 04:46:35,1.1868795869,2017-12-05 08:16:35,0.1940877
2017-12-21 04:56:35,1.1745492112,2017-12-05 08:26:35,0.1946586
2017-12-21 05:06:35,1.1594954711,2017-12-05 08:36:35,0.1967124
2017-12-21 05:16:35,1.1425722055,2017-12-05 08:46:35,0.1967124
2017-12-21 05:26:35,1.1360181097,2017-12-05 08:56:35,0.1959607
2017-12-21 05:36:35,1.1351086163,2017-12-05 09:06:35,0.1949892
2017-12-21 05:46:35,1.1311601065,2017-12-05 09:16:35,0.1949892
2017-12-21 05:56:35,1.1298875308,2017-12-05 09:26:35,0.1945312
2017-12-21 06:06:35,1.1284913403,2017-12-05 09:36:35,0.1939924
