Column 0,Column 1,Column 2,Column 3,Column 4
18.97,22.10,21.16,19.94,2267
19.00,22.18,21.19,20.01,2268
19.02,22.05,21.16,20.00,2269
19.04,22.10,21.13,20.04,2270
18.99,22.14,21.16,20.01,2271
19.03,22.14,21.17,19.98,2272
19.01,22.16,21.16,19.97,2273
19.02,22.12,21.13,19.96,2274
19.02,22.08,21.09,19.95,2275
19.04,22.15,21.10,20.01,2276
18.97,22.12,21.12,20.04,2277
19.04,22.15,21.09,20.03,2278
19.01,22.15,21.18,19.99,2279
19.00,22.13,21.20,19.98,2280
19.05,22.14,21.19,20.00,2281
19.05,22.15,21.14,20.01,2282
19.00,22.11,21.21,20.00,2283
19.03,22.14,21.15,19.96,2284
19.00,22.10,21.17,19.92,2285
19.01,22.13,21.18,20.02,2286
19.03,22.15,21.15,19.96,2287
19.05,22.13,21.15,19.99,2288
19.01,22.12,21.13,19.97,2289
19.08,22.16,21.17,20.00,2290
18.98,22.18,21.20,20.01,2291
19.06,22.13,21.12,20.01,2292
18.98,22.17,21.24,19.97,2293
19.01,22.11,21.16,19.96,2294
18.96,22.11,21.14,19.99,2295
19.06,22.19,21.17,20.00,2296
19.04,22.11,21.23,20.04,2297
19.07,22.17,21.14,20.02,2298
19.07,22.14,21.14,19.95,2299
19.02,22.19,21.14,19.99,2300
19.10,22.17,21.16,19.94,2301
19.01,22.18,21.15,19.93,2302
19.04,22.16,21.14,19.97,2303
19.01,22.13,21.17,19.98,2304
19.06,22.14,21.14,20.00,2305
19.09,22.16,21.13,19.97,2306
19.09,22.13,21.15,19.99,2307
19.07,22.13,21.12,20.04,2308
19.04,22.17,21.21,20.02,2309
19.06,22.19,21.14,19.98,2310
19.02,22.18,21.14,19.94,2311
19.03,22.12,21.14,20.04,2312
19.04,22.14,21.17,19.97,2313
19.01,22.12,21.17,20.03,2314
19.01,22.10,21.14,20.05,2315
19.07,22.17,21.11,19.95,2316
18.99,22.19,21.11,19.99,2317
19.04,22.14,21.13,19.97,2318
19.03,22.13,21.17,19.94,2319
19.05,22.16,21.18,19.99,2320
19.07,22.13,21.23,19.96,2321
19.02,22.18,21.14,20.01,2322
19.05,22.19,21.18,19.96,2323
19.11,22.16,21.17,19.92,2324
19.04,22.11,21.19,20.00,2325
19.05,22.16,21.11,19.97,2326
