x,y,z[0],z[1],z[2],z[3],z[4],z[5],z[6],z[7],z[8],z[9],z[10],z[11],z[12],z[13],z[14],z[15],z[16],z[17],z[18],z[19],z[20],z[21],z[22],z[23],z[24],z[25],z[26],z[27],z[28],z[29],z[30],z[31],z[32],z[33],z[34],z[35],z[36],z[37],z[38],z[39],z[40],z[41],z[42],z[43],z[44],z[45],z[46],z[47],z[48],z[49]
162704000,,-71.1626,-70.0026,-70.8571,-71.0672,-71.836,-71.8979,-73.5891,-73.9662,-73.2099,-72.7579,-74.4934,-73.0501,-72.4689,-73.5296,-76.6322,-72.6325,-71.735,-71.8393,-70.5347,-71.5994,-72.0024,-73.6726,-72.2107,-71.1672,-72.5105,-72.4612,-72.3921,-84.504,-73.2986,-72.3062,-77.6594,-72.4725,-73.0426,-72.862,-72.8226,-71.8198,-72.0678,-72.0887,-72.5921,-73.5941,-71.4561,-71.8999,-71.4696,-72.194,-73.6449,-72.9439,-77.1575,-73.249,-71.7433,-73.1225
162708000,,-67.9749,-67.2679,-67.6244,-69.1701,-68.251,-68.0739,-70.2855,-70.5919,-70.3926,-68.7552,-71.6849,-69.8745,-70.8218,-70.3526,-76.6779,-69.7546,-70.4268,-68.9286,-69.194,-69.857,-69.5833,-69.2588,-69.4642,-70.0237,-71.1567,-69.3325,-69.7101,-81.0123,-71.2101,-69.4324,-73.6337,-71.136,-69.7119,-70.2847,-70.0379,-69.5633,-69.0044,-68.3543,-68.8345,-70.6384,-69.6261,-69.8912,-70.8672,-69.1514,-70.5545,-70.6,-75.408,-70.9902,-69.419,-69.5667
162712000,,-68.1015,-68.3664,-69.5686,-70.5679,-69.4383,-69.1576,-71.3542,-70.4426,-71.206,-70.3941,-73.3792,-71.7942,-71.7526,-70.9802,-77.6392,-70.3556,-72.3603,-69.9666,-71.2285,-71.1517,-72.1115,-70.3606,-71.7966,-71.5602,-72.3803,-69.6115,-71.4084,-82.0955,-72.6907,-70.56,-73.7472,-71.6795,-71.4666,-71.2905,-70.9152,-71.4395,-70.1726,-69.8958,-70.2197,-71.1561,-71.9298,-71.0604,-72.4444,-70.7517,-70.9585,-72.4268,-76.06,-71.228,-70.5029,-71.964
162716000,,-69.0057,-70.3074,-70.24,-72.3358,-70.7502,-71.9968,-72.7566,-71.1791,-71.1279,-72.5022,-74.5589,-73.0627,-72.3811,-72.4328,-76.8266,-72.4632,-71.1109,-70.9373,-72.4534,-72.7303,-72.7468,-71.4272,-73.0688,-71.0639,-71.8672,-71.2675,-73.3932,-83.075,-73.5347,-71.6745,-73.4904,-72.1441,-72.1083,-71.8184,-70.5106,-73.5548,-71.2801,-71.0224,-71.4041,-71.8752,-72.6619,-71.8439,-72.946,-72.2401,-71.2071,-72.4082,-76.8148,-72.2564,-71.6268,-72.6246
162720000,,-68.6108,-70.3323,-71.4569,-70.8036,-71.1294,-72.6955,-71.2926,-71.6476,-70.2937,-71.9128,-74.6643,-71.4018,-71.2352,-72.3481,-75.7002,-72.7082,-71.5339,-70.5521,-71.0215,-73.388,-71.0964,-70.4684,-71.3201,-69.3287,-70.8853,-72.4056,-72.8,-82.1945,-71.3473,-72.5044,-73.0923,-72.8267,-71.3912,-70.2516,-70.1979,-72.3847,-71.2829,-70.8011,-71.7254,-71.3084,-71.1716,-71.8847,-72.4531,-70.8942,-72.1625,-70.5568,-75.4162,-72.4601,-72.1705,-71.4981
162724000,,-68.6088,-70.8793,-70.9214,-71.7163,-72.979,-73.0085,-71.3524,-72.5228,-70.8729,-72.4148,-75.7078,-73.1587,-73.0033,-72.3832,-76.9728,-72.6445,-73.5946,-72.0515,-72.7866,-73.5484,-72.445,-71.9087,-72.7249,-71.8084,-72.3707,-73.9289,-72.5704,-84.2644,-73.3313,-73.2436,-74.0322,-73.7159,-72.2004,-72.0656,-73.8119,-72.8289,-71.9021,-72.4527,-72.7256,-73.0662,-72.6504,-72.8542,-73.1726,-72.6968,-72.0611,-71.938,-77.8916,-74.4235,-72.4837,-73.223
162728000,,-70.336,-71.8363,-70.8975,-71.5626,-73.9273,-73.0854,-72.2045,-72.8398,-71.5809,-72.2277,-75.0549,-73.3682,-74.6068,-72.31,-78.2168,-73.4906,-72.727,-72.9935,-73.9101,-72.8591,-73.272,-72.0873,-72.3512,-73.7541,-73.2484,-73.2995,-72.1754,-85.888,-74.9238,-73.874,-74.6559,-72.5643,-74.8206,-73.1364,-72.5237,-72.7603,-71.6799,-73.5456,-72.1372,-73.0108,-72.9196,-72.7155,-74.2081,-74.0483,-72.198,-72.7298,-78.0784,-72.1427,-72.3794,-72.305
162732000,,-72.1573,-71.9782,-71.7382,-72.3055,-72.7355,-72.878,-72.7108,-72.5101,-72.4735,-71.0854,-75.3011,-74.2147,-73.6027,-72.578,-78.0625,-72.8373,-72.6347,-73.4448,-72.714,-75.2725,-72.9291,-73.0744,-73.0058,-74.0441,-72.6516,-74.1112,-71.4866,-84.7057,-74.1246,-73.5899,-74.9645,-72.286,-74.4128,-72.4052,-72.4351,-73.9982,-73.1883,-73.1588,-73.0385,-72.4643,-73.6966,-73.0539,-73.365,-72.86,-72.4172,-72.2466,-77.5302,-72.758,-73.3856,-72.5699
162736000,,-71.3276,-71.5352,-71.7481,-72.0061,-72.6488,-73.648,-72.6782,-71.9465,-73.1887,-72.7957,-75.0966,-73.4532,-73.4536,-72.0804,-78.396,-72.5764,-72.4922,-73.4988,-72.7392,-73.6326,-72.4733,-73.5453,-73.2727,-72.9574,-73.5911,-74.0424,-72.199,-84.9894,-74.3313,-74.0381,-74.6243,-72.7716,-73.0418,-72.813,-73.3128,-74.2016,-72.7444,-73.41,-73.3672,-72.4415,-72.965,-73.8618,-73.3645,-71.29,-72.5199,-73.3642,-77.4763,-73.608,-73.5747,-72.191
162740000,,-71.0224,-71.2262,-71.0376,-72.4273,-73.2321,-73.3338,-73.6314,-71.1785,-74.0974,-73.9143,-75.6644,-72.9873,-72.9546,-72.0349,-78.3791,-74.5749,-71.9513,-73.9238,-72.2309,-73.546,-73.0934,-73.3421,-73.0889,-73.1956,-74.8275,-72.5162,-72.7504,-86.2084,-74.0022,-73.1083,-74.3754,-72.3743,-72.8768,-73.3417,-72.4819,-72.6398,-72.3389,-73.5759,-72.2894,-72.9428,-72.8419,-73.7637,-74.2104,-71.7736,-72.8663,-73.5207,-78.3345,-73.3951,-73.3352,-71.6977
162744000,,-71.1125,-70.8232,-70.064,-71.9857,-71.7147,-71.9972,-74.0697,-72.4758,-72.0034,-73.8322,-74.4749,-73.2701,-72.5697,-73.0101,-77.9209,-73.5822,-73.561,-73.1085,-72.5352,-72.6007,-74.3621,-73.0741,-73.2219,-72.3725,-73.3676,-72.2337,-73.4186,-84.9726,-72.8299,-72.9697,-76.3222,-74.0843,-71.18,-73.1149,-72.908,-70.8906,-72.7974,-74.4279,-72.8085,-72.8741,-71.9487,-73.5305,-73.3721,-72.4614,-72.9751,-72.5692,-77.8178,-72.3352,-72.1989,-71.5352
162748000,,-70.5418,-70.9297,-70.8072,-71.2803,-72.4018,-71.8324,-73.7706,-72.516,-72.2826,-73.8755,-74.3787,-73.2234,-72.7509,-72.6663,-77.7901,-71.6334,-74.1997,-73.584,-72.8879,-71.1784,-74.5311,-73.8672,-73.8272,-73.7541,-73.0083,-72.8774,-74.6771,-85.278,-72.4116,-72.9004,-77.482,-73.8735,-71.9261,-73.7027,-72.3514,-70.2271,-72.5127,-72.7172,-73.2162,-71.7438,-72.1467,-72.88,-73.044,-73.8968,-72.0285,-72.3353,-76.9355,-72.9245,-71.8826,-72.7578
162752000,,-71.926,-70.3562,-71.2206,-72.7306,-72.2717,-71.8291,-72.764,-72.513,-73.462,-71.497,-75.149,-72.4661,-72.484,-73.1449,-77.701,-71.7001,-73.5424,-74.9699,-72.1915,-71.7947,-72.5407,-73.7525,-73.7995,-72.6481,-73.3119,-74.4984,-73.4725,-84.7032,-73.0237,-73.5774,-76.4532,-72.0078,-73.0103,-73.3012,-74.0977,-71.1521,-73.0858,-71.2535,-73.0327,-72.1759,-72.5523,-72.6551,-72.0351,-72.4297,-71.7082,-72.2664,-76.6881,-73.1088,-73.4343,-73.881
162756000,,-71.4811,-69.9499,-71.9725,-72.9873,-72.4173,-72.2482,-73.0888,-72.0828,-72.8059,-71.2491,-76.0699,-72.5064,-74.2932,-73.1829,-76.9278,-72.4297,-73.3725,-73.9777,-72.4588,-73.9555,-73.1529,-72.9255,-72.58,-72.5615,-73.0487,-73.2118,-73.4511,-84.7852,-73.6216,-72.825,-76.5952,-72.7742,-72.0138,-73.3159,-73.6429,-71.5323,-73.4512,-71.1956,-72.8178,-73.5922,-72.593,-72.3177,-72.5371,-71.2649,-71.7654,-73.3318,-77.4309,-73.4742,-75.5234,-74.4906
162760000,,-71.6921,-71.7321,-70.1835,-73.3112,-71.1049,-73.1822,-72.22,-71.6691,-72.561,-72.8815,-74.9236,-73.6973,-73.014,-72.6953,-76.832,-72.7763,-73.3385,-72.1211,-72.2754,-72.5358,-73.1902,-72.0976,-73.1047,-74.9555,-72.767,-72.4714,-72.6288,-85.4521,-72.8391,-71.8887,-75.564,-72.5019,-71.7672,-72.3963,-73.5529,-72.2294,-71.6777,-72.3226,-72.8065,-74.7044,-72.5104,-72.1607,-73.5655,-73.2371,-72.1542,-73.6843,-77.6824,-72.868,-73.387,-73.3458
162764000,,-72.3919,-71.373,-70.2115,-72.5346,-70.3614,-73.4555,-72.7393,-71.4615,-73.2983,-73.1696,-73.8088,-73.7543,-72.7629,-73.091,-77.1858,-73.1416,-72.9375,-71.9619,-71.8257,-71.4652,-73.4098,-72.5905,-72.6832,-73.1702,-73.5906,-73.3822,-71.8637,-84.2428,-73.442,-72.1795,-76.0449,-73.1467,-71.5851,-71.5877,-73.6402,-72.4587,-72.7201,-72.3675,-73.5754,-73.5019,-71.0731,-72.6375,-72.7333,-73.8054,-71.358,-72.7866,-77.1998,-73.4719,-71.739,-73.4757
162768000,,-67.0218,-68.5005,-68.3511,-70.4794,-68.7617,-69.2436,-70.9358,-70.1301,-70.7123,-69.0087,-72.3795,-70.5224,-70.1022,-70.0997,-75.2212,-70.2233,-69.4369,-70.0191,-69.0217,-69.1014,-70.7153,-69.7324,-70.0817,-69.3227,-70.9568,-70.065,-69.9672,-80.8575,-70.5438,-70.93,-73.121,-70.3693,-69.9703,-69.7234,-70.4016,-70.6691,-69.8545,-69.7662,-70.821,-69.4052,-69.7707,-70.8095,-69.5423,-69.7583,-70.437,-70.2069,-75.2682,-71.2437,-69.5216,-70.9121
162772000,,-66.7675,-68.6137,-68.6846,-70.3147,-69.2393,-68.7194,-70.6004,-69.5462,-70.3606,-68.3316,-72.8865,-70.1129,-70.14,-69.8612,-75.0543,-70.623,-69.1965,-69.4823,-70.0241,-69.8665,-69.4486,-69.6426,-69.638,-69.2667,-70.2441,-69.7929,-69.9468,-80.7418,-70.2015,-69.3475,-72.9428,-70.3239,-70.6826,-70.1134,-70.9759,-70.9765,-69.9025,-68.5905,-70.3054,-69.2856,-70.1516,-70.8513,-70.1195,-69.6735,-69.574,-69.8862,-75.0919,-71.2192,-70.0836,-70.5669
162776000,,-67.0945,-67.7605,-69.8003,-69.1337,-70.377,-69.936,-70.5884,-69.1957,-70.4964,-70.0909,-72.5406,-69.1712,-71.6851,-70.6155,-76.1697,-69.9256,-70.0244,-70.2687,-72.2015,-70.1897,-70.086,-70.3321,-69.0936,-70.3032,-69.2564,-70.6227,-71.0898,-82.2499,-71.8786,-69.3346,-73.4658,-70.862,-70.4667,-71.1948,-70.1043,-70.5495,-71.0308,-68.8745,-71.1076,-69.8644,-70.6759,-70.4834,-72.1002,-71.0534,-71.0047,-69.1574,-75.5119,-70.9508,-71.2012,-71.1775
162780000,,-65.5719,-64.818,-65.6227,-66.6481,-69.6899,-68.2358,-67.2997,-65.8371,-69.4169,-67.1926,-70.7766,-65.7617,-67.307,-67.8472,-74.346,-66.1216,-67.6478,-68.6279,-72.6023,-68.1952,-70.7556,-69.4085,-66.0081,-67.6523,-68.319,-67.231,-67.4984,-82.9858,-70.5384,-66.7618,-72.7641,-70.4139,-68.3453,-68.8207,-67.5473,-68.628,-68.6565,-67.4167,-67.7267,-68.6145,-71.5019,-65.25,-69.2044,-69.3616,-69.8229,-66.862,-74.4662,-68.2541,-69.0681,-67.8177
162784000,,-68.2294,-66.7492,-66.9966,-69.7824,-70.7276,-70.0558,-69.7123,-69.1387,-70.5467,-69.2006,-71.842,-68.4087,-68.836,-69.5067,-76.5057,-68.9305,-69.475,-70.6007,-71.9876,-70.0181,-70.2286,-71.1978,-68.1783,-69.8905,-70.2994,-70.2597,-70.1484,-84.0512,-71.892,-70.2271,-75.2297,-72.0372,-70.4878,-70.182,-70.6306,-70.3833,-70.3124,-68.7199,-68.8191,-70.0478,-72.0401,-68.8022,-70.5131,-70.2898,-70.8935,-69.3621,-76.0664,-71.9341,-70.2813,-70.1502
162788000,,-71.0726,-68.6748,-67.9195,-71.8072,-71.5364,-72.1141,-71.8916,-71.1327,-70.6779,-72.0559,-73.3259,-71.364,-71.6723,-71.1972,-77.3245,-71.2952,-71.4423,-72.0701,-72.8371,-70.774,-72.1699,-72.6127,-70.8122,-71.2183,-72.0247,-73.035,-73.2673,-84.1295,-72.6645,-74.9648,-77.6277,-72.6201,-73.0807,-71.4247,-72.028,-72.5833,-72.484,-70.6473,-70.8218,-70.6153,-71.9807,-73.1359,-71.4054,-71.4458,-72.4486,-71.3737,-77.1644,-74.4195,-71.8491,-72.2711
162792000,,-71.7375,-70.8098,-68.996,-71.8008,-72.2655,-72.5016,-72.1985,-72.7728,-72.9124,-72.7658,-74.2479,-72.5777,-71.4501,-71.3002,-76.1331,-73.5352,-71.6004,-70.8276,-73.1286,-70.1242,-73.0001,-71.8491,-72.2491,-71.8999,-73.8001,-72.6362,-71.8546,-84.2943,-74.0928,-74.1845,-76.7076,-73.3459,-73.5065,-71.1615,-72.5007,-72.5396,-72.0693,-72.7956,-71.1243,-73.3661,-72.8377,-72.6823,-72.0959,-71.4337,-73.286,-72.8975,-77.3097,-73.5107,-73.4774,-73.3517
162796000,,-72.1464,-70.3223,-71.3192,-71.4292,-72.4524,-73.0977,-71.2077,-72.2981,-71.7432,-73.4691,-76.177,-72.3711,-71.1864,-71.6304,-76.7105,-74.5094,-73.5937,-70.8639,-73.4099,-72.1765,-72.9635,-71.7416,-73.023,-72.672,-71.4977,-72.3751,-71.8432,-84.4477,-73.878,-73.3525,-74.3439,-73.2097,-72.7189,-71.136,-71.7013,-71.9349,-71.9101,-73.075,-71.052,-72.6379,-73.068,-72.2749,-72.8033,-72.4953,-72.8738,-72.4625,-77.0486,-73.4459,-74.3591,-73.9613
162800000,,-70.931,-69.8129,-71.1886,-71.6055,-72.6398,-73.6314,-72.1848,-72.4907,-72.019,-73.0711,-74.3791,-73.6862,-72.1232,-72.4125,-76.9165,-73.9214,-73.4306,-71.9588,-72.0578,-72.2941,-71.6865,-73.1071,-71.0179,-71.4473,-71.2715,-72.4068,-73.2422,-84.8805,-73.5955,-73.376,-75.6288,-72.8266,-72.9405,-72.0231,-73.3293,-70.9879,-72.7022,-71.1973,-71.2281,-73.3659,-71.9794,-71.9274,-73.3744,-72.9471,-72.5846,-72.7919,-76.4743,-73.6227,-72.3376,-73.3056
162804000,,-70.1634,-68.4146,-70.5767,-71.9323,-71.0592,-72.4062,-72.194,-73.3801,-72.0217,-71.8041,-74.6748,-73.9573,-72.2232,-71.1181,-77.3658,-73.2202,-72.8872,-71.9899,-72.6444,-70.9316,-72.4024,-72.7274,-71.46,-71.9772,-72.0909,-71.5917,-73.2679,-83.9038,-74.4755,-73.6715,-74.794,-73.9752,-71.7012,-72.8035,-73.3564,-71.6851,-71.3577,-72.1497,-70.5367,-73.7908,-71.0126,-70.5067,-73.1262,-72.4342,-71.2109,-73.6272,-76.1878,-73.7011,-71.976,-70.9341
162808000,,-67.5365,-67.4795,-68.1417,-69.3766,-68.5895,-68.0113,-68.493,-70.6751,-68.7456,-69.2675,-70.3921,-70.5533,-69.4012,-68.9012,-74.8411,-70.667,-69.2511,-72.24,-69.9143,-69.4745,-69.8396,-69.8757,-70.7341,-69.5886,-69.3066,-68.6396,-68.5082,-80.6934,-71.7449,-71.8382,-71.5032,-69.7991,-69.958,-69.6047,-70.0658,-69.9868,-69.3869,-70.8024,-67.8482,-70.7303,-70.0769,-69.0837,-69.6639,-70.5512,-68.6735,-71.348,-74.0341,-71.4429,-70.1048,-68.0461
162812000,,-67.7918,-67.9807,-67.9535,-68.9936,-67.9645,-67.2715,-66.984,-70.2603,-69.139,-69.036,-70.8359,-69.6684,-69.4337,-68.9696,-74.202,-70.3267,-68.4265,-71.0714,-69.3688,-68.2421,-69.7684,-69.9927,-69.0527,-68.9499,-69.193,-68.2835,-68.0896,-80.6992,-70.5685,-70.6668,-71.562,-68.3932,-70.107,-68.9786,-69.4686,-69.6674,-69.663,-70.4718,-68.2384,-70.8657,-70.0181,-69.1734,-69.411,-70.7946,-67.7238,-70.0163,-74.0775,-70.7308,-69.7208,-67.342
162816000,,-70.4104,-70.427,-71.3278,-71.2191,-71.7927,-71.6848,-70.9735,-72.4721,-72.5571,-72.1687,-74.3937,-73.8264,-72.7072,-72.5415,-76.9595,-73.4297,-72.4313,-72.1224,-73.6648,-71.0817,-72.0946,-71.9777,-71.6359,-71.0836,-72.4186,-73.5412,-72.088,-84.3336,-72.5276,-72.5041,-76.0129,-72.7315,-72.6046,-72.0097,-72.7507,-72.5072,-73.0338,-72.6994,-71.9779,-72.5238,-72.4178,-70.7639,-71.188,-72.5435,-71.5079,-72.253,-75.5473,-72.5296,-72.567,-70.9217
162820000,,-71.6119,-71.2365,-72.5031,-72.7954,-71.6382,-71.485,-72.1667,-72.5412,-72.7369,-72.1292,-74.034,-73.2091,-73.0042,-74.1916,-78.867,-72.7864,-71.981,-72.2956,-72.8305,-72.5179,-72.9933,-73.7649,-72.5261,-71.6183,-72.037,-72.2578,-71.3894,-84.5977,-73.8977,-73.9632,-76.4344,-73.7659,-72.1124,-73.9763,-73.4299,-73.4868,-74.0529,-74.0582,-72.6973,-72.8466,-73.0933,-71.9185,-71.3623,-71.6723,-72.901,-72.0216,-75.6419,-73.6582,-73.1422,-72.3273
162824000,,-70.6607,-71.236,-71.2548,-73.3887,-72.3004,-72.3631,-72.6598,-72.5717,-72.6153,-72.4347,-74.3097,-73.2722,-73.1116,-75.0037,-77.4186,-72.8336,-72.8484,-72.3824,-71.5007,-72.1625,-72.0671,-73.7987,-73.2302,-73.6625,-72.5407,-72.1481,-71.1526,-85.0079,-74.4078,-73.9765,-76.8903,-73.3849,-71.6772,-74.0745,-73.8629,-72.1328,-73.4749,-73.3033,-72.7291,-74.4165,-73.1098,-73.0273,-71.8753,-71.936,-74.1044,-72.2475,-76.1832,-73.9334,-72.3842,-74.1067
162828000,,-68.8467,-69.2043,-68.002,-71.5373,-70.3951,-70.7623,-71.7016,-71.4887,-71.0785,-70.8436,-72.6517,-72.3852,-72.0966,-71.3823,-75.2653,-70.283,-70.4194,-70.4646,-70.1046,-69.5825,-70.4081,-71.2887,-71.7277,-71.7878,-70.9232,-71.4988,-70.6157,-83.0025,-72.1295,-70.866,-73.3997,-71.3608,-70.0623,-70.4982,-71.3239,-70.1537,-70.6026,-69.2701,-72.0702,-71.4698,-71.4246,-71.8143,-70.9933,-71.3252,-71.1837,-70.8035,-75.4844,-71.6115,-70.4409,-72.0297
162832000,,-67.8182,-67.2586,-66.9433,-69.4212,-68.0067,-69.4971,-69.6292,-70.2101,-69.1963,-69.0082,-71.0918,-69.9317,-70.6368,-69.3204,-74.9789,-68.7049,-69.0558,-69.62,-69.5286,-69.2636,-69.0103,-68.9763,-69.778,-70.0523,-70.6233,-70.7904,-69.4162,-81.4763,-70.6305,-69.2569,-72.3229,-69.8242,-68.7906,-68.8894,-69.8508,-69.0034,-69.9531,-67.5796,-70.4638,-70.0929,-69.6918,-70.3806,-69.2072,-68.7672,-68.6571,-68.715,-74.9349,-70.4094,-69.035,-69.8828
162836000,,-69.1158,-69.3507,-68.6943,-70.3529,-71.7509,-71.8107,-71.6793,-71.9275,-70.6878,-72.6283,-72.9843,-71.9279,-72.541,-71.8455,-75.7894,-70.6497,-72.3666,-72.0401,-72.0155,-71.7951,-70.5057,-71.0678,-72.4172,-72.2381,-72.8015,-72.6373,-73.1554,-84.154,-73.036,-72.394,-75.5471,-72.4089,-71.7607,-71.0022,-72.9456,-72.0538,-72.7325,-70.5083,-72.1973,-73.1481,-72.6763,-72.8963,-72.0173,-71.4097,-71.7679,-70.9387,-76.2794,-72.6721,-71.6288,-70.6691
162840000,,-67.1523,-69.9006,-68.3056,-69.9255,-71.6132,-71.4255,-71.0281,-70.7592,-70.3599,-71.8831,-71.7673,-72.4488,-72.5075,-69.4974,-74.5322,-71.7294,-73.0817,-71.1177,-70.4425,-71.4943,-69.5249,-72.1423,-71.6291,-71.3002,-70.7452,-70.5911,-71.761,-82.5506,-71.427,-70.176,-73.6073,-71.6528,-69.1245,-71.0521,-70.5426,-72.4471,-72.9433,-71.0151,-71.1413,-71.4347,-70.7365,-72.9702,-70.8413,-71.9655,-73.1749,-71.6886,-75.2868,-71.8751,-70.102,-71.503
162844000,,-68.1874,-70.0363,-68.7657,-70.7215,-71.4801,-71.0311,-72.3365,-71.0321,-71.9927,-72.4068,-72.5134,-72.3988,-71.9866,-70.3459,-76.1023,-72.285,-72.0846,-71.1941,-70.6164,-71.5988,-69.7259,-72.1555,-71.5209,-71.9279,-70.4102,-70.842,-72.0409,-83.1136,-71.4519,-70.6694,-73.7698,-71.4446,-69.116,-71.455,-71.3247,-73.5363,-71.2011,-73.8949,-71.4255,-71.7028,-70.1392,-72.6829,-71.2811,-72.7275,-72.3387,-72.4829,-76.3795,-72.1047,-70.6534,-72.4208
162848000,,-69.3022,-71.313,-69.5443,-72.5124,-72.0076,-71.6026,-72.6867,-72.2232,-73.5136,-73.0244,-75.004,-72.9448,-72.629,-72.8589,-76.4876,-73.5119,-72.3595,-71.7868,-71.6144,-71.7312,-71.2734,-72.6985,-73.4566,-72.4105,-71.6646,-72.8529,-73.6654,-84.4838,-73.1171,-73.5344,-75.8902,-72.7111,-71.1469,-72.4581,-73.083,-73.6752,-71.3373,-74.1198,-73.7225,-73.1176,-71.0933,-72.2374,-72.1983,-72.7787,-71.8362,-72.6105,-79.2775,-73.5226,-72.5839,-73.3516
162852000,,-70.7629,-71.3176,-69.9285,-74.5387,-72.992,-72.8599,-71.0727,-73.509,-74.4674,-71.6516,-75.6629,-72.1954,-73.5568,-72.7943,-76.7573,-74.3993,-73.0917,-72.344,-72.0172,-72.9037,-71.6791,-72.4864,-72.7898,-72.1141,-71.9601,-73.9815,-73.8147,-85.9137,-73.6616,-73.7376,-75.0939,-72.1003,-70.859,-73.2532,-74.323,-72.9324,-74.3892,-73.094,-72.5434,-72.1025,-74.2797,-72.8894,-72.1081,-73.2369,-71.473,-72.3755,-77.8046,-75.0788,-72.3535,-73.747
162856000,,-72.5874,-70.5337,-71.2205,-74.2925,-73.1656,-71.2501,-70.4678,-73.133,-72.6815,-73.266,-75.4447,-72.8268,-72.8418,-72.504,-77.4771,-72.6992,-72.2208,-73.309,-72.3769,-73.2003,-71.9942,-72.7732,-72.5407,-72.5874,-72.7572,-73.5883,-73.1621,-85.8517,-73.5394,-73.6329,-75.5683,-72.7839,-71.0136,-72.9889,-74.6544,-72.9496,-73.5372,-73.4204,-72.2682,-72.2585,-75.333,-73.5927,-73.1348,-72.7215,-72.3822,-72.7974,-77.691,-75.7541,-73.6041,-74.0894
162860000,,-72.9367,-70.8747,-71.5949,-72.2806,-73.8087,-71.8612,-71.2349,-72.576,-71.3894,-73.6942,-74.1738,-72.4437,-72.2965,-71.813,-77.1275,-72.6007,-72.4803,-72.92,-72.3059,-72.5446,-72.8367,-73.9865,-72.0539,-73.0087,-71.7326,-72.1417,-72.7235,-84.9806,-73.3408,-74.1392,-75.2841,-73.0778,-72.2048,-73.9463,-73.3853,-72.6028,-72.5954,-72.3634,-72.5366,-72.6408,-73.6936,-72.3088,-71.7572,-72.1016,-74.325,-72.5528,-77.4257,-75.1041,-73.0556,-72.6784
162864000,,-70.7943,-69.9198,-70.7881,-71.7929,-72.3899,-72.1299,-71.7456,-72.4114,-71.4101,-73.0804,-74.3012,-73.2674,-73.2021,-70.9569,-76.8866,-72.9786,-73.4324,-72.3972,-71.3384,-71.7525,-72.8981,-73.9842,-73.3001,-72.129,-72.2241,-73.13,-72.32,-85.5592,-74.6045,-73.2615,-74.5466,-73.0613,-72.2169,-73.1672,-73.6601,-72.3621,-72.7238,-70.981,-73.8385,-72.6399,-73.5874,-71.8732,-72.1692,-72.1725,-73.2895,-72.8167,-76.9452,-73.2033,-73.3886,-71.0493
162868000,,-70.362,-69.8063,-70.0381,-71.9734,-71.9967,-72.2402,-72.2136,-70.982,-72.6242,-72.0899,-75.8009,-73.1836,-74.0301,-71.6389,-77.5874,-72.2952,-72.7057,-71.7461,-72.0829,-71.0749,-72.0902,-72.3255,-72.0488,-72.5861,-71.5182,-72.6059,-71.5269,-84.1595,-74.2815,-71.9209,-74.8454,-73.5526,-73.1207,-71.2623,-71.8905,-72.1053,-74.197,-72.2885,-72.6176,-72.9821,-72.0064,-71.5795,-71.6376,-72.7437,-73.3496,-72.46,-77.5792,-72.1909,-71.9686,-70.6344
162872000,,-69.2536,-70.0401,-68.9385,-71.3714,-72.0824,-71.2506,-70.6085,-70.4853,-71.2866,-71.823,-73.5505,-72.0079,-73.2665,-70.3503,-76.2769,-71.0855,-72.9895,-70.3638,-73.1882,-70.0126,-70.7694,-71.1646,-70.6546,-72.2633,-72.0078,-71.5975,-71.5976,-83.1279,-73.7749,-70.6417,-74.1402,-73.9715,-71.9553,-70.05,-70.9397,-70.4057,-72.7266,-73.335,-72.7116,-72.4949,-71.887,-70.5589,-70.9139,-71.512,-72.5079,-72.3541,-77.2465,-72.9671,-69.8535,-70.1336
162876000,,-68.7997,-69.9056,-68.9802,-71.5414,-70.9885,-72.0197,-70.9081,-71.9085,-71.2208,-71.2832,-74.6846,-72.1013,-70.9444,-71.2913,-77.3204,-72.4952,-72.0067,-69.367,-71.4805,-71.5474,-71.3388,-70.5725,-72.143,-70.804,-72.504,-70.984,-71.6826,-83.0276,-73.6247,-71.7041,-75.206,-73.7441,-72.198,-70.623,-70.9103,-71.5467,-71.8161,-71.0746,-72.6579,-72.2864,-72.1019,-72.1005,-71.6741,-70.1886,-71.6907,-72.011,-77.2448,-72.3938,-71.3096,-71.3835
162880000,,-69.231,-70.0159,-69.674,-70.762,-72.2668,-73.182,-72.161,-73.4031,-71.5872,-70.8369,-74.934,-72.124,-69.6206,-70.8198,-77.2344,-71.8575,-72.604,-71.4033,-71.136,-71.6165,-72.2528,-72.9681,-72.8755,-71.2958,-71.963,-71.2893,-71.3726,-84.2933,-73.1206,-72.7622,-74.6173,-72.7908,-72.7346,-72.0803,-71.5759,-72.5057,-72.014,-71.4191,-72.0261,-71.742,-71.3628,-72.1506,-73.6586,-69.9234,-72.3302,-73.1714,-76.8829,-73.0002,-72.7381,-71.357
162884000,,-69.9453,-71.3277,-71.1218,-70.8771,-71.9335,-72.5464,-73.0266,-72.7741,-71.8847,-71.9675,-74.8774,-73.9205,-71.69,-70.833,-76.27,-74.2143,-72.5172,-72.2834,-72.5656,-72.1986,-72.1298,-72.7616,-72.1001,-72.8517,-74.3927,-72.4335,-71.4655,-84.7821,-74.1646,-73.1242,-74.7874,-73.4725,-74.6749,-73.2009,-72.8956,-72.6929,-72.0233,-72.6205,-72.6024,-71.2225,-71.768,-70.5552,-72.6906,-71.768,-74.2877,-73.2059,-77.7653,-74.1074,-74.3363,-71.9405
