"Balance in $, x; Funds in $, x; Funds in Ƀ, x; Ƀ value in $, x; Trace 7, x; Trace 8, x","Balance in $, y","Funds in $, y","Funds in Ƀ, y","Ƀ value in $, y","RSI-14 below 30, x","RSI-14 below 30, y","RSI-14 above 70, x","RSI-14 above 70, y","RSI-14 value, x","RSI-14 value, y","Trace 7, y","Trace 8, y"
2017-12-20T08:00:00+00:00,9705.5888743474,644.7000884815,0.5273953119,17180.45,,,,,2017-12-20T23:00:00+00:00,41.5921190221,70,30
2017-12-20T09:00:00+00:00,9645.6556711061,644.7000884815,0.5273953119,17066.81,,,,,2017-12-21T00:00:00+00:00,37.7584125998,70,30
2017-12-20T10:00:00+00:00,9832.6384049775,644.7000884815,0.5273953119,17421.35,,,,,2017-12-21T01:00:00+00:00,34.1990841252,70,30
2017-12-20T11:00:00+00:00,9891.0949013455,644.7000884815,0.5273953119,17532.19,,,,,2017-12-21T02:00:00+00:00,26.0764653443,70,30
2017-12-20T12:00:00+00:00,10062.6407744384,644.7000884815,0.5273953119,17857.46,,,,,2017-12-21T03:00:00+00:00,43.8665161209,70,30
2017-12-20T13:00:00+00:00,9768.9079554908,644.7000884815,0.5273953119,17300.51,,,,,2017-12-21T04:00:00+00:00,43.6126425026,70,30
2017-12-20T14:00:00+00:00,9768.6284359755,644.7000884815,0.5273953119,17299.98,,,,,2017-12-21T05:00:00+00:00,53.5832228701,70,30
2017-12-20T15:00:00+00:00,9393.3286580937,644.7000884815,0.5273953119,16588.37,,,,,2017-12-21T06:00:00+00:00,62.6068539552,70,30
2017-12-20T16:00:00+00:00,9321.4077594136,644.7000884815,0.5273953119,16452,,,,,2017-12-21T07:00:00+00:00,52.3945100897,70,30
2017-12-20T17:00:00+00:00,9573.0069668957,644.7000884815,0.5273953119,16929.06,,,,,2017-12-21T08:00:00+00:00,48.9667448763,70,30
2017-12-20T18:00:00+00:00,9542.3494774165,644.7000884815,0.5273953119,16870.93,,,,,2017-12-21T09:00:00+00:00,49.8985317828,70,30
2017-12-20T19:00:00+00:00,9524.692282375,644.7000884815,0.5273953119,16837.45,,,,,2017-12-21T10:00:00+00:00,48.1982225004,70,30
2017-12-20T20:00:00+00:00,9452.2914539611,644.7000884815,0.5273953119,16700.17,,,,,2017-12-21T11:00:00+00:00,58.4635951421,70,30
2017-12-20T21:00:00+00:00,9215.438219399,644.7000884815,0.5273953119,16251.07,,,,,2017-12-21T12:00:00+00:00,57.5807826555,70,30
2017-12-20T22:00:00+00:00,9235.1575301099,644.7000884815,0.5273953119,16288.46,,,,,2017-12-21T13:00:00+00:00,44.341992449,70,30
2017-12-20T23:00:00+00:00,9329.3081411854,644.7000884815,0.5273953119,16466.98,,,,,2017-12-21T14:00:00+00:00,38.3053408795,70,30
2017-12-21T00:00:00+00:00,9400.4168510853,644.7000884815,0.5273953119,16601.81,,,,,2017-12-21T15:00:00+00:00,34.7490308949,70,30
2017-12-21T01:00:00+00:00,9329.155196545,644.7000884815,0.5273953119,16466.69,,,,,2017-12-21T16:00:00+00:00,38.8463116874,70,30
2017-12-21T02:00:00+00:00,9256.7824354783,322.3500442407,0.5468314135,16338.55,,,,,2017-12-21T17:00:00+00:00,21.3917525773,70,30
2017-12-21T03:00:00+00:00,9568.9356795676,322.3500442407,0.5468314135,16909.39,,,,,2017-12-21T18:00:00+00:00,21.2917484384,70,30
2017-12-21T04:00:00+00:00,9558.4966678836,322.3500442407,0.5468314135,16890.3,,,,,2017-12-21T19:00:00+00:00,24.5497833298,70,30
2017-12-21T05:00:00+00:00,9495.6821434135,322.3500442407,0.5468314135,16775.43,,,,,2017-12-21T20:00:00+00:00,11.1863579016,70,30
2017-12-21T06:00:00+00:00,9715.2732341375,322.3500442407,0.5468314135,17177,,,,,2017-12-21T21:00:00+00:00,25.9530406148,70,30
2017-12-21T07:00:00+00:00,9645.8256446215,322.3500442407,0.5468314135,17050,,,,,2017-12-21T22:00:00+00:00,27.7125907916,70,30
2017-12-21T08:00:00+00:00,9517.3694772734,322.3500442407,0.5468314135,16815.09,,,,,2017-12-21T23:00:00+00:00,26.6568644912,70,30
2017-12-21T09:00:00+00:00,9526.6163964759,322.3500442407,0.5468314135,16832,,,,,2017-12-22T00:00:00+00:00,23.7901016619,70,30
2017-12-21T10:00:00+00:00,9399.7405719128,322.3500442407,0.5468314135,16599.98,,,,,2017-12-22T01:00:00+00:00,19.2764243352,70,30
2017-12-21T11:00:00+00:00,9429.8217679701,322.3500442407,0.5468314135,16654.99,,,,,2017-12-22T02:00:00+00:00,16.4458850414,70,30
2017-12-21T12:00:00+00:00,9424.8784119919,322.3500442407,0.5468314135,16645.95,,,,,2017-12-22T03:00:00+00:00,25.1761934765,70,30
2017-12-21T13:00:00+00:00,9162.4594849616,322.3500442407,0.5468314135,16166.06,,,,,2017-12-22T04:00:00+00:00,36.5079712258,70,30
2017-12-21T14:00:00+00:00,9052.0432859453,322.3500442407,0.5468314135,15964.14,,,,,2017-12-22T05:00:00+00:00,34.089913699,70,30
2017-12-21T15:00:00+00:00,8825.5785243534,322.3500442407,0.5468314135,15550,,,,,2017-12-22T06:00:00+00:00,27.4996518452,70,30
2017-12-21T16:00:00+00:00,8891.1764207183,322.3500442407,0.5468314135,15669.96,,,,,2017-12-22T07:00:00+00:00,28.8780901564,70,30
2017-12-21T17:00:00+00:00,8700.9501768999,322.3500442407,0.5468314135,15322.09,,,,,2017-12-22T08:00:00+00:00,28.4739345475,70,30
2017-12-21T18:00:00+00:00,8683.3859518978,322.3500442407,0.5468314135,15289.97,,,,,2017-12-22T09:00:00+00:00,35.359056367,70,30
2017-12-21T19:00:00+00:00,8728.7620225911,322.3500442407,0.5468314135,15372.95,,,,,2017-12-22T10:00:00+00:00,40.0466612804,70,30
2017-12-21T20:00:00+00:00,8672.2579326329,322.3500442407,0.5468314135,15269.62,,,,,2017-12-22T11:00:00+00:00,33.7362774987,70,30
2017-12-21T21:00:00+00:00,8915.8658590384,322.3500442407,0.5468314135,15715.11,,,,,2017-12-22T12:00:00+00:00,32.8502679247,70,30
2017-12-21T22:00:00+00:00,8883.7777916935,322.3500442407,0.5468314135,15656.43,,,,,2017-12-22T13:00:00+00:00,26.3763468989,70,30
2017-12-21T23:00:00+00:00,8852.9255633431,322.3500442407,0.5468314135,15600.01,,,,,2017-12-22T14:00:00+00:00,28.2345027181,70,30
2017-12-22T00:00:00+00:00,8552.1628175974,322.3500442407,0.5468314135,15050,,,,,2017-12-22T15:00:00+00:00,41.0893549207,70,30
2017-12-22T01:00:00+00:00,8299.5267045548,322.3500442407,0.5468314135,14588,,,,,2017-12-22T16:00:00+00:00,42.124348539,70,30
2017-12-22T02:00:00+00:00,7977.9898334097,322.3500442407,0.5468314135,14000,,,,,2017-12-22T17:00:00+00:00,39.7359483421,70,30
2017-12-22T03:00:00+00:00,8141.257288542,322.3500442407,0.5468314135,14298.57,,,,,2017-12-22T18:00:00+00:00,39.0658668237,70,30
2017-12-22T04:00:00+00:00,8441.8930142971,161.1750221204,0.557481452,14853.8,,,,,2017-12-22T19:00:00+00:00,43.0470965879,70,30
2017-12-22T05:00:00+00:00,8048.3055343488,161.1750221204,0.557481452,14147.79,,,,,2017-12-22T20:00:00+00:00,58.0339609008,70,30
2017-12-22T06:00:00+00:00,7635.8863309508,161.1750221204,0.557481452,13408,,,,,2017-12-22T21:00:00+00:00,57.1012152657,70,30
2017-12-22T07:00:00+00:00,7575.7117830186,161.1750221204,0.557481452,13300.06,,,,,2017-12-22T22:00:00+00:00,61.9739669818,70,30
2017-12-22T08:00:00+00:00,7519.9301889284,161.1750221204,0.557481452,13200,,,,,2017-12-22T23:00:00+00:00,51.4740153319,70,30
2017-12-22T09:00:00+00:00,7851.4572153699,80.5875110602,0.5631044601,13800.05,,,,,2017-12-23T00:00:00+00:00,48.1220261539,70,30
2017-12-22T10:00:00+00:00,8049.0899877238,80.5875110602,0.5631044601,14151.02,,,,,2017-12-23T01:00:00+00:00,52.0151523507,70,30
2017-12-22T11:00:00+00:00,7949.9498164823,80.5875110602,0.5631044601,13974.96,,,,,2017-12-23T02:00:00+00:00,54.414334353,70,30
2017-12-22T12:00:00+00:00,7835.6565042201,80.5875110602,0.5631044601,13771.99,,,,,2017-12-23T03:00:00+00:00,70.2734782073,70,30
2017-12-22T13:00:00+00:00,7044.5454172109,80.5875110602,0.5631044601,12367.08,,,,,2017-12-23T04:00:00+00:00,69.0838720236,70,30
2017-12-22T14:00:00+00:00,6986.4207513622,40.2937555301,0.566226964,12267.39,,,,,2017-12-23T05:00:00+00:00,55.6441893425,70,30
2017-12-22T15:00:00+00:00,7593.7614552119,40.2937555301,0.566226964,13340,,,,,2017-12-23T06:00:00+00:00,60.9615868607,70,30
2017-12-22T16:00:00+00:00,7358.2450118082,40.2937555301,0.566226964,12924.06,,,,,2017-12-23T07:00:00+00:00,61.6927318195,70,30
2017-12-22T17:00:00+00:00,7374.0144327554,40.2937555301,0.566226964,12951.91,,,,,2017-12-23T08:00:00+00:00,58.6871688033,70,30
2017-12-22T18:00:00+00:00,7647.5530167914,40.2937555301,0.566226964,13435,,,,,2017-12-23T09:00:00+00:00,62.4692052549,70,30
2017-12-22T19:00:00+00:00,7587.5499454169,40.2937555301,0.566226964,13329.03,,,,,2017-12-23T10:00:00+00:00,54.9955857385,70,30
2017-12-22T20:00:00+00:00,8198.8712248235,40.2937555301,0.566226964,14408.67,,,,,2017-12-23T11:00:00+00:00,61.4045748513,70,30
2017-12-22T21:00:00+00:00,8080.1504172829,40.2937555301,0.566226964,14199,,,,,2017-12-23T12:00:00+00:00,52.1267444083,70,30
2017-12-22T22:00:00+00:00,8447.0654899511,40.2937555301,0.566226964,14847,,,,,2017-12-23T13:00:00+00:00,66.2509984141,70,30
2017-12-22T23:00:00+00:00,7973.0146134256,40.2937555301,0.566226964,14009.79,,,,,2017-12-23T14:00:00+00:00,72.3107380424,70,30
2017-12-23T00:00:00+00:00,7906.6471509758,40.2937555301,0.566226964,13892.58,,,,,2017-12-23T15:00:00+00:00,57.5013211673,70,30
2017-12-23T01:00:00+00:00,8114.6845998169,40.2937555301,0.566226964,14259.99,,,,,2017-12-23T16:00:00+00:00,60.3663747304,70,30
2017-12-23T02:00:00+00:00,8188.2544692486,40.2937555301,0.566226964,14389.92,,,,,2017-12-23T17:00:00+00:00,52.8967779731,70,30
2017-12-23T03:00:00+00:00,8422.015609064,40.2937555301,0.566226964,14802.76,,,,,2017-12-23T18:00:00+00:00,54.4032410052,70,30
2017-12-23T04:00:00+00:00,8245.2352758914,4111.8831907226,0.283113482,14599.63,,,,,2017-12-23T19:00:00+00:00,65.2192828842,70,30
2017-12-23T05:00:00+00:00,8069.4642705936,4111.8831907226,0.283113482,13978.78,,,,,2017-12-23T20:00:00+00:00,67.1321890498,70,30
2017-12-23T06:00:00+00:00,8103.7917802857,4111.8831907226,0.283113482,14100.03,,,,,2017-12-23T21:00:00+00:00,66.4784594612,70,30
2017-12-23T07:00:00+00:00,8140.6616490462,4111.8831907226,0.283113482,14230.26,,,,,2017-12-23T22:00:00+00:00,58.1732147293,70,30
2017-12-23T08:00:00+00:00,8164.8395404087,4111.8831907226,0.283113482,14315.66,,,,,2017-12-23T23:00:00+00:00,49.6331276517,70,30
2017-12-23T09:00:00+00:00,8259.5126887886,4111.8831907226,0.283113482,14650.06,,,,,2017-12-24T00:00:00+00:00,46.1351408415,70,30
2017-12-23T10:00:00+00:00,8316.1268917835,4111.8831907226,0.283113482,14850.03,,,,,2017-12-24T01:00:00+00:00,36.7991390237,70,30
2017-12-23T11:00:00+00:00,8429.3637911779,4111.8831907226,0.283113482,15250,,,,,2017-12-24T02:00:00+00:00,33.1498142725,70,30
2017-12-23T12:00:00+00:00,8365.6632577285,4111.8831907226,0.283113482,15025,,,,,2017-12-24T03:00:00+00:00,40.7228627826,70,30
2017-12-23T13:00:00+00:00,8396.2083713012,4111.8831907226,0.283113482,15132.89,,,,,2017-12-24T04:00:00+00:00,32.5129148567,70,30
2017-12-23T14:00:00+00:00,8523.6462429525,4111.8831907226,0.283113482,15583.02,,,,,2017-12-24T05:00:00+00:00,41.7753002461,70,30
2017-12-23T15:00:00+00:00,8324.2918846043,4111.8831907226,0.283113482,14878.87,,,,,2017-12-24T06:00:00+00:00,40.7265757451,70,30
2017-12-23T16:00:00+00:00,8445.5012596517,4111.8831907226,0.283113482,15307,,,,,2017-12-24T07:00:00+00:00,40.6985616937,70,30
2017-12-23T17:00:00+00:00,8372.7410947785,4111.8831907226,0.283113482,15050,,,,,2017-12-24T08:00:00+00:00,43.5267017165,70,30
2017-12-23T18:00:00+00:00,8348.687773348,4111.8831907226,0.283113482,14965.04,,,,,2017-12-24T09:00:00+00:00,36.807098826,70,30
2017-12-23T19:00:00+00:00,8384.4053702367,4111.8831907226,0.283113482,15091.2,,,,,2017-12-24T10:00:00+00:00,30.7018714846,70,30
2017-12-23T20:00:00+00:00,8478.9511175497,4111.8831907226,0.283113482,15425.15,,,,,2017-12-24T11:00:00+00:00,28.4249706401,70,30
2017-12-23T21:00:00+00:00,8494.4685674979,4111.8831907226,0.283113482,15479.96,,,,,2017-12-24T12:00:00+00:00,29.5907802096,70,30
2017-12-23T22:00:00+00:00,8358.5854206786,4111.8831907226,0.283113482,15000,,,,,2017-12-24T13:00:00+00:00,39.2339337165,70,30
2017-12-23T23:00:00+00:00,8250.7191840377,4111.8831907226,0.283113482,14619,,,,,2017-12-24T14:00:00+00:00,42.645711572,70,30
2017-12-24T00:00:00+00:00,8225.9524166326,4111.8831907226,0.283113482,14531.52,,,,,2017-12-24T15:00:00+00:00,42.6667714191,70,30
2017-12-24T01:00:00+00:00,8124.4647267411,4111.8831907226,0.283113482,14173.05,,,,,2017-12-24T16:00:00+00:00,49.9080266157,70,30
2017-12-24T02:00:00+00:00,7933.632084201,4111.8831907226,0.283113482,13499,,,,,2017-12-24T17:00:00+00:00,38.2364745726,70,30
2017-12-24T03:00:00+00:00,8127.958347109,4111.8831907226,0.283113482,14185.39,,,,,2017-12-24T18:00:00+00:00,39.8839077189,70,30
2017-12-24T04:00:00+00:00,8027.4077628429,4111.8831907226,0.283113482,13830.23,,,,,2017-12-24T19:00:00+00:00,35.4248105406,70,30
2017-12-24T05:00:00+00:00,8110.0882241253,4111.8831907226,0.283113482,14122.27,,,,,2017-12-24T20:00:00+00:00,37.4696065901,70,30
2017-12-24T06:00:00+00:00,8208.2578240078,4111.8831907226,0.283113482,14469.02,,,,,2017-12-24T21:00:00+00:00,36.7250840094,70,30
2017-12-24T07:00:00+00:00,8134.6171762055,4111.8831907226,0.283113482,14208.91,,,,,2017-12-24T22:00:00+00:00,43.8360882275,70,30
2017-12-24T08:00:00+00:00,8180.1814599982,4111.8831907226,0.283113482,14369.85,,,,,2017-12-24T23:00:00+00:00,54.6158082244,70,30
2017-12-24T09:00:00+00:00,8003.8895258934,4111.8831907226,0.283113482,13747.16,,,,,2017-12-25T00:00:00+00:00,55.9644290077,70,30
2017-12-24T10:00:00+00:00,7930.517835899,4111.8831907226,0.283113482,13488,,,,,2017-12-25T01:00:00+00:00,58.8097335708,70,30
2017-12-24T11:00:00+00:00,7825.2867868501,2055.9415953613,0.4362790318,13223.98,,,,,2017-12-25T02:00:00+00:00,57.1822924879,70,30
2017-12-24T12:00:00+00:00,7705.7550577063,2055.9415953613,0.4362790318,12950,,,,,2017-12-25T03:00:00+00:00,49.0631716113,70,30
2017-12-24T13:00:00+00:00,7946.1448042508,2055.9415953613,0.4362790318,13501,,,,,2017-12-25T04:00:00+00:00,53.9495957032,70,30
2017-12-24T14:00:00+00:00,8052.5183577944,2055.9415953613,0.4362790318,13744.82,,,,,2017-12-25T05:00:00+00:00,57.7038359464,70,30
2017-12-24T15:00:00+00:00,7897.2771898943,2055.9415953613,0.4362790318,13388.99,,,,,2017-12-25T06:00:00+00:00,55.2420701169,70,30
2017-12-24T16:00:00+00:00,7941.4417162876,2055.9415953613,0.4362790318,13490.22,,,,,2017-12-25T07:00:00+00:00,61.5184039943,70,30
2017-12-24T17:00:00+00:00,7789.5075434488,2055.9415953613,0.4362790318,13141.97,,,,,2017-12-25T08:00:00+00:00,66.7094821108,70,30
2017-12-24T18:00:00+00:00,7714.4806383431,2055.9415953613,0.4362790318,12970,,,,,2017-12-25T09:00:00+00:00,62.2126458206,70,30
2017-12-24T19:00:00+00:00,7713.2416058927,2055.9415953613,0.4362790318,12967.16,,,,,2017-12-25T10:00:00+00:00,58.2565532994,70,30
2017-12-24T20:00:00+00:00,7905.7745436833,1027.9707976806,0.5116084994,13443.49,,,,,2017-12-25T11:00:00+00:00,66.5882506513,70,30
2017-12-24T21:00:00+00:00,7730.2570157838,1027.9707976806,0.5116084994,13100.42,,,,,2017-12-25T12:00:00+00:00,61.5707739308,70,30
2017-12-24T22:00:00+00:00,8083.0417726508,1027.9707976806,0.5116084994,13789.98,,,,,2017-12-25T13:00:00+00:00,44.7715780939,70,30
2017-12-24T23:00:00+00:00,8271.2574235061,1027.9707976806,0.5116084994,14157.87,,,,,2017-12-25T14:00:00+00:00,43.0844046224,70,30
2017-12-25T00:00:00+00:00,8193.5185120177,1027.9707976806,0.5116084994,14005.92,,,,,2017-12-25T15:00:00+00:00,48.0442778893,70,30
2017-12-25T01:00:00+00:00,8165.9121173885,1027.9707976806,0.5116084994,13951.96,,,,,2017-12-25T16:00:00+00:00,56.1498408131,70,30
2017-12-25T02:00:00+00:00,7965.5815772667,1027.9707976806,0.5116084994,13560.39,,,,,2017-12-25T17:00:00+00:00,55.7922334651,70,30
2017-12-25T03:00:00+00:00,7898.4892386514,1027.9707976806,0.5116084994,13429.25,,,,,2017-12-25T18:00:00+00:00,49.6296932562,70,30
2017-12-25T04:00:00+00:00,8231.1166206408,1027.9707976806,0.5116084994,14079.41,,,,,2017-12-25T19:00:00+00:00,51.7933257429,70,30
2017-12-25T05:00:00+00:00,8190.0600385616,1027.9707976806,0.5116084994,13999.16,,,,,2017-12-25T20:00:00+00:00,47.0035044009,70,30
2017-12-25T06:00:00+00:00,8141.7334997054,1027.9707976806,0.5116084994,13904.7,,,,,2017-12-25T21:00:00+00:00,46.8160429026,70,30
2017-12-25T07:00:00+00:00,8186.7908602502,1027.9707976806,0.5116084994,13992.77,,,,,2017-12-25T22:00:00+00:00,43.6870233257,70,30
2017-12-25T08:00:00+00:00,8305.1207900834,1027.9707976806,0.5116084994,14224.06,,,,,2017-12-25T23:00:00+00:00,49.3665540541,70,30
2017-12-25T09:00:00+00:00,8164.8991325596,1027.9707976806,0.5116084994,13949.98,,,,,2017-12-26T00:00:00+00:00,48.0699692793,70,30
2017-12-25T10:00:00+00:00,8213.4968239205,1027.9707976806,0.5116084994,14044.97,,,,,2017-12-26T01:00:00+00:00,43.332352181,70,30
2017-12-25T11:00:00+00:00,8328.3887446375,1027.9707976806,0.5116084994,14269.54,,,,,2017-12-26T02:00:00+00:00,39.5923255885,70,30
2017-12-25T12:00:00+00:00,8445.7824309167,1027.9707976806,0.5116084994,14499,,,,,2017-12-26T03:00:00+00:00,65.6409318399,70,30
2017-12-25T13:00:00+00:00,8089.8052370133,1027.9707976806,0.5116084994,13803.2,,,,,2017-12-26T04:00:00+00:00,77.2880030075,70,30
2017-12-25T14:00:00+00:00,7944.1144846306,1027.9707976806,0.5116084994,13518.43,,,,,2017-12-26T05:00:00+00:00,76.4624859802,70,30
2017-12-25T15:00:00+00:00,8090.7261323123,1027.9707976806,0.5116084994,13805,,,,,2017-12-26T06:00:00+00:00,78.3205985124,70,30
2017-12-25T16:00:00+00:00,8189.5177335522,1027.9707976806,0.5116084994,13998.1,,,,,2017-12-26T07:00:00+00:00,81.059261788,70,30
2017-12-25T17:00:00+00:00,8110.7556050649,1027.9707976806,0.5116084994,13844.15,,,,,2017-12-26T08:00:00+00:00,65.644432168,70,30
2017-12-25T18:00:00+00:00,8219.2063747741,1027.9707976806,0.5116084994,14056.13,,,,,2017-12-26T09:00:00+00:00,67.4344794115,70,30
2017-12-25T19:00:00+00:00,8247.2732170528,1027.9707976806,0.5116084994,14110.99,,,,,2017-12-26T10:00:00+00:00,74.2939761071,70,30
2017-12-25T20:00:00+00:00,8036.3933096728,1027.9707976806,0.5116084994,13698.8,,,,,2017-12-26T11:00:00+00:00,71.3948073443,70,30
2017-12-25T21:00:00+00:00,8075.2550912895,1027.9707976806,0.5116084994,13774.76,,,,,2017-12-26T12:00:00+00:00,72.947535982,70,30
2017-12-25T22:00:00+00:00,8096.2617362761,1027.9707976806,0.5116084994,13815.82,,,,,2017-12-26T13:00:00+00:00,72.6049387277,70,30
2017-12-25T23:00:00+00:00,8145.0998836317,1027.9707976806,0.5116084994,13911.28,,,,,2017-12-26T14:00:00+00:00,77.4152108309,70,30
2017-12-26T00:00:00+00:00,8154.677194741,1027.9707976806,0.5116084994,13930,,,,,2017-12-26T15:00:00+00:00,75.0177741171,70,30
2017-12-26T01:00:00+00:00,8138.3261870992,1027.9707976806,0.5116084994,13898.04,,,,,2017-12-26T16:00:00+00:00,76.7489419079,70,30
2017-12-26T02:00:00+00:00,8167.4776393967,1027.9707976806,0.5116084994,13955.02,,,,,2017-12-26T17:00:00+00:00,65.4089239412,70,30
2017-12-26T03:00:00+00:00,8501.0361488551,1027.9707976806,0.5116084994,14607,,,,,2017-12-26T18:00:00+00:00,60.9135892433,70,30
2017-12-26T04:00:00+00:00,8679.4033360964,1027.9707976806,0.5116084994,14955.64,,,,,2017-12-26T19:00:00+00:00,60.8816350537,70,30
2017-12-26T05:00:00+00:00,8778.7628227707,1027.9707976806,0.5116084994,15149.85,,,,,2017-12-26T20:00:00+00:00,53.353675201,70,30
2017-12-26T06:00:00+00:00,8988.9776391015,1027.9707976806,0.5116084994,15560.74,,,,,2017-12-26T21:00:00+00:00,55.7468538192,70,30
2017-12-26T07:00:00+00:00,8957.9025388462,1027.9707976806,0.5116084994,15500,,,,,2017-12-26T22:00:00+00:00,62.0475950874,70,30
2017-12-26T08:00:00+00:00,8637.0545332693,4803.8304093323,0.2558042497,14984.99,,,,,2017-12-26T23:00:00+00:00,60.3828299828,70,30
2017-12-26T09:00:00+00:00,8692.8300918772,4803.8304093323,0.2558042497,15203.03,,,,,2017-12-27T00:00:00+00:00,61.1424890261,70,30
2017-12-26T10:00:00+00:00,8661.3584950347,4803.8304093323,0.2558042497,15080,,,,,2017-12-27T01:00:00+00:00,66.092089056,70,30
2017-12-26T11:00:00+00:00,8639.615133809,4803.8304093323,0.2558042497,14995,,,,,2017-12-27T02:00:00+00:00,59.9486092561,70,30
2017-12-26T12:00:00+00:00,8691.9884958956,4803.8304093323,0.2558042497,15199.74,,,,,2017-12-27T03:00:00+00:00,60.1194003961,70,30
2017-12-26T13:00:00+00:00,8706.7611913166,4803.8304093323,0.2558042497,15257.49,,,,,2017-12-27T04:00:00+00:00,57.5014441406,70,30
2017-12-26T14:00:00+00:00,8873.7834600831,4803.8304093323,0.2558042497,15910.42,,,,,2017-12-27T05:00:00+00:00,61.2778468479,70,30
2017-12-26T15:00:00+00:00,8836.0804717176,4803.8304093323,0.2558042497,15763.03,,,,,2017-12-27T06:00:00+00:00,54.6980940315,70,30
2017-12-26T16:00:00+00:00,8921.6469932472,4803.8304093323,0.2558042497,16097.53,,,,,2017-12-27T07:00:00+00:00,60.5897351538,70,30
2017-12-26T17:00:00+00:00,8802.2241141767,6788.0214519207,0.1279021249,15748,,,,,2017-12-27T08:00:00+00:00,56.7811307666,70,30
2017-12-26T18:00:00+00:00,8795.8904009538,6788.0214519207,0.1279021249,15698.48,,,,,2017-12-27T09:00:00+00:00,47.8222958539,70,30
2017-12-26T19:00:00+00:00,8820.3747047153,6788.0214519207,0.1279021249,15889.91,,,,,2017-12-27T10:00:00+00:00,46.0553386237,70,30
2017-12-26T20:00:00+00:00,8804.9548245425,6788.0214519207,0.1279021249,15769.35,,,,,2017-12-27T11:00:00+00:00,45.124243057,70,30
2017-12-26T21:00:00+00:00,8816.6808913494,6788.0214519207,0.1279021249,15861.03,,,,,2017-12-27T12:00:00+00:00,54.6091379196,70,30
2017-12-26T22:00:00+00:00,8791.6069587923,6788.0214519207,0.1279021249,15664.99,,,,,2017-12-27T13:00:00+00:00,50.9042083898,70,30
2017-12-26T23:00:00+00:00,8804.3268251094,6788.0214519207,0.1279021249,15764.44,,,,,2017-12-27T14:00:00+00:00,42.0707654301,70,30
2017-12-27T00:00:00+00:00,8792.8872590621,6788.0214519207,0.1279021249,15675,,,,,2017-12-27T15:00:00+00:00,36.9163947515,70,30
2017-12-27T01:00:00+00:00,8821.5450091577,6788.0214519207,0.1279021249,15899.06,,,,,2017-12-27T16:00:00+00:00,30.9456952679,70,30
2017-12-27T02:00:00+00:00,8802.2215561342,6788.0214519207,0.1279021249,15747.98,,,,,2017-12-27T17:00:00+00:00,34.7772613121,70,30
2017-12-27T03:00:00+00:00,8811.1171489181,6788.0214519207,0.1279021249,15817.53,,,,,2017-12-27T18:00:00+00:00,24.8712905766,70,30
2017-12-27T04:00:00+00:00,8872.8260870981,6788.0214519207,0.1279021249,16300,,,,,2017-12-27T19:00:00+00:00,22.437398368,70,30
2017-12-27T05:00:00+00:00,8875.3841295952,6788.0214519207,0.1279021249,16320,,,,,2017-12-27T20:00:00+00:00,21.7828658161,70,30
2017-12-27T06:00:00+00:00,8872.8260870981,6788.0214519207,0.1279021249,16300,,,,,2017-12-27T21:00:00+00:00,32.8762087324,70,30
2017-12-27T07:00:00+00:00,8854.919789618,6788.0214519207,0.1279021249,16160,,,,,2017-12-27T22:00:00+00:00,38.8519118409,70,30
2017-12-27T08:00:00+00:00,8831.8974071437,6788.0214519207,0.1279021249,15980,,,,,2017-12-27T23:00:00+00:00,42.5879675218,70,30
2017-12-27T09:00:00+00:00,8808.8750246693,6788.0214519207,0.1279021249,15800,,,,,2017-12-28T00:00:00+00:00,42.3196207889,70,30
2017-12-27T10:00:00+00:00,8783.3252962078,6788.0214519207,0.1279021249,15600.24,,,,,2017-12-28T01:00:00+00:00,46.1751120042,70,30
2017-12-27T11:00:00+00:00,8790.3995627337,6788.0214519207,0.1279021249,15655.55,,,,,2017-12-28T02:00:00+00:00,30.4799893309,70,30
2017-12-27T12:00:00+00:00,8816.550431182,6788.0214519207,0.1279021249,15860.01,,,,,2017-12-28T03:00:00+00:00,33.1725084635,70,30
2017-12-27T13:00:00+00:00,8809.1244338128,6788.0214519207,0.1279021249,15801.95,,,,,2017-12-28T04:00:00+00:00,38.2414177248,70,30
2017-12-27T14:00:00+00:00,8741.9822133689,6788.0214519207,0.1279021249,15277,,,,,2017-12-28T05:00:00+00:00,32.1748935797,70,30
2017-12-27T15:00:00+00:00,8744.4123537412,6788.0214519207,0.1279021249,15296,,,,,2017-12-28T06:00:00+00:00,39.7161024355,70,30
2017-12-27T16:00:00+00:00,8668.2159418785,6788.0214519207,0.1279021249,14700.26,,,,,2017-12-28T07:00:00+00:00,39.5813155563,70,30
2017-12-27T17:00:00+00:00,8697.7690068481,6788.0214519207,0.1279021249,14931.32,,,,,2017-12-28T08:00:00+00:00,39.2501942502,70,30
2017-12-27T18:00:00+00:00,8710.3891095078,6788.0214519207,0.1279021249,15029.99,,,,,2017-12-28T09:00:00+00:00,41.9290692406,70,30
2017-12-27T19:00:00+00:00,8684.1717319545,6788.0214519207,0.1279021249,14825.01,,,,,2017-12-28T10:00:00+00:00,36.6712222159,70,30
2017-12-27T20:00:00+00:00,8671.1909453027,6788.0214519207,0.1279021249,14723.52,,,,,2017-12-28T11:00:00+00:00,35.9853027236,70,30
2017-12-27T21:00:00+00:00,8671.0356457753,3394.0107259604,0.3490876214,15116.62,,,,,2017-12-28T12:00:00+00:00,36.2571227963,70,30
