"Helleroed Kaer flow (m3/s), x","Helleroed Kaer flow (m3/s), y","Helleroed Kaer vanddybde / 10 (m), x","Helleroed Kaer vanddybde / 10 (m), y"
2017-12-18 10:46:35,0.0234502682,2017-12-05 03:26:35,0.0351227
2017-12-18 10:56:35,0.0235737871,2017-12-05 03:36:35,0.03520983
2017-12-18 11:06:35,0.0239955845,2017-12-05 03:46:35,0.03536952
2017-12-18 11:16:35,0.0245420981,2017-12-05 03:56:35,0.0355186
2017-12-18 11:26:35,0.0252636202,2017-12-05 04:06:35,0.03550848
2017-12-18 11:36:35,0.0257181845,2017-12-05 04:16:35,0.0354868
2017-12-18 11:46:35,0.0260271361,2017-12-05 04:26:35,0.03545665
2017-12-18 11:56:35,0.02647634,2017-12-05 04:36:35,0.0356173
2017-12-18 12:06:35,0.0272220893,2017-12-05 04:46:35,0.03579167
2017-12-18 12:16:35,0.0268790392,2017-12-05 04:56:35,0.03603362
2017-12-18 12:26:35,0.0274123004,2017-12-05 05:06:35,0.03631039
2017-12-18 12:36:35,0.0276943739,2017-12-05 05:16:35,0.03656703
2017-12-18 12:46:35,0.0277268807,2017-12-05 05:26:35,0.03701233
2017-12-18 12:56:35,0.0275855286,2017-12-05 05:36:35,0.03710462
2017-12-18 13:06:35,0.0272929679,2017-12-05 05:46:35,0.03732945
2017-12-18 13:16:35,0.0268075468,2017-12-05 05:56:35,0.03760972
2017-12-18 13:26:35,0.0263705226,2017-12-05 06:06:35,0.0378933
2017-12-18 13:36:35,0.0265629626,2017-12-05 06:16:35,0.03806261
2017-12-18 13:46:35,0.0266301882,2017-12-05 06:26:35,0.03827004
2017-12-18 13:56:35,0.0259899781,2017-12-05 06:36:35,0.0379214
2017-12-18 14:06:35,0.0261151231,2017-12-05 06:46:35,0.03747211
2017-12-18 14:16:35,0.0256007887,2017-12-05 06:56:35,0.03752171
2017-12-18 14:26:35,0.02480099,2017-12-05 07:06:35,0.03744605
2017-12-18 14:36:35,0.0238993773,2017-12-05 07:16:35,0.03749361
2017-12-18 14:46:35,0.0228014475,2017-12-05 07:26:35,0.03761235
2017-12-18 14:56:35,0.0230367677,2017-12-05 07:36:35,0.03740472
2017-12-18 15:06:35,0.0244823156,2017-12-05 07:46:35,0.03713962
2017-12-18 15:16:35,0.0261681667,2017-12-05 07:56:35,0.03691255
2017-12-18 15:26:35,0.0275759408,2017-12-05 08:06:35,0.03651918
2017-12-18 15:36:35,0.0277789385,2017-12-05 08:16:35,0.03657782
2017-12-18 15:46:35,0.0281696583,2017-12-05 08:26:35,0.03654379
2017-12-18 15:56:35,0.0291411936,2017-12-05 08:36:35,0.03624913
2017-12-18 16:06:35,0.0297662682,2017-12-05 08:46:35,0.03625107
2017-12-18 16:16:35,0.0300917529,2017-12-05 08:56:35,0.03655769
2017-12-18 16:26:35,0.0314048679,2017-12-05 09:06:35,0.03670162
2017-12-18 16:36:35,0.0322949891,2017-12-05 09:16:35,0.03670074
2017-12-18 16:46:35,0.0331580479,2017-12-05 09:26:35,0.03645723
2017-12-18 16:56:35,0.034302046,2017-12-05 09:36:35,0.03600348
2017-12-18 17:06:35,0.0335072876,2017-12-05 09:46:35,0.03561711
2017-12-18 17:16:35,0.0329011027,2017-12-05 09:56:35,0.03525573
2017-12-18 17:26:35,0.0329605113,2017-12-05 10:06:35,0.03508322
2017-12-18 17:36:35,0.032963075,2017-12-05 10:16:35,0.03493238
2017-12-18 17:46:35,0.0323643868,2017-12-05 10:26:35,0.03490078
2017-12-18 17:56:35,0.0317740941,2017-12-05 10:36:35,0.0346773
2017-12-18 18:06:35,0.0315743034,2017-12-05 10:46:35,0.03429794
2017-12-18 18:16:35,0.0296299655,2017-12-05 10:56:35,0.03394415
2017-12-18 18:26:35,0.0283856431,2017-12-05 11:06:35,0.03373108
2017-12-18 18:36:35,0.027989666,2017-12-05 11:16:35,0.03367934
2017-12-18 18:46:35,0.0266075806,2017-12-05 11:26:35,0.0337161
2017-12-18 18:56:35,0.0269137395,2017-12-05 11:36:35,0.03366378
2017-12-18 19:06:35,0.026600552,2017-12-05 11:46:35,0.03352083
2017-12-18 19:16:35,0.0265860352,2017-12-05 11:56:35,0.03332876
2017-12-18 19:26:35,0.027596518,2017-12-05 12:06:35,0.03322996
2017-12-18 19:36:35,0.0284408903,2017-12-05 12:16:35,0.03340656
2017-12-18 19:46:35,0.0290744664,2017-12-05 12:26:35,0.03360116
2017-12-18 19:56:35,0.0290136522,2017-12-05 12:36:35,0.03378184
2017-12-18 20:06:35,0.0288325064,2017-12-05 12:46:35,0.0338504
2017-12-18 20:16:35,0.0284359036,2017-12-05 12:56:35,0.03385789
2017-12-18 20:26:35,0.0274900832,2017-12-05 13:06:35,0.03384719
2017-12-18 20:36:35,0.0260558979,2017-12-05 13:16:35,0.03382667
2017-12-18 20:46:35,0.0249264293,2017-12-05 13:26:35,0.03407106
2017-12-18 20:56:35,0.0247680055,2017-12-05 13:36:35,0.03437992
2017-12-18 21:06:35,0.0252306338,2017-12-05 13:46:35,0.03480762
2017-12-18 21:16:35,0.0258664676,2017-12-05 13:56:35,0.03499219
2017-12-18 21:26:35,0.0262448346,2017-12-05 14:06:35,0.03521032
2017-12-18 21:36:35,0.0266177449,2017-12-05 14:16:35,0.03545159
2017-12-18 21:46:35,0.0271366073,2017-12-05 14:26:35,0.03560767
2017-12-18 21:56:35,0.027564175,2017-12-05 14:36:35,0.03586811
2017-12-18 22:06:35,0.0274541104,2017-12-05 14:46:35,0.03620886
2017-12-18 22:16:35,0.0271607596,2017-12-05 14:56:35,0.03660797
2017-12-18 22:26:35,0.0272223755,2017-12-05 15:06:35,0.03731584
2017-12-18 22:36:35,0.0270138746,2017-12-05 15:16:35,0.03798442
2017-12-18 22:46:35,0.0264810503,2017-12-05 15:26:35,0.03836388
2017-12-18 22:56:35,0.0266285606,2017-12-05 15:36:35,0.03835299
2017-12-18 23:06:35,0.0264925613,2017-12-05 15:46:35,0.03823629
2017-12-18 23:16:35,0.0265090376,2017-12-05 15:56:35,0.03821159
2017-12-18 23:26:35,0.0266801051,2017-12-05 16:06:35,0.03809022
2017-12-18 23:36:35,0.0272062498,2017-12-05 16:16:35,0.03801632
2017-12-18 23:46:35,0.0270334166,2017-12-05 16:26:35,0.03799677
2017-12-18 23:56:35,0.0266069625,2017-12-05 16:36:35,0.03799414
2017-12-19 00:06:35,0.0260369708,2017-12-05 16:46:35,0.03825535
2017-12-19 00:16:35,0.0257488157,2017-12-05 16:56:35,0.03887988
2017-12-19 00:26:35,0.0257144861,2017-12-05 17:06:35,0.03943526
2017-12-19 00:36:35,0.0260799773,2017-12-05 17:16:35,0.03970153
2017-12-19 00:46:35,0.0269732798,2017-12-05 17:26:35,0.04013166
2017-12-19 00:56:35,0.0281619542,2017-12-05 17:36:35,0.04037098
2017-12-19 01:06:35,0.0295874214,2017-12-05 17:46:35,0.04077943
2017-12-19 01:16:35,0.0307452404,2017-12-05 17:56:35,0.04089126
2017-12-19 01:26:35,0.0308335041,2017-12-05 18:06:35,0.04105901
2017-12-19 01:36:35,0.0301593574,2017-12-05 18:16:35,0.04124874
2017-12-19 01:46:35,0.0292279836,2017-12-05 18:26:35,0.04124524
2017-12-19 01:56:35,0.0285702926,2017-12-05 18:36:35,0.0415366
2017-12-19 02:06:35,0.0276527056,2017-12-05 18:46:35,0.0419993
2017-12-19 02:16:35,0.0265232305,2017-12-05 18:56:35,0.0415576
2017-12-19 02:26:35,0.0259620359,2017-12-05 19:06:35,0.04147903
2017-12-19 02:36:35,0.0267030946,2017-12-05 19:16:35,0.04146901
2017-12-19 02:46:35,0.0273690661,2017-12-05 19:26:35,0.04149041
2017-12-19 02:56:35,0.0280812284,2017-12-05 19:36:35,0.04143371
2017-12-19 03:06:35,0.0281751118,2017-12-05 19:46:35,0.04170484
2017-12-19 03:16:35,0.0287973273,2017-12-05 19:56:35,0.04232295
2017-12-19 03:26:35,0.029901391,2017-12-05 20:06:35,0.0426495
2017-12-19 03:36:35,0.0312053154,2017-12-05 20:16:35,0.0425578
2017-12-19 03:46:35,0.0323308074,2017-12-05 20:26:35,0.04227578
2017-12-19 03:56:35,0.033069277,2017-12-05 20:36:35,0.04202537
2017-12-19 04:06:35,0.0333923148,2017-12-05 20:46:35,0.0419252
2017-12-19 04:16:35,0.034287098,2017-12-05 20:56:35,0.0420032
2017-12-19 04:26:35,0.0341926064,2017-12-05 21:06:35,0.04185149
2017-12-19 04:36:35,0.0335418741,2017-12-05 21:16:35,0.04145598
2017-12-19 04:46:35,0.0325275621,2017-12-05 21:26:35,0.04133889
2017-12-19 04:56:35,0.0328191894,2017-12-05 21:36:35,0.04117737
2017-12-19 05:06:35,0.0333930615,2017-12-05 21:46:35,0.04105454
2017-12-19 05:16:35,0.0344132021,2017-12-05 21:56:35,0.0407309
2017-12-19 05:26:35,0.0355141679,2017-12-05 22:06:35,0.04035095
2017-12-19 05:36:35,0.0364384459,2017-12-05 22:16:35,0.04026907
2017-12-19 05:46:35,0.0380188507,2017-12-05 22:26:35,0.04024194
2017-12-19 05:56:35,0.0385448074,2017-12-05 22:36:35,0.04000854
2017-12-19 06:06:35,0.0382106935,2017-12-05 22:46:35,0.03974879
2017-12-19 06:16:35,0.036756055,2017-12-05 22:56:35,0.03958357
2017-12-19 06:26:35,0.0355762834,2017-12-05 23:06:35,0.03933918
2017-12-19 06:36:35,0.0333616145,2017-12-05 23:16:35,0.0391832
2017-12-19 06:46:35,0.0309829833,2017-12-05 23:26:35,0.03892666
2017-12-19 06:56:35,0.0289629909,2017-12-05 23:36:35,0.03873653
2017-12-19 07:06:35,0.0271906595,2017-12-05 23:46:35,0.03855857
2017-12-19 07:16:35,0.0260643546,2017-12-05 23:56:35,0.03871125
2017-12-19 07:26:35,0.0264697892,2017-12-06 00:06:35,0.03865397
2017-12-19 07:36:35,0.0262215154,2017-12-06 00:16:35,0.03865076
2017-12-19 07:46:35,0.0259395014,2017-12-06 00:26:35,0.03875608
2017-12-19 07:56:35,0.0258237507,2017-12-06 00:36:35,0.03889145
2017-12-19 08:06:35,0.0261478396,2017-12-06 00:46:35,0.03927869
2017-12-19 08:16:35,0.0259982725,2017-12-06 00:56:35,0.03950752
2017-12-19 08:26:35,0.0266539035,2017-12-06 01:06:35,0.03998384
2017-12-19 08:36:35,0.0274163259,2017-12-06 01:16:35,0.04061858
2017-12-19 08:46:35,0.0277296434,2017-12-06 01:26:35,0.04115257
2017-12-19 08:56:35,0.0278112819,2017-12-06 01:36:35,0.04170085
2017-12-19 09:06:35,0.0280243186,2017-12-06 01:46:35,0.04245307
2017-12-19 09:16:35,0.0280063339,2017-12-06 01:56:35,0.04317562
2017-12-19 09:26:35,0.0271295117,2017-12-06 02:06:35,0.04367596
2017-12-19 09:36:35,0.0261383354,2017-12-06 02:16:35,0.04390401
2017-12-19 09:46:35,0.0252255274,2017-12-06 02:26:35,0.04425867
2017-12-19 09:56:35,0.0247998984,2017-12-06 02:36:35,0.04501088
2017-12-19 10:06:35,0.0247666562,2017-12-06 02:46:35,0.04582903
2017-12-19 10:16:35,0.0246526016,2017-12-06 02:56:35,0.04602946
2017-12-19 10:26:35,0.0245763395,2017-12-06 03:06:35,0.04642604
2017-12-19 10:36:35,0.0244863481,2017-12-06 03:16:35,0.04683681
2017-12-19 10:46:35,0.0245457015,2017-12-06 03:26:35,0.04709471
2017-12-19 10:56:35,0.0245664046,2017-12-06 03:36:35,0.04728192
2017-12-19 11:06:35,0.0244783183,2017-12-06 03:46:35,0.0474876
2017-12-19 11:16:35,0.024239371,2017-12-06 03:56:35,0.04780045
2017-12-19 11:26:35,0.0241674648,2017-12-06 04:06:35,0.04824847
2017-12-19 11:36:35,0.0240759553,2017-12-06 04:16:35,0.0486679
2017-12-19 11:46:35,0.0243394559,2017-12-06 04:26:35,0.04927745
2017-12-19 11:56:35,0.0247078245,2017-12-06 04:36:35,0.04927123
2017-12-19 12:06:35,0.0250554894,2017-12-06 04:46:35,0.04946241
2017-12-19 12:16:35,0.025175985,2017-12-06 04:56:35,0.04979792
2017-12-19 12:26:35,0.02543245,2017-12-06 05:06:35,0.05011952
2017-12-19 12:36:35,0.0255464016,2017-12-06 05:16:35,0.05040786
2017-12-19 12:46:35,0.0254753494,2017-12-06 05:26:35,0.05059098
2017-12-19 12:56:35,0.0252501157,2017-12-06 05:36:35,0.05076817
2017-12-19 13:06:35,0.025188625,2017-12-06 05:46:35,0.05054644
2017-12-19 13:16:35,0.0251327064,2017-12-06 05:56:35,0.05054002
2017-12-19 13:26:35,0.0251103359,2017-12-06 06:06:35,0.05081786
2017-12-19 13:36:35,0.0251683581,2017-12-06 06:16:35,0.05112516
2017-12-19 13:46:35,0.0250323279,2017-12-06 06:26:35,0.05120831
2017-12-19 13:56:35,0.0249308512,2017-12-06 06:36:35,0.05161617
2017-12-19 14:06:35,0.0249204959,2017-12-06 06:46:35,0.05169932
2017-12-19 14:16:35,0.0246740483,2017-12-06 06:56:35,0.05181582
2017-12-19 14:26:35,0.0243708572,2017-12-06 07:06:35,0.05192435
2017-12-19 14:36:35,0.024166763,2017-12-06 07:16:35,0.05221949
2017-12-19 14:46:35,0.0239526055,2017-12-06 07:26:35,0.0523923
2017-12-19 14:56:35,0.0233575661,2017-12-06 07:36:35,0.05242935
2017-12-19 15:06:35,0.0228124069,2017-12-06 07:46:35,0.05260197
2017-12-19 15:16:35,0.0229549166,2017-12-06 07:56:35,0.0527246
2017-12-19 15:26:35,0.0234086814,2017-12-06 08:06:35,0.05290548
2017-12-19 15:36:35,0.0239456982,2017-12-06 08:16:35,0.05280581
2017-12-19 15:46:35,0.0244172443,2017-12-06 08:26:35,0.05277293
2017-12-19 15:56:35,0.0247574054,2017-12-06 08:36:35,0.05263504
2017-12-19 16:06:35,0.0248863375,2017-12-06 08:46:35,0.05253672
2017-12-19 16:16:35,0.02494185,2017-12-06 08:56:35,0.05253847
2017-12-19 16:26:35,0.0241021326,2017-12-06 09:06:35,0.05264117
2017-12-19 16:36:35,0.0227187604,2017-12-06 09:16:35,0.05279822
2017-12-19 16:46:35,0.0215489165,2017-12-06 09:26:35,0.05296549
2017-12-19 16:56:35,0.0213062075,2017-12-06 09:36:35,0.05322737
2017-12-19 17:06:35,0.0214896996,2017-12-06 09:46:35,0.05343821
2017-12-19 17:16:35,0.0218314331,2017-12-06 09:56:35,0.05355802
2017-12-19 17:26:35,0.0221172766,2017-12-06 10:06:35,0.05371653
2017-12-19 17:36:35,0.0225735652,2017-12-06 10:16:35,0.05385939
2017-12-19 17:46:35,0.0231381798,2017-12-06 10:26:35,0.05376768
2017-12-19 17:56:35,0.0236836827,2017-12-06 10:36:35,0.05378538
2017-12-19 18:06:35,0.0234344171,2017-12-06 10:46:35,0.0537142
2017-12-19 18:16:35,0.0231725426,2017-12-06 10:56:35,0.05380512
2017-12-19 18:26:35,0.0229182939,2017-12-06 11:06:35,0.05378266
2017-12-19 18:36:35,0.0230078419,2017-12-06 11:16:35,0.05380551
2017-12-19 18:46:35,0.0230896373,2017-12-06 11:26:35,0.05381427
2017-12-19 18:56:35,0.0230925903,2017-12-06 11:36:35,0.05371439
2017-12-19 19:06:35,0.0230647479,2017-12-06 11:46:35,0.05371215
2017-12-19 19:16:35,0.0231217121,2017-12-06 11:56:35,0.05363494
2017-12-19 19:26:35,0.024232695,2017-12-06 12:06:35,0.05365595
2017-12-19 19:36:35,0.0247956004,2017-12-06 12:16:35,0.05373394
2017-12-19 19:46:35,0.0252098073,2017-12-06 12:26:35,0.05385715
2017-12-19 19:56:35,0.025440921,2017-12-06 12:36:35,0.05418138
2017-12-19 20:06:35,0.0252739413,2017-12-06 12:46:35,0.05432919
2017-12-19 20:16:35,0.024906656,2017-12-06 12:56:35,0.05435895
2017-12-19 20:26:35,0.0243850849,2017-12-06 13:06:35,0.05452184
2017-12-19 20:36:35,0.0236734876,2017-12-06 13:16:35,0.05475125
2017-12-19 20:46:35,0.0229202286,2017-12-06 13:26:35,0.0548874
2017-12-19 20:56:35,0.0223828699,2017-12-06 13:36:35,0.05506566
2017-12-19 21:06:35,0.0227099662,2017-12-06 13:46:35,0.05536158
2017-12-19 21:16:35,0.0223144069,2017-12-06 13:56:35,0.05586523
2017-12-19 21:26:35,0.0221950369,2017-12-06 14:06:35,0.05629331
2017-12-19 21:36:35,0.0221086971,2017-12-06 14:16:35,0.05675106
2017-12-19 21:46:35,0.0219352068,2017-12-06 14:26:35,0.0570217
2017-12-19 21:56:35,0.0217922145,2017-12-06 14:36:35,0.05737112
2017-12-19 22:06:35,0.0219423233,2017-12-06 14:46:35,0.05795285
2017-12-19 22:16:35,0.0219547123,2017-12-06 14:56:35,0.05834535
2017-12-19 22:26:35,0.0219324327,2017-12-06 15:06:35,0.05837958
2017-12-19 22:36:35,0.0219766054,2017-12-06 15:16:35,0.05858778
2017-12-19 22:46:35,0.0219804687,2017-12-06 15:26:35,0.05880358
2017-12-19 22:56:35,0.0219777216,2017-12-06 15:36:35,0.0589582
2017-12-19 23:06:35,0.0220671835,2017-12-06 15:46:35,0.05891638
2017-12-19 23:16:35,0.0224546563,2017-12-06 15:56:35,0.05945018
2017-12-19 23:26:35,0.0225406624,2017-12-06 16:06:35,0.05979959
2017-12-19 23:36:35,0.0224374353,2017-12-06 16:16:35,0.06009815
2017-12-19 23:46:35,0.0226317643,2017-12-06 16:26:35,0.0605132
2017-12-19 23:56:35,0.0226965149,2017-12-06 16:36:35,0.06096988
2017-12-20 00:06:35,0.0227731768,2017-12-06 16:46:35,0.06179473
2017-12-20 00:16:35,0.0229722157,2017-12-06 16:56:35,0.06215621
2017-12-20 00:26:35,0.023189456,2017-12-06 17:06:35,0.06230344
2017-12-20 00:36:35,0.0234390059,2017-12-06 17:16:35,0.06271529
2017-12-20 00:46:35,0.0235215084,2017-12-06 17:26:35,0.0630154
2017-12-20 00:56:35,0.0236166322,2017-12-06 17:36:35,0.06332046
2017-12-20 01:06:35,0.0233803654,2017-12-06 17:46:35,0.06380875
2017-12-20 01:16:35,0.0231497531,2017-12-06 17:56:35,0.06401228
2017-12-20 01:26:35,0.0229200628,2017-12-06 18:06:35,0.06404058
2017-12-20 01:36:35,0.0225723782,2017-12-06 18:16:35,0.06443988
2017-12-20 01:46:35,0.0222735807,2017-12-06 18:26:35,0.06454257
2017-12-20 01:56:35,0.0220911879,2017-12-06 18:36:35,0.06473377
2017-12-20 02:06:35,0.0218998841,2017-12-06 18:46:35,0.06495598
2017-12-20 02:16:35,0.0217116335,2017-12-06 18:56:35,0.06508308
2017-12-20 02:26:35,0.0213702491,2017-12-06 19:06:35,0.06501257
2017-12-20 02:36:35,0.0210478028,2017-12-06 19:16:35,0.06505255
2017-12-20 02:46:35,0.0209522937,2017-12-06 19:26:35,0.06496813
2017-12-20 02:56:35,0.0209531009,2017-12-06 19:36:35,0.06506276
2017-12-20 03:06:35,0.020923573,2017-12-06 19:46:35,0.06489549
2017-12-20 03:16:35,0.0209955185,2017-12-06 19:56:35,0.0647468
2017-12-20 03:26:35,0.0211265182,2017-12-06 20:06:35,0.06447363
2017-12-20 03:36:35,0.0211618226,2017-12-06 20:16:35,0.06400158
2017-12-20 03:46:35,0.0208890905,2017-12-06 20:26:35,0.06356367
2017-12-20 03:56:35,0.0208496981,2017-12-06 20:36:35,0.06321961
2017-12-20 04:06:35,0.020788314,2017-12-06 20:46:35,0.06298699
2017-12-20 04:16:35,0.020765049,2017-12-06 20:56:35,0.06272676
2017-12-20 04:26:35,0.0209002652,2017-12-06 21:06:35,0.06260559
2017-12-20 04:36:35,0.0208657638,2017-12-06 21:16:35,0.06238746
2017-12-20 04:46:35,0.020935446,2017-12-06 21:26:35,0.0622484
2017-12-20 04:56:35,0.0212703763,2017-12-06 21:36:35,0.06222963
2017-12-20 05:06:35,0.0214971115,2017-12-06 21:46:35,0.06212849
2017-12-20 05:16:35,0.0218047842,2017-12-06 21:56:35,0.06200343
2017-12-20 05:26:35,0.0215649417,2017-12-06 22:06:35,0.0617219
2017-12-20 05:36:35,0.0216304178,2017-12-06 22:16:35,0.06139815
2017-12-20 05:46:35,0.0215318838,2017-12-06 22:26:35,0.0610928
2017-12-20 05:56:35,0.0217194893,2017-12-06 22:36:35,0.06077956
2017-12-20 06:06:35,0.0219276097,2017-12-06 22:46:35,0.06051398
2017-12-20 06:16:35,0.0218962054,2017-12-06 22:56:35,0.06022291
2017-12-20 06:26:35,0.0219840245,2017-12-06 23:06:35,0.06015776
2017-12-20 06:36:35,0.021310483,2017-12-06 23:16:35,0.06008502
2017-12-20 06:46:35,0.0217990068,2017-12-06 23:26:35,0.05985065
2017-12-20 06:56:35,0.0223241774,2017-12-06 23:36:35,0.05934943
2017-12-20 07:06:35,0.0219882734,2017-12-06 23:46:35,0.05929701
2017-12-20 07:16:35,0.021956482,2017-12-06 23:56:35,0.05927776
2017-12-20 07:26:35,0.021894653,2017-12-07 00:06:35,0.05940924
2017-12-20 07:36:35,0.0222621397,2017-12-07 00:16:35,0.05939572
2017-12-20 07:46:35,0.0221840486,2017-12-07 00:26:35,0.05928826
2017-12-20 07:56:35,0.0218583201,2017-12-07 00:36:35,0.05931112
2017-12-20 08:06:35,0.0212275986,2017-12-07 00:46:35,0.05916272
2017-12-20 08:16:35,0.0202010884,2017-12-07 00:56:35,0.05935595
2017-12-20 08:26:35,0.0205323043,2017-12-07 01:06:35,0.05951543
2017-12-20 08:36:35,0.020306854,2017-12-07 01:16:35,0.05981194
2017-12-20 08:46:35,0.0197223294,2017-12-07 01:26:35,0.0596933
2017-12-20 08:56:35,0.0196249604,2017-12-07 01:36:35,0.05966315
2017-12-20 09:06:35,0.0198518483,2017-12-07 01:46:35,0.05985852
2017-12-20 09:16:35,0.0202991988,2017-12-07 01:56:35,0.06015854
2017-12-20 09:26:35,0.0202638432,2017-12-07 02:06:35,0.06057582
2017-12-20 09:36:35,0.0200775311,2017-12-07 02:16:35,0.06114483
2017-12-20 09:46:35,0.0199570726,2017-12-07 02:26:35,0.06155813
2017-12-20 09:56:35,0.0197095314,2017-12-07 02:36:35,0.06188848
2017-12-20 10:06:35,0.019416013,2017-12-07 02:46:35,0.06247032
2017-12-20 10:16:35,0.0193974496,2017-12-07 02:56:35,0.06289607
2017-12-20 10:26:35,0.0192142416,2017-12-07 03:06:35,0.06360287
2017-12-20 10:36:35,0.0188107451,2017-12-07 03:16:35,0.06413365
2017-12-20 10:46:35,0.0184967024,2017-12-07 03:26:35,0.06428837
2017-12-20 10:56:35,0.0180940543,2017-12-07 03:36:35,0.06457992
2017-12-20 11:06:35,0.0166528368,2017-12-07 03:46:35,0.06510525
2017-12-20 11:16:35,0.0171512232,2017-12-07 03:56:35,0.06555464
2017-12-20 11:26:35,0.0182027459,2017-12-07 04:06:35,0.065729
2017-12-20 11:36:35,0.0179653826,2017-12-07 04:16:35,0.0659978
2017-12-20 11:46:35,0.0189821222,2017-12-07 04:26:35,0.06635402
2017-12-20 11:56:35,0.0199883184,2017-12-07 04:36:35,0.06632951
2017-12-20 12:06:35,0.0203747336,2017-12-07 04:46:35,0.06652936
2017-12-20 12:16:35,0.0195898396,2017-12-07 04:56:35,0.06692924
2017-12-20 12:26:35,0.020135227,2017-12-07 05:06:35,0.06733301
2017-12-20 12:36:35,0.0202778073,2017-12-07 05:16:35,0.06746177
2017-12-20 12:46:35,0.019637956,2017-12-07 05:26:35,0.0672065
2017-12-20 12:56:35,0.0207756807,2017-12-07 05:36:35,0.06735032
2017-12-20 13:06:35,0.0211159386,2017-12-07 05:46:35,0.0678847
2017-12-20 13:16:35,0.0204883028,2017-12-07 05:56:35,0.06815359
2017-12-20 13:26:35,0.0207331132,2017-12-07 06:06:35,0.06815602
2017-12-20 13:36:35,0.020212643,2017-12-07 06:16:35,0.06830958
2017-12-20 13:46:35,0.0193256406,2017-12-07 06:26:35,0.06846595
2017-12-20 13:56:35,0.0184333676,2017-12-07 06:36:35,0.0682628
2017-12-20 14:06:35,0.01913173,2017-12-07 06:46:35,0.0683193
2017-12-20 14:16:35,0.0190239192,2017-12-07 06:56:35,0.06824462
2017-12-20 14:26:35,0.0186243868,2017-12-07 07:06:35,0.06805304
2017-12-20 14:36:35,0.0184621043,2017-12-07 07:16:35,0.06748598
2017-12-20 14:46:35,0.0184459738,2017-12-07 07:26:35,0.06745555
2017-12-20 14:56:35,0.0183043964,2017-12-07 07:36:35,0.06738281
2017-12-20 15:06:35,0.0181216171,2017-12-07 07:46:35,0.06715388
2017-12-20 15:16:35,0.0180905096,2017-12-07 07:56:35,0.06707988
2017-12-20 15:26:35,0.0179485731,2017-12-07 08:06:35,0.06685319
2017-12-20 15:36:35,0.0179976569,2017-12-07 08:16:35,0.06704545
2017-12-20 15:46:35,0.0179157628,2017-12-07 08:26:35,0.06745632
2017-12-20 15:56:35,0.0177207564,2017-12-07 08:36:35,0.06791115
2017-12-20 16:08:10,0.0172947619,2017-12-07 08:46:35,0.06777928
2017-12-20 16:16:35,0.0170448725,2017-12-07 08:56:35,0.06769332
2017-12-20 16:26:35,0.0155754402,2017-12-07 09:06:35,0.06777647
2017-12-20 16:36:35,0.0154501127,2017-12-07 09:16:35,0.06800247
2017-12-20 16:46:35,0.0165773192,2017-12-07 09:26:35,0.06829557
2017-12-20 16:56:35,0.0187273152,2017-12-07 09:36:35,0.06806617
2017-12-20 17:06:35,0.0213441494,2017-12-07 09:46:35,0.06741139
2017-12-20 17:16:35,0.0243241308,2017-12-07 09:56:35,0.06727982
2017-12-20 17:26:35,0.0285120856,2017-12-07 10:06:35,0.06720319
2017-12-20 17:36:35,0.0293834045,2017-12-07 10:16:35,0.0676482
2017-12-20 17:46:35,0.0297582856,2017-12-07 10:26:35,0.06768739
2017-12-20 17:56:35,0.0296032383,2017-12-07 10:36:35,0.06743016
2017-12-20 18:06:35,0.0283561375,2017-12-07 10:46:35,0.06734556
2017-12-20 18:16:35,0.0298795398,2017-12-07 10:56:35,0.06748287
2017-12-20 18:26:35,0.028667352,2017-12-07 11:06:35,0.06782927
2017-12-20 18:36:35,0.0281146611,2017-12-07 11:16:35,0.0684185
2017-12-20 18:46:35,0.0281110949,2017-12-07 11:26:35,0.06873494
2017-12-20 18:56:35,0.0302180936,2017-12-07 11:36:35,0.06909379
2017-12-20 19:06:35,0.031294723,2017-12-07 11:46:35,0.06908532
2017-12-20 19:16:35,0.0282021595,2017-12-07 11:56:35,0.0693832
2017-12-20 19:26:35,0.0263417346,2017-12-07 12:06:35,0.06941714
2017-12-20 19:36:35,0.0247367059,2017-12-07 12:16:35,0.06957283
2017-12-20 19:46:35,0.0236725589,2017-12-07 12:26:35,0.06941636
2017-12-20 19:56:35,0.0232463071,2017-12-07 12:36:35,0.06927253
2017-12-20 20:06:35,0.0204236143,2017-12-07 12:46:35,0.06944845
2017-12-20 20:16:35,0.0191677927,2017-12-07 12:56:35,0.06944281
2017-12-20 20:26:35,0.0194981407,2017-12-07 13:06:35,0.06966755
2017-12-20 20:36:35,0.0219216121,2017-12-07 13:16:35,0.06987965
2017-12-20 20:46:35,0.0223513026,2017-12-07 13:26:35,0.07021155
2017-12-20 20:56:35,0.022320586,2017-12-07 13:36:35,0.07061455
2017-12-20 21:06:35,0.0223973347,2017-12-07 13:46:35,0.07117324
2017-12-20 21:16:35,0.0221754084,2017-12-07 13:56:35,0.0719803
2017-12-20 21:26:35,0.021788497,2017-12-07 14:06:35,0.07281829
2017-12-20 21:36:35,0.0212990453,2017-12-07 14:16:35,0.07380643
2017-12-20 21:46:35,0.0205190397,2017-12-07 14:26:35,0.07514232
2017-12-20 21:56:35,0.0193460242,2017-12-07 14:36:35,0.07595318
2017-12-20 22:06:35,0.0190377222,2017-12-07 14:46:35,0.07643018
