"Kilde Trindbak flow (m3/s), x","Kilde Trindbak flow (m3/s), y","Kilde Trindbak vandstand /50 (m), x","Kilde Trindbak vandstand /50 (m), y"
2018-01-05 16:06:35,0.0070401964,2017-12-21 16:06:35,0.002949456
2018-01-05 16:16:35,0.0069884989,2017-12-21 16:16:35,0.002974954
2018-01-05 16:26:35,0.0069399453,2017-12-21 16:26:35,0.002989912
2018-01-05 16:36:35,0.0069019115,2017-12-21 16:36:35,0.002992926
2018-01-05 16:46:35,0.0069006184,2017-12-21 16:46:35,0.002997846
2018-01-05 16:56:35,0.0068795204,2017-12-21 16:56:35,0.002965132
2018-01-05 17:06:35,0.0068290635,2017-12-21 17:06:35,0.002959686
2018-01-05 17:16:35,0.0067742848,2017-12-21 17:16:35,0.002967856
2018-01-05 17:26:35,0.0067210586,2017-12-21 17:26:35,0.002979622
2018-01-05 17:36:35,0.0067082246,2017-12-21 17:36:35,0.00298149
2018-01-05 17:46:35,0.0067091506,2017-12-21 17:46:35,0.002977056
2018-01-05 17:56:35,0.0067304312,2017-12-21 17:56:35,0.002963072
2018-01-05 18:06:35,0.0067347395,2017-12-21 18:06:35,0.002962702
2018-01-05 18:16:35,0.006704095,2017-12-21 18:16:35,0.002983668
2018-01-05 18:26:35,0.006621938,2017-12-21 18:26:35,0.002956964
2018-01-05 18:36:35,0.0065765604,2017-12-21 18:36:35,0.002964432
2018-01-05 18:46:35,0.0064594927,2017-12-21 18:46:35,0.002958442
2018-01-05 18:56:35,0.0064211215,2017-12-21 18:56:35,0.002936172
2018-01-05 19:06:35,0.0063734545,2017-12-21 19:06:35,0.002934578
2018-01-05 19:16:35,0.0063325547,2017-12-21 19:16:35,0.002963246
2018-01-05 19:26:35,0.0062819749,2017-12-21 19:26:35,0.003003312
2018-01-05 19:36:35,0.0062278165,2017-12-21 19:36:35,0.00298717
2018-01-05 19:46:35,0.0061925149,2017-12-21 19:46:35,0.00298293
2018-01-05 19:56:35,0.0061622148,2017-12-21 19:56:35,0.002956848
2018-01-05 20:06:35,0.0062056283,2017-12-21 20:06:35,0.0029776
2018-01-05 20:16:35,0.0062526641,2017-12-21 20:16:35,0.002984058
2018-01-05 20:26:35,0.0062483136,2017-12-21 20:26:35,0.002988958
2018-01-05 20:36:35,0.0062203641,2017-12-21 20:36:35,0.003004772
2018-01-05 20:46:35,0.0061980392,2017-12-21 20:46:35,0.002999598
2018-01-05 20:56:35,0.00612952,2017-12-21 20:56:35,0.002964044
2018-01-05 21:16:35,0.0061013875,2017-12-21 21:06:35,0.002975538
2018-01-05 21:56:35,0.0060608666,2017-12-21 21:16:35,0.002972018
2018-01-05 22:16:35,0.0060234901,2017-12-21 21:26:35,0.00295992
2018-01-05 22:26:35,0.005968891,2017-12-21 21:36:35,0.00296208
2018-01-05 22:36:35,0.0059429898,2017-12-21 21:46:35,0.002973904
2018-01-05 22:46:35,0.0059251237,2017-12-21 21:56:35,0.002989114
2018-01-05 22:56:35,0.0058826805,2017-12-21 22:06:35,0.002970618
2018-01-05 23:06:35,0.0058453594,2017-12-21 22:16:35,0.002950682
2018-01-05 23:16:35,0.0058914837,2017-12-21 22:26:35,0.00296702
2018-01-05 23:26:35,0.0059150474,2017-12-21 22:36:35,0.002973768
2018-01-05 23:36:35,0.0059379979,2017-12-21 22:46:35,0.002986838
2018-01-05 23:46:35,0.0059446142,2017-12-21 22:56:35,0.002969722
2018-01-05 23:56:35,0.0059463207,2017-12-21 23:06:35,0.002962818
2018-01-06 00:06:35,0.0059313912,2017-12-21 23:16:35,0.002968284
2018-01-06 00:16:35,0.0059486271,2017-12-21 23:26:35,0.002971726
2018-01-06 00:26:35,0.0059786905,2017-12-21 23:36:35,0.002963538
2018-01-06 00:36:35,0.0060079071,2017-12-21 23:46:35,0.002955136
2018-01-06 00:46:35,0.0059860439,2017-12-21 23:56:35,0.002963012
2018-01-06 00:56:35,0.0059939897,2017-12-22 00:06:35,0.002942436
2018-01-06 01:06:35,0.0060066503,2017-12-22 00:16:35,0.002940392
2018-01-06 01:16:35,0.0059775399,2017-12-22 00:26:35,0.002946636
2018-01-06 01:26:35,0.0059604539,2017-12-22 00:36:35,0.002944964
2018-01-06 01:36:35,0.0060242907,2017-12-22 00:46:35,0.002934014
2018-01-06 01:46:35,0.0060056925,2017-12-22 00:56:35,0.002932438
2018-01-06 01:56:35,0.0060008956,2017-12-22 01:06:35,0.002924988
2018-01-06 02:06:35,0.0059861506,2017-12-22 01:16:35,0.002965268
2018-01-06 02:16:35,0.006030347,2017-12-22 01:26:35,0.002975032
2018-01-06 02:26:35,0.0060010686,2017-12-22 01:36:35,0.002946208
2018-01-06 02:36:35,0.0059829473,2017-12-22 01:46:35,0.00297369
2018-01-06 02:46:35,0.0059749427,2017-12-22 01:56:35,0.002962098
2018-01-06 02:56:35,0.0059767984,2017-12-22 02:06:35,0.002971298
2018-01-06 03:06:35,0.005968088,2017-12-22 02:16:35,0.00296774
2018-01-06 03:16:35,0.0059222482,2017-12-22 02:26:35,0.002979818
2018-01-06 03:26:35,0.005864757,2017-12-22 02:36:35,0.002970092
2018-01-06 03:36:35,0.0059154661,2017-12-22 02:46:35,0.002981626
2018-01-06 03:46:35,0.0059053222,2017-12-22 02:56:35,0.003000454
2018-01-06 03:56:35,0.005898391,2017-12-22 03:06:35,0.00297622
2018-01-06 04:06:35,0.0058426451,2017-12-22 03:16:35,0.002965794
2018-01-06 04:16:35,0.0058654049,2017-12-22 03:26:35,0.002991974
2018-01-06 04:26:35,0.005839913,2017-12-22 03:36:35,0.002982812
2018-01-06 04:36:35,0.0058110978,2017-12-22 03:46:35,0.002962352
2018-01-06 04:46:35,0.0058077942,2017-12-22 03:56:35,0.002959668
2018-01-06 04:56:35,0.0058004657,2017-12-22 04:06:35,0.002959804
2018-01-06 05:06:35,0.0057834924,2017-12-22 04:16:35,0.002948582
2018-01-06 05:16:35,0.0057976518,2017-12-22 04:26:35,0.0029564
2018-01-06 05:26:35,0.0058100843,2017-12-22 04:36:35,0.002972408
2018-01-06 05:36:35,0.0058623648,2017-12-22 04:46:35,0.00299351
2018-01-06 05:46:35,0.0059506288,2017-12-22 04:56:35,0.00297264
2018-01-06 05:56:35,0.0059450061,2017-12-22 05:06:35,0.003004848
2018-01-06 06:06:35,0.0059645816,2017-12-22 05:16:35,0.003023132
2018-01-06 06:16:35,0.0059459663,2017-12-22 05:26:35,0.002994346
2018-01-06 06:36:35,0.0059496079,2017-12-22 05:36:35,0.002994248
2018-01-06 07:06:35,0.0059304626,2017-12-22 05:46:35,0.002981452
2018-01-06 07:16:35,0.0059359633,2017-12-22 05:56:35,0.002970618
2018-01-06 07:26:35,0.0059353548,2017-12-22 06:06:35,0.003007746
2018-01-06 07:56:35,0.0059579345,2017-12-22 06:16:35,0.00301506
2018-01-06 08:06:35,0.0059839484,2017-12-22 06:26:35,0.003022878
2018-01-06 08:26:35,0.0059761248,2017-12-22 06:36:35,0.003017452
2018-01-06 08:36:35,0.0059714674,2017-12-22 06:46:35,0.003000278
2018-01-06 08:46:35,0.0059497324,2017-12-22 06:56:35,0.003006852
2018-01-06 08:56:35,0.0059498119,2017-12-22 07:06:35,0.003004284
2018-01-06 09:06:35,0.0059171269,2017-12-22 07:16:35,0.003006132
2018-01-06 09:16:35,0.005910462,2017-12-22 07:26:35,0.003034004
2018-01-06 09:26:35,0.0059159487,2017-12-22 07:36:35,0.002998352
2018-01-06 09:36:35,0.0058840669,2017-12-22 07:46:35,0.002991584
2018-01-06 09:46:35,0.0058954979,2017-12-22 07:56:35,0.002989192
2018-01-06 09:56:35,0.0059007355,2017-12-22 08:06:35,0.0029889
2018-01-06 10:06:35,0.0058720505,2017-12-22 08:16:35,0.003003954
2018-01-06 10:16:35,0.0058311184,2017-12-22 08:26:35,0.003010918
2018-01-06 10:26:35,0.0058092514,2017-12-22 08:36:35,0.003034606
2018-01-06 10:36:35,0.0057778133,2017-12-22 08:46:35,0.003038632
2018-01-06 10:46:35,0.0057863532,2017-12-22 08:56:35,0.003014904
2018-01-06 10:56:35,0.0057592218,2017-12-22 09:06:35,0.002972602
2018-01-06 11:06:35,0.005769801,2017-12-22 09:16:35,0.002968692
2018-01-06 11:16:35,0.0057881486,2017-12-22 09:26:35,0.00298503
2018-01-06 11:26:35,0.0057600745,2017-12-22 09:36:35,0.003018308
2018-01-06 11:36:35,0.0057482366,2017-12-22 09:46:35,0.002995162
2018-01-06 11:46:35,0.0057698133,2017-12-22 09:56:35,0.002952802
2018-01-06 11:56:35,0.0057395618,2017-12-22 10:06:35,0.00292703
2018-01-06 12:06:35,0.0056757886,2017-12-22 10:16:35,0.002933702
2018-01-06 12:16:35,0.0056174861,2017-12-22 10:26:35,0.002950604
2018-01-06 12:26:35,0.0055930472,2017-12-22 10:36:35,0.002957352
2018-01-06 12:36:35,0.0055488631,2017-12-22 10:46:35,0.002962196
2018-01-06 12:46:35,0.0055334125,2017-12-22 10:56:35,0.002948736
2018-01-06 12:56:35,0.0055073289,2017-12-22 11:06:35,0.002944342
2018-01-06 13:06:35,0.0055387025,2017-12-22 11:16:35,0.00294722
2018-01-06 13:16:35,0.0055280541,2017-12-22 11:26:35,0.002954222
2018-01-06 13:26:35,0.0055399609,2017-12-22 11:36:35,0.002953638
2018-01-06 13:36:35,0.0055398584,2017-12-22 11:46:35,0.00293199
2018-01-06 13:46:35,0.0055031851,2017-12-22 11:56:35,0.002954804
2018-01-06 13:56:35,0.0054718772,2017-12-22 12:06:35,0.002955252
2018-01-06 14:06:35,0.0054636607,2017-12-22 12:16:35,0.002939828
2018-01-06 14:16:35,0.0054180905,2017-12-22 12:26:35,0.00295284
2018-01-06 14:26:35,0.0054063001,2017-12-22 12:36:35,0.00294827
2018-01-06 14:36:35,0.0054010256,2017-12-22 12:46:35,0.00293625
2018-01-06 14:56:35,0.0053941173,2017-12-22 12:56:35,0.002921994
2018-01-06 15:06:35,0.0053560256,2017-12-22 13:06:35,0.00291892
2018-01-06 15:16:35,0.0053464275,2017-12-22 13:16:35,0.002925572
2018-01-06 15:26:35,0.0053647462,2017-12-22 13:26:35,0.00291789
2018-01-06 15:36:35,0.0053713072,2017-12-22 13:36:35,0.002933858
2018-01-06 15:46:35,0.0053885085,2017-12-22 13:46:35,0.002936212
2018-01-06 15:56:35,0.0053680989,2017-12-22 13:56:35,0.002935336
2018-01-06 16:06:35,0.0053638652,2017-12-22 14:06:35,0.002956264
2018-01-06 16:16:35,0.0053548981,2017-12-22 14:16:35,0.00297898
2018-01-06 16:26:35,0.005336317,2017-12-22 14:26:35,0.00299812
2018-01-06 16:36:35,0.005301644,2017-12-22 14:36:35,0.002990476
2018-01-06 16:46:35,0.0052689221,2017-12-22 14:46:35,0.002976588
2018-01-06 17:46:35,0.005278882,2017-12-22 14:56:35,0.002956438
2018-01-06 17:56:35,0.0053097037,2017-12-22 15:06:35,0.00297974
2018-01-06 18:26:35,0.0053496245,2017-12-22 15:16:35,0.003011696
2018-01-06 19:36:35,0.0053953866,2017-12-22 15:26:35,0.00299666
2018-01-06 19:46:35,0.005449671,2017-12-22 15:36:35,0.002991662
2018-01-06 19:56:35,0.0054955329,2017-12-22 15:46:35,0.00296239
2018-01-06 20:16:35,0.0055185991,2017-12-22 15:56:35,0.002980556
2018-01-06 20:26:35,0.0055189602,2017-12-22 16:06:35,0.002941308
2018-01-06 20:36:35,0.0055533094,2017-12-22 16:16:35,0.002982832
2018-01-06 20:56:35,0.0055910182,2017-12-22 16:26:35,0.002960582
2018-01-06 21:06:35,0.0056329588,2017-12-22 16:36:35,0.002960698
2018-01-06 21:16:35,0.0056309677,2017-12-22 16:46:35,0.002978552
2018-01-06 21:26:35,0.0056221695,2017-12-22 16:56:35,0.002926156
2018-01-06 21:56:35,0.0055734105,2017-12-22 17:06:35,0.002935764
2018-01-06 22:06:35,0.0054614759,2017-12-22 17:16:35,0.002951052
2018-01-06 22:16:35,0.0054283628,2017-12-22 17:26:35,0.00293623
2018-01-06 22:26:35,0.0054427525,2017-12-22 17:36:35,0.002931796
2018-01-07 00:06:35,0.0054714206,2017-12-22 17:46:35,0.002933994
2018-01-07 00:16:35,0.0055027236,2017-12-22 17:56:35,0.002950818
2018-01-07 00:26:35,0.0055480263,2017-12-22 18:06:35,0.002956964
2018-01-07 00:36:35,0.0055861511,2017-12-22 18:16:35,0.002938954
2018-01-07 00:46:35,0.0056355417,2017-12-22 18:26:35,0.002937786
2018-01-07 00:56:35,0.0056616135,2017-12-22 18:36:35,0.002945488
2018-01-07 01:06:35,0.005659511,2017-12-22 18:46:35,0.00292851
2018-01-07 01:26:35,0.005664997,2017-12-22 18:56:35,0.002922362
2018-01-07 01:36:35,0.0056589987,2017-12-22 19:06:35,0.002938818
2018-01-07 01:46:35,0.0057040147,2017-12-22 19:16:35,0.002935958
2018-01-07 01:56:35,0.005722424,2017-12-22 19:26:35,0.002925106
2018-01-07 02:06:35,0.0057284073,2017-12-22 19:36:35,0.00290692
2018-01-07 02:16:35,0.0057839632,2017-12-22 19:46:35,0.00289599
2018-01-07 02:26:35,0.0058040668,2017-12-22 19:56:35,0.00286699
2018-01-07 02:36:35,0.0058410742,2017-12-22 20:06:35,0.002869674
2018-01-07 02:46:35,0.0058969178,2017-12-22 20:16:35,0.002862692
2018-01-07 02:56:35,0.005944709,2017-12-22 20:26:35,0.00286172
2018-01-07 03:06:35,0.0059884517,2017-12-22 20:36:35,0.002847094
2018-01-07 03:26:35,0.0060345802,2017-12-22 20:46:35,0.002867166
2018-01-07 03:36:35,0.0060650286,2017-12-22 20:56:35,0.002861466
2018-01-07 03:56:35,0.0060757263,2017-12-22 21:06:35,0.002807902
2018-01-07 04:06:35,0.0060942205,2017-12-22 21:16:35,0.002791818
2018-01-07 04:36:35,0.0061081892,2017-12-22 21:26:35,0.00279386
2018-01-07 05:06:35,0.0061632752,2017-12-22 21:36:35,0.002788258
2018-01-07 05:16:35,0.0062337003,2017-12-22 21:46:35,0.002815974
2018-01-07 05:26:35,0.0062706671,2017-12-22 21:56:35,0.00280553
2018-01-07 05:36:35,0.0062977678,2017-12-22 22:06:35,0.002825718
2018-01-07 05:46:35,0.0063257393,2017-12-22 22:16:35,0.002825154
2018-01-07 05:56:35,0.0063473471,2017-12-22 22:26:35,0.002839332
2018-01-07 06:06:35,0.0063619602,2017-12-22 22:36:35,0.00285106
2018-01-07 06:16:35,0.0063762943,2017-12-22 22:46:35,0.002862924
2018-01-07 06:26:35,0.0064129138,2017-12-22 22:56:35,0.002839896
2018-01-07 06:36:35,0.0064393034,2017-12-22 23:06:35,0.002824628
2018-01-07 06:46:35,0.0064604021,2017-12-22 23:16:35,0.002850886
2018-01-07 06:56:35,0.0064972258,2017-12-22 23:26:35,0.002858082
2018-01-07 07:06:35,0.0065163156,2017-12-22 23:36:35,0.002840266
2018-01-07 07:16:35,0.00652097,2017-12-22 23:46:35,0.002836492
2018-01-07 07:26:35,0.0065202345,2017-12-22 23:56:35,0.002875626
2018-01-07 07:36:35,0.0065525879,2017-12-23 00:06:35,0.00284721
2018-01-07 07:46:35,0.0065716542,2017-12-23 00:16:35,0.00283342
2018-01-07 07:56:35,0.0065887442,2017-12-23 00:26:35,0.002860416
2018-01-07 08:06:35,0.0066171413,2017-12-23 00:36:35,0.002848416
2018-01-07 08:16:35,0.0066304439,2017-12-23 00:46:35,0.002854892
2018-01-07 08:36:35,0.0066555026,2017-12-23 00:56:35,0.002843008
2018-01-07 08:46:35,0.0066482771,2017-12-23 01:06:35,0.002849272
2018-01-07 08:56:35,0.0066619558,2017-12-23 01:16:35,0.002835754
2018-01-07 09:06:35,0.0066642626,2017-12-23 01:26:35,0.002858198
2018-01-07 09:16:35,0.0066472027,2017-12-23 01:36:35,0.002839896
2018-01-07 09:26:35,0.0066644505,2017-12-23 01:46:35,0.002850264
2018-01-07 09:36:35,0.0067040928,2017-12-23 01:56:35,0.002871852
2018-01-07 09:46:35,0.0066682296,2017-12-23 02:06:35,0.002878466
2018-01-07 09:56:35,0.006729468,2017-12-23 02:16:35,0.002869246
2018-01-07 10:06:35,0.0067834287,2017-12-23 02:26:35,0.002842502
2018-01-07 10:36:35,0.0068055914,2017-12-23 02:36:35,0.002835696
2018-01-07 10:46:35,0.0068698878,2017-12-23 02:46:35,0.002816732
2018-01-07 10:56:35,0.0068622193,2017-12-23 02:56:35,0.002825952
2018-01-07 11:06:35,0.0069137007,2017-12-23 03:06:35,0.00284437
2018-01-07 11:16:35,0.0069741795,2017-12-23 03:16:35,0.002883756
2018-01-07 11:26:35,0.0070022213,2017-12-23 03:26:35,0.00287621
2018-01-07 11:36:35,0.007060822,2017-12-23 03:36:35,0.0028815
2018-01-07 11:46:35,0.0070891121,2017-12-23 03:46:35,0.0028398
2018-01-07 11:56:35,0.0071631658,2017-12-23 03:56:35,0.002877416
2018-01-07 12:06:35,0.00720198,2017-12-23 04:06:35,0.002910362
2018-01-07 12:16:35,0.0072550408,2017-12-23 04:16:35,0.002915944
2018-01-07 12:26:35,0.0073153455,2017-12-23 04:26:35,0.002907542
2018-01-07 12:36:35,0.007335998,2017-12-23 04:36:35,0.002862302
2018-01-07 12:46:35,0.0073647966,2017-12-23 04:46:35,0.002840344
2018-01-07 13:16:35,0.0074222412,2017-12-23 04:56:35,0.00286808
2018-01-07 13:26:35,0.0074848539,2017-12-23 05:06:35,0.00288216
2018-01-07 13:36:35,0.0075721856,2017-12-23 05:16:35,0.002888288
2018-01-07 13:56:35,0.0076311182,2017-12-23 05:26:35,0.002924074
2018-01-07 14:16:35,0.0076791983,2017-12-23 05:36:35,0.002934072
2018-01-07 14:26:35,0.007709474,2017-12-23 05:46:35,0.002957062
2018-01-07 14:36:35,0.0077354463,2017-12-23 05:56:35,0.002974352
2018-01-07 14:46:35,0.0077843159,2017-12-23 06:06:35,0.00294932
2018-01-07 14:56:35,0.0078410556,2017-12-23 06:16:35,0.002932244
2018-01-07 15:06:35,0.0078912898,2017-12-23 06:26:35,0.002926622
2018-01-07 15:16:35,0.0079348429,2017-12-23 06:36:35,0.002920944
2018-01-07 15:26:35,0.0079943477,2017-12-23 06:46:35,0.002932224
2018-01-07 15:36:35,0.0080412476,2017-12-23 06:56:35,0.002942182
2018-01-07 15:46:35,0.0080882385,2017-12-23 07:06:35,0.002945838
2018-01-07 15:56:35,0.0081149442,2017-12-23 07:16:35,0.002928062
2018-01-07 16:06:35,0.0081382262,2017-12-23 07:26:35,0.002893578
2018-01-07 16:16:35,0.0081353081,2017-12-23 07:36:35,0.002894336
2018-01-07 16:26:35,0.0081276654,2017-12-23 07:46:35,0.002928178
2018-01-07 16:36:35,0.0081432692,2017-12-23 07:56:35,0.002924152
2018-01-07 16:46:35,0.0081425126,2017-12-23 08:06:35,0.00290836
2018-01-07 16:56:35,0.0081989653,2017-12-23 08:16:35,0.002921176
2018-01-07 17:06:35,0.0082295981,2017-12-23 08:26:35,0.002951052
2018-01-07 17:16:35,0.0082648279,2017-12-23 08:36:35,0.002964782
2018-01-07 17:26:35,0.0082601988,2017-12-23 08:46:35,0.002966864
2018-01-07 17:36:35,0.0082519251,2017-12-23 08:56:35,0.002937008
2018-01-07 17:46:35,0.0082859605,2017-12-23 09:06:35,0.002924756
2018-01-07 17:56:35,0.0083272891,2017-12-23 09:16:35,0.002945392
2018-01-07 18:06:35,0.0083612928,2017-12-23 09:26:35,0.002904762
2018-01-07 18:16:35,0.0083983992,2017-12-23 09:36:35,0.002928528
2018-01-07 18:26:35,0.0084367016,2017-12-23 09:46:35,0.002912308
2018-01-07 18:36:35,0.0084698492,2017-12-23 09:56:35,0.00290834
2018-01-07 18:46:35,0.0084770719,2017-12-23 10:06:35,0.002886886
2018-01-07 18:56:35,0.0084913261,2017-12-23 10:16:35,0.002879808
2018-01-07 19:06:35,0.0085272885,2017-12-23 10:26:35,0.002879554
2018-01-07 19:16:35,0.0085460456,2017-12-23 10:36:35,0.002900034
2018-01-07 19:26:35,0.0085451575,2017-12-23 10:46:35,0.002922246
2018-01-07 19:36:35,0.00852989,2017-12-23 10:56:35,0.002908652
2018-01-07 19:46:35,0.0085457901,2017-12-23 11:06:35,0.00289311
2018-01-07 19:56:35,0.0085714608,2017-12-23 11:16:35,0.002916878
2018-01-07 20:06:35,0.0086091294,2017-12-23 11:26:35,0.002933664
2018-01-07 20:26:35,0.0086543528,2017-12-23 11:36:35,0.002968944
2018-01-07 20:36:35,0.008693536,2017-12-23 11:46:35,0.002944438
2018-01-07 20:46:35,0.0086944868,2017-12-23 11:56:35,0.002916354
2018-01-07 20:56:35,0.0087154777,2017-12-23 12:06:35,0.002932126
2018-01-07 21:06:35,0.0087651191,2017-12-23 12:16:35,0.002930376
2018-01-07 21:16:35,0.008782579,2017-12-23 12:26:35,0.00289311
2018-01-07 21:26:35,0.0088246463,2017-12-23 12:36:35,0.002874012
2018-01-07 21:36:35,0.0088598113,2017-12-23 12:46:35,0.00285777
2018-01-07 21:46:35,0.0088933896,2017-12-23 12:56:35,0.002855962
2018-01-07 21:56:35,0.008915475,2017-12-23 13:06:35,0.0028871
2018-01-07 22:06:35,0.0089472378,2017-12-23 13:16:35,0.002903944
2018-01-07 22:16:35,0.0090017252,2017-12-23 13:26:35,0.002903906
2018-01-07 22:26:35,0.0090369381,2017-12-23 13:36:35,0.002909876
2018-01-07 22:36:35,0.0090685196,2017-12-23 13:46:35,0.002904702
2018-01-07 22:46:35,0.0090896801,2017-12-23 13:56:35,0.00289704
2018-01-07 22:56:35,0.0090906626,2017-12-23 14:06:35,0.002915964
2018-01-07 23:06:35,0.0090988003,2017-12-23 14:16:35,0.002912386
2018-01-07 23:16:35,0.0091082745,2017-12-23 14:26:35,0.002903886
2018-01-07 23:26:35,0.0091125841,2017-12-23 14:36:35,0.002904548
2018-01-07 23:36:35,0.0091450477,2017-12-23 14:46:35,0.002904314
2018-01-07 23:46:35,0.0091508864,2017-12-23 14:56:35,0.00290233
2018-01-07 23:56:35,0.0091572995,2017-12-23 15:06:35,0.002905966
2018-01-08 00:06:35,0.0091465773,2017-12-23 15:16:35,0.002912328
2018-01-08 00:16:35,0.0091117124,2017-12-23 15:26:35,0.002925534
2018-01-08 00:26:35,0.0091236155,2017-12-23 15:36:35,0.002924074
2018-01-08 00:36:35,0.0091436662,2017-12-23 15:46:35,0.002943232
2018-01-08 00:46:35,0.0091428875,2017-12-23 15:56:35,0.002956672
2018-01-08 00:56:35,0.0091143202,2017-12-23 16:06:35,0.002936406
2018-01-08 01:06:35,0.009101062,2017-12-23 16:16:35,0.00294158
2018-01-08 01:26:35,0.009089628,2017-12-23 16:26:35,0.002940218
2018-01-08 01:36:35,0.0090657038,2017-12-23 16:36:35,0.002938448
2018-01-08 01:46:35,0.0090825079,2017-12-23 16:46:35,0.002962682
2018-01-08 01:56:35,0.0090781014,2017-12-23 16:56:35,0.002954104
2018-01-08 02:16:35,0.0090579555,2017-12-23 17:06:35,0.002934596
2018-01-08 02:26:35,0.0090417572,2017-12-23 17:16:35,0.002938604
2018-01-08 02:36:35,0.0090303547,2017-12-23 17:26:35,0.002957158
2018-01-08 02:46:35,0.0090104121,2017-12-23 17:36:35,0.002937554
2018-01-08 02:56:35,0.0089848161,2017-12-23 17:46:35,0.002938662
2018-01-08 03:06:35,0.0089477139,2017-12-23 17:56:35,0.002932458
2018-01-08 03:16:35,0.0089470237,2017-12-23 18:06:35,0.002966942
2018-01-08 03:26:35,0.008901255,2017-12-23 18:16:35,0.002932672
2018-01-08 03:36:35,0.0088498799,2017-12-23 18:26:35,0.002901902
2018-01-08 03:46:35,0.0088673645,2017-12-23 18:36:35,0.002892624
2018-01-08 03:56:35,0.0088932943,2017-12-23 18:46:35,0.002895056
2018-01-08 04:06:35,0.0088829947,2017-12-23 18:56:35,0.002882278
2018-01-08 04:16:35,0.0088428122,2017-12-23 19:06:35,0.002901358
2018-01-08 04:26:35,0.0088737113,2017-12-23 19:16:35,0.002902914
2018-01-08 04:36:35,0.0088828767,2017-12-23 19:26:35,0.002939614
2018-01-08 04:46:35,0.0088988995,2017-12-23 19:36:35,0.00294508
2018-01-08 04:56:35,0.008894553,2017-12-23 19:46:35,0.002934694
2018-01-08 05:06:35,0.0088652351,2017-12-23 19:56:35,0.002957548
2018-01-08 05:16:35,0.0088484044,2017-12-23 20:06:35,0.002964822
2018-01-08 05:26:35,0.0088076377,2017-12-23 20:16:35,0.00297369
2018-01-08 05:36:35,0.0088296956,2017-12-23 20:26:35,0.002976142
2018-01-08 05:46:35,0.0088495774,2017-12-23 20:36:35,0.002980674
2018-01-08 05:56:35,0.0088632319,2017-12-23 20:46:35,0.002965618
2018-01-08 06:06:35,0.0089373336,2017-12-23 20:56:35,0.00298079
2018-01-08 06:16:35,0.0089485134,2017-12-23 21:06:35,0.002997692
2018-01-08 06:26:35,0.0089601716,2017-12-23 21:16:35,0.002984874
2018-01-08 06:36:35,0.008970416,2017-12-23 21:26:35,0.002976802
2018-01-08 06:46:35,0.0089774548,2017-12-23 21:36:35,0.003003604
2018-01-08 06:56:35,0.0089873522,2017-12-23 21:46:35,0.003024706
2018-01-08 07:06:35,0.0090008198,2017-12-23 21:56:35,0.003022276
2018-01-08 07:16:35,0.0090147062,2017-12-23 22:06:35,0.0030405
2018-01-08 07:26:35,0.0089788233,2017-12-23 22:16:35,0.003073894
2018-01-08 07:36:35,0.0089504492,2017-12-23 22:26:35,0.003053454
2018-01-08 07:46:35,0.0089484911,2017-12-23 22:36:35,0.003066504
2018-01-08 07:56:35,0.0089569961,2017-12-23 22:46:35,0.003087704
2018-01-08 08:06:35,0.0089267578,2017-12-23 22:56:35,0.003076016
2018-01-08 08:16:35,0.0089325751,2017-12-23 23:06:35,0.003035948
2018-01-08 08:26:35,0.008928569,2017-12-23 23:16:35,0.003056916
2018-01-08 08:36:35,0.0089079649,2017-12-23 23:26:35,0.00307724
2018-01-08 08:46:35,0.0088962243,2017-12-23 23:36:35,0.003085292
2018-01-08 08:56:35,0.0088883781,2017-12-23 23:46:35,0.00306522
2018-01-08 09:06:35,0.0088792051,2017-12-23 23:56:35,0.003048066
2018-01-08 09:16:35,0.0088759014,2017-12-24 00:06:35,0.00307689
2018-01-08 09:26:35,0.0088688361,2017-12-24 00:16:35,0.003111666
2018-01-08 09:36:35,0.0088687911,2017-12-24 00:26:35,0.003123102
2018-01-08 09:46:35,0.0088663304,2017-12-24 00:36:35,0.00313166
2018-01-08 09:56:35,0.0088595352,2017-12-24 00:46:35,0.00308648
2018-01-08 10:06:35,0.0088482383,2017-12-24 00:56:35,0.003061894
2018-01-08 10:16:35,0.0088461225,2017-12-24 01:06:35,0.00304301
2018-01-08 10:26:35,0.0088532084,2017-12-24 01:16:35,0.003102214
2018-01-08 10:36:35,0.0088380454,2017-12-24 01:26:35,0.003104042
2018-01-08 10:46:35,0.008799646,2017-12-24 01:36:35,0.003109508
2018-01-08 10:56:35,0.0087719363,2017-12-24 01:46:35,0.003076074
2018-01-08 11:06:35,0.0087272769,2017-12-24 01:56:35,0.003034432
2018-01-08 11:16:35,0.0087321322,2017-12-24 02:06:35,0.003035112
2018-01-08 11:26:35,0.0086893635,2017-12-24 02:16:35,0.003037972
2018-01-08 11:36:35,0.0086799915,2017-12-24 02:26:35,0.003041628
2018-01-08 11:46:35,0.0086681057,2017-12-24 02:36:35,0.003025018
2018-01-08 11:56:35,0.0086453962,2017-12-24 02:46:35,0.003002982
2018-01-08 12:06:35,0.0086127213,2017-12-24 02:56:35,0.003028734
2018-01-08 12:16:35,0.0086086679,2017-12-24 03:06:35,0.003024902
2018-01-08 12:26:35,0.0085765919,2017-12-24 03:16:35,0.003025912
2018-01-08 12:46:35,0.0085689688,2017-12-24 03:26:35,0.003027022
