"Trace 0, x","Trace 0, y","Trace 1, x","Trace 1, y",text
,,-0.0321600921,-0.030771051,マリー・アメリー・ド・ブルボン
-0.0237863983,0.3681500283,0.2126486075,-0.5316366342,ブルボン家
-0.1612282519,0.3034225779,-0.0154011245,-0.1203847952,マリー・ルイーズ・ドルレアン
,,-0.0067449195,-0.0461375692,マリー＝イザベル・ドルレアン
-0.5503736538,0.4276647557,0.0256170791,-0.1341352043,ブラガンサ王朝
0.0221200432,-0.1275326786,-0.0426293583,-0.0530926933,マリー・ルイーズ・エリザベート・ドルレアン
,,0.0082442708,-0.0392591361,ルイス・マリア・デ・オルレアンス・エ・ブラガンサ
0.1068607518,0.178418707,0.002309395,-0.0576592125,ルイーズ・ディアーヌ・ドルレアン
0.0985936331,0.1617787887,0.1281336622,-0.4008256869,スペイン・ブルボン朝
,,-0.02258564,-0.0426662301,ペドロ・カルルシュ・デ・オルレアンス・イ・ブラガンサ
0.0083403349,-0.0190808823,0.003053331,-0.1049922705,ルイ・ジャン・マリー・ド・ブルボン
0.0111712061,-0.1074075834,0.0110478017,-0.060728854,アウグスト・フォン・ザクセン＝コーブルク＝ゴータ
,,0.0066780659,-0.0773079595,ルイーズ＝マリー・ドルレアン
-0.223546413,-0.4790860282,0.0168659758,-0.0949951106,フリースペース
0.0083403349,-0.0190808823,0.0976189482,-0.0850250064,フリースクール
,,-0.045758782,-0.0965655392,自傷行為
-0.3403579968,0.3472705785,-0.8849384329,-0.2689088978,ホ短調
-0.1612282519,0.3034225779,-0.0995956613,0.0325133198,デカメロン伝説
,,-0.0026004314,-0.0345423831,ブルージーンズメモリー
-0.3919851295,0.1298861683,-0.0626420659,-0.006876172,久保田治
0.0083403349,-0.0190808823,-0.1391372347,0.0056645927,気づいたら片想い
,,-0.0710062013,0.0116736523,ヒロインになろうか!
0.8362545442,-0.0940052835,0.2869567386,0.0960364253,堀江美都子
0.0083403349,-0.0190808823,-0.2207245858,-0.251701834,シャルル＝ヴァランタン・アルカン
,,0.023037112,0.1162234851,クリスタルキング
-0.6985520814,-0.1724907046,-0.8178123586,-0.394489753,ト短調
-0.1514797685,0.14573513,-0.0891495511,0.025468128,硝子の少年
,,-0.0390135717,-0.0185303628,イケナイ太陽
-0.5557032149,0.1617651861,-0.1797273123,-0.13207323,SALLY
-0.1514797685,0.14573513,-0.2269585727,-0.0605048945,放課後ティータイム
,,0.0026709216,0.0467334335,ヤマトナデシコ七変化
-0.1932514863,-0.0602938985,-0.0306423124,-0.0103574143,さそり座の女
-0.1514797685,0.14573513,0.092479903,-0.1153171826,ハリー・ポッター
,,-0.0493342729,0.0473350606,お久しぶりね
0.0083403349,-0.0190808823,-0.082902404,-0.0529585766,泉陸奥彦
-0.0793220229,0.0259512128,-0.0506220457,-0.0182852259,ミッドナイト・シャッフル
,,-0.075985876,-0.008064806,今夜月の見える丘に
0.2229395349,-0.0036103891,0.2881913068,0.0870360939,中森明菜
0.0083403349,-0.0190808823,-0.0944809635,0.0436185812,サマーナイトタウン
,,-0.1092698342,-0.0656002507,Traveling
0.0948616874,-0.4724084028,-0.0492648869,0.0166497473,Singing!
0.0083403349,-0.0190808823,-0.0770249202,-0.0057492852,もんた&ブラザーズ
,,-0.0385165191,0.0289198583,大阪LOVER
-0.4540484269,-0.4478100717,-0.066010492,0.0355644357,℃-ute
-0.1514797685,0.14573513,0.1070468595,0.0706795862,長山洋子
,,0.1307925138,0.072590659,竹内まりや
-0.0004946464,-0.1422880574,-0.0100216554,0.025244438,告白の噴水広場
0.0221200432,-0.1275326786,-0.1038768617,-0.0726773481,風は吹いている
,,-0.0754140745,-0.0539992856,黒澤吉徳
0.0221200432,-0.1275326786,0.0466685099,-0.0512453654,太田貴子
0.0561287405,-0.3454312794,0.0295061664,-0.0145678297,ドナ・サマー
,,-0.0384015133,-0.0398508684,カサブランカ・ダンディ
0.0274670685,0.077555031,-0.1109006275,-0.0572421114,哀しくてジェラシー
0.0083403349,-0.0190808823,0.2634459733,0.047912692,牧瀬里穂
,,-0.0655847144,-0.0146638794,雨のプラネタリウム
0.3435753267,0.7709829124,0.1135969308,-0.0213268047,禁じられた遊び
-0.1514797685,0.14573513,-0.0628660597,-0.0181258762,右足エビデンス
,,0.2187526972,0.3113148575,アンジュルム
-0.3378133116,0.4820813325,-0.0643217315,-0.0139757815,エアーマンが倒せない
-0.1612282519,0.3034225779,-0.0951563438,-0.0916009669,ぐるぐるカーテン
,,-0.1099645965,-0.1807137941,転調
-0.7074473988,0.445781818,-0.1093212295,0.0244627782,運命の力
0.0985936331,0.1617787887,-0.0298724895,-0.0478420802,メタル・マスター
,,0.2429770824,0.1076523645,子門真人
-0.0253136466,0.1822802257,0.213239651,0.0558401879,篠原涼子
-0.1612282519,0.3034225779,-0.0394295694,-0.0616665666,アンダルシアに憧れて
,,-0.038937357,-0.1055553414,今夜はビート・イット
0.0083403349,-0.0190808823,0.2285219195,0.0247504878,原田知世
-0.1194165545,0.1039895022,-0.0540553153,-0.0244950226,ココロオドル
,,-0.1959839841,-0.0776449725,ヤン・ディスマス・ゼレンカ
0.0881283606,-0.2471746774,0.1815337103,0.1468409255,藤谷美和子
0.0221200432,-0.1275326786,-0.8248228196,0.2642399639,ト長調
,,0.2107702629,0.8299368496,オフコース
0.0167840255,-0.2605846646,-0.0828821182,-0.0093448943,フランキー・ゴーズ・トゥ・ハリウッド
0.0221200432,-0.1275326786,-0.0974505617,-0.2587256241,ニコライ・リムスキー＝コルサコフ
,,-0.9495277959,-0.0169554801,ニ長調
0.2077816187,0.1750013716,-0.0003952952,-0.0685387512,ス・ト・リ・ッ・パ・ー
0.0985936331,0.1617787887,0.1211711855,-0.0133932656,大合奏!バンドブラザーズ
,,-0.0377087795,0.1179808642,ちぎれた愛
0.6761007424,-0.0291347084,-0.0839859231,-0.0402431313,雨のハイウェイ
0.0083403349,-0.0190808823,0.6499512582,-0.0013397488,ぷよぷよ
,,-0.039599095,-0.1685257387,人差し指
-0.0095240141,-0.1527776669,-0.1245998534,0.0059234264,里見浩太郎
0.0083403349,-0.0190808823,-0.1459718405,-0.2029441465,アラム・ハチャトゥリアン
,,0.0935222053,-0.0063053698,五輪真弓
0.0083403349,-0.0190808823,-0.0359540266,0.0310601775,わたし
-0.0812390614,-0.1394672363,-0.2479509053,-0.0727496525,ヨハン・マッテゾン
,,-0.0074971882,-0.0083097893,-MOTTO-
-0.4346698713,0.464866105,0.0022513272,-0.0596731202,夜桜お七
-0.1514797685,0.14573513,0.1859841115,0.004349916,キル・ビル
,,-0.1357566081,-0.0811240176,杉山清貴&オメガトライブ
0.6152022628,0.4586278697,-0.0639437966,0.0154700394,次の角を曲がれ
0.0985936331,0.1617787887,-0.0602420083,-0.01323986,リーヴ・ミー・アローン
,,-0.151342084,0.0323702859,Buono!
-0.0254491073,-0.2782457372,-0.0754929575,-0.010433579,こわれもの
0.0221200432,-0.1275326786,-0.0608350963,-0.1755771885,ジャン・シベリウス
,,-0.0106651681,0.0301113294,乙女の逆襲
0.1580524591,-0.5379938816,-0.6213286302,-0.5359656218,嬰ヘ短調
0.0221200432,-0.1275326786,0.1529650365,0.0356329983,尾藤イサオ
,,-0.0740159825,0.0405325101,いつかのメリークリスマス
-0.2211656517,0.2502749212,-0.8642728534,-0.3099331021,ハ短調
-0.1514797685,0.14573513,-0.7594971274,0.5466940205,ニ短調
,,-0.0532325802,-0.0654552527,エリナー・リグビー
0.02258297,-0.4896187105,-0.0129384175,-0.0943361427,エヴァネッセンス
0.0083403349,-0.0190808823,0.0667287728,0.0275377101,与作
,,-0.6409240015,-0.5879508696,変ホ短調
0.3895442197,-0.5814261432,-0.0540255333,-0.0361750357,曇りのち、快晴
0.0083403349,-0.0190808823,-0.0841553666,-0.0631486661,森田公一とトップギャラン
,,-0.0944795752,-0.0049631246,流星ボーイ
0.3964861939,0.0359653925,-0.0586054928,-0.0454938438,終止
-0.1612282519,0.3034225779,-0.0466314513,-0.088370054,ショッキング・ブルー
,,-0.0950574678,-0.2222551411,オリビア・ニュートン＝ジョン
0.2698941739,0.128605226,-0.0669317473,0.0113096464,桜高軽音部
0.0083403349,-0.0190808823,-0.0008020498,0.0386876331,風の向こうへ
,,-0.1176540112,-0.0629113509,けいおん!!
0.0221200432,-0.1275326786,-0.015177179,0.0087030213,青春時代
0.2205267337,-0.4623193225,-0.8859996419,0.1247502932,ホ長調
,,0.1900908757,0.0432197507,荻野目洋子
0.0573844291,-0.305770487,-0.9187611343,-0.14782212,ヘ短調
-0.1514797685,0.14573513,-0.0879856332,-0.0791354563,シェリル・リン
,,-0.0598564029,-0.0228455563,高橋ひろ
0.055397054,0.14412765,-0.3097079504,-0.5118356322,BUCK-TICK
-0.1514797685,0.14573513,-0.1977622297,-0.1306270894,マルカントワーヌ・シャルパンティエ
,,0.008666616,0.0663259183,シングル・アゲイン
-0.7979141474,0.0284927238,-0.2670807697,-0.3887299319,ドミートリイ・ショスタコーヴィチ
-0.1514797685,0.14573513,-0.0745349205,-0.0610601284,ガラスのメモリーズ
,,-0.0606233654,-0.0129747493,ユー・ロック・マイ・ワールド
0.2492224198,0.0059522552,-0.044962121,-0.3137437647,くるみ割り人形
0.0221200432,-0.1275326786,0.0105470018,-0.00330908,酒よ
,,-0.1679719852,-0.4207038654,フランツ・ヨーゼフ・ハイドン
0.213796255,-0.1023637246,-0.1380439293,-0.0095598583,美しい稲妻
0.0221200432,-0.1275326786,-0.0925801163,0.058974159,ROCKエロティック
,,0.0085554152,0.0175514116,ピンクパンサー
-0.054830025,-0.2546901048,-0.0100102268,-0.0003973366,およげ!たいやきくん
-0.1612282519,0.3034225779,-0.0931956524,-0.1348605978,ギザギザハートの子守唄
,,-0.0596931262,-0.0108604537,藤田奈那
0.1790365696,-0.0038756563,-0.0320676578,0.0235532166,なんちゃって恋愛
0.0221200432,-0.1275326786,-0.119146307,0.0103371797,プッチモニ
,,-0.0612728561,0.0030424215,モンキーパズル
0.0221200432,-0.1275326786,-0.0568321537,-0.0040189952,花葬
0.0091936913,-0.1779834754,-0.0603825587,0.0008568392,夜の踊り子
,,-0.1240245257,0.0556068598,大内義昭
0.0985936331,0.1617787887,-0.1220821487,-0.012841562,ヤッタルチャン
-0.1017630286,0.2053505621,-0.048169442,0.0833650771,木蘭の涙
,,-0.5764640075,-0.5033809283,嬰ハ短調
-0.4560500754,-2.26891e-05,-0.1134326134,0.0229212893,岩河三郎
0.0985936331,0.1617787887,-0.0476289841,0.0079131183,愛をとりもどせ!!
,,-0.1557504467,0.1055094622,じょいふる
-0.3727510545,0.3808125851,-0.0177911829,-0.044834283,バナナラマ
-0.1612282519,0.3034225779,0.036854549,0.0087427837,ファイナルファンタジーII
,,-0.0703669311,-0.2119304145,フェリックス・メンデルスゾーン
-0.0613811687,-0.0671680448,-0.0677798806,-0.0156359062,SHOCK!
-0.1514797685,0.14573513,-0.1390124969,0.1650376744,親不知
,,0.0106261368,-0.1573412347,アンスラックス
-0.2209647062,0.9017341644,0.1218995092,0.0775123594,黄桜
0.0985936331,0.1617787887,-0.0494001285,-0.0069288558,フランキー・レイン
,,-0.0770329754,-0.0106929897,銀の龍の背に乗って
-0.390281101,0.1947243407,-0.0288993844,-0.0656415937,ヒロシ&キーボー
-0.1612282519,0.3034225779,0.0217977181,0.0045042638,サカナクション
,,-0.0050588757,-0.0194652566,太陽がまた輝くとき
0.4136407444,-0.6780451058,-0.0607913594,0.0124196124,DIVE
0.0083403349,-0.0190808823,-0.0052483561,0.0289781634,VIENNA
,,-0.5987871181,0.0037528065,石川源氏
0.0662583102,-0.6376627842,-0.8111475445,-0.0020477724,平賀氏
0.0221200432,-0.1275326786,-0.2133843873,-0.0140614349,源義基
,,-0.2455960371,-0.0049429101,源義時
0.0985936331,0.1617787887,-0.2184678847,-0.0086686165,源義資
-0.0226433002,0.2399907917,-0.1775628788,-0.0221530886,源義兼
,,-0.8001253098,0.0503470971,石川氏
0.0221200432,-0.1275326786,-0.3860199638,0.0642167684,源義家
0.0998574627,0.0054702908,-0.0555278745,0.0020164342,源忠頼
,,0.3545067611,-0.5448697865,いずも型護衛艦
-0.5382694436,0.4565479914,0.0586475076,-0.0872427909,出雲型装甲巡洋艦
0.0985936331,0.1617787887,0.1687029486,-0.3463416836,正規空母
,,0.0259973998,-0.1726387973,退役
-0.0534169884,-0.3098278181,0.2226770638,-0.514407498,自衛艦
0.0083403349,-0.0190808823,0.0695345722,-0.1495515093,自衛艦隊
,,0.1351397525,-0.0613999981,オープンアーキテクチャ
0.0083403349,-0.0190808823,0.4692495164,-0.6781272193,ひゅうが型護衛艦
0.0085994838,-0.0292838369,0.0229418715,-0.1051853612,マルチハザード
,,0.1137691331,-0.3120317697,航続距離
-0.6803505283,0.4096062191,0.1361995451,-0.2363901688,海上自衛隊の航空母艦建造構想
-0.1514797685,0.14573513,-0.084811937,-0.0407859741,集中治療室
,,0.1356018309,-0.2739369466,輸送艦
-0.3427237929,0.6382325656,0.1067594944,-0.2199993615,対潜空母
-0.1612282519,0.3034225779,0.2096525488,-0.299994129,フィンスタビライザー
,,0.0128456735,-0.1657492993,a
0.1041557567,-0.1713253201,0.1209831321,-0.2743032258,ヘリ空母
0.0221200432,-0.1275326786,0.2331964097,-0.4582264347,ヨークタウン級航空母艦
,,0.0472620874,-0.1110826094,電源
0.0221200432,-0.1275326786,0.1188968984,-0.3560174707,軽空母
-0.0467762741,0.0841852185,0.1974756416,-0.4106943244,重巡洋艦
,,0.1093461551,-0.3196606019,潜望鏡
0.0221200432,-0.1275326786,0.039971446,-0.0736994844,アイランド
0.0980726446,-0.6884605983,0.0363674187,-0.0314255711,インディペンデンス級沿海域戦闘艦
,,0.0502992303,-0.0614327521,防衛大臣
-0.6381084981,0.0666743185,0.1003159124,-0.1847682293,プラットフォーム
-0.1514797685,0.14573513,0.0824336552,-0.0956839732,自己啓発セミナー
,,0.0801699149,-0.0306355262,偽装サークル
0.0802313146,-0.3857687289,0.0288457087,-0.0636053757,マルチ商法
0.0083403349,-0.0190808823,0.0675524706,-0.1014548387,アドラー心理学
,,0.0343507831,-0.0401971028,センシティビティ・トレーニング
0.1558693404,-0.5155609217,-0.0231017542,-0.0674625333,癒し
0.0221200432,-0.1275326786,0.0071028961,-0.0307735628,連鎖販売取引
,,0.0198883396,0.139867279,NPO
0.6152022628,0.4586278697,0.0732651042,-0.0415864259,コーチング
-0.1612282519,0.3034225779,-0.2799869699,-0.1895837909,報徳思想
,,-0.0181808914,0.0333590756,報徳社
-0.260436275,0.2871369795,-0.044717322,-0.0343211112,道理
0.0221200432,-0.1275326786,-0.0781668942,-0.1264518012,仁
,,-0.0422281175,-0.1024357296,憲法草案要綱
0.1341102505,-0.7859045201,-0.0108237629,-0.0293852294,高野岩三郎
0.0221200432,-0.1275326786,0.0033426544,-0.1419537418,勤労の義務
,,0.0565662458,0.027219743,憲法研究会
0.7774437435,0.3577842898,-0.0499581867,0.0104260499,福住正兄
0.0221200432,-0.1275326786,-0.1047296293,0.0745336545,二宮尊徳
,,0.0040719682,-0.1204207359,プロテスタンティズムの倫理と資本主義の精神
-0.5074262185,0.1850555761,0.0540153233,0.1564611045,報徳学園中学校・高等学校
-0.1514797685,0.14573513,-0.0467079836,-0.0261814167,富田高慶
,,-0.1225860419,-0.0563610373,大日本報徳社
0.2120262373,0.60802144,-0.0642516738,-0.0579035966,渡邊毅
0.0985936331,0.1617787887,-0.1010398554,-0.0712592249,道
,,0.036319636,-0.0700903817,知恵
0.4042197827,0.1150824822,-0.0001462232,-0.43504045,オーストラリア南極領土
0.0083403349,-0.0190808823,-0.004464608,-0.0533147345,エンダービー・ランド
,,-0.0191156546,-0.2337604427,捕鯨船
0.1686448796,0.1211150877,0.0041172233,-0.062282928,プリンセス・エリザベス・ランド
0.0083403349,-0.0190808823,-0.0011220703,-0.1779633235,アデリーランド
,,-0.0030806848,-0.0540927838,マック・ロバートソン・ランド
0.0221200432,-0.1275326786,0.0110415553,-0.2014859277,ドローニング・モード・ランド
0.0433326251,-0.2805976793,0.0079973068,-0.0359883536,ヴィクトリアランド
,,-0.0900736248,-0.6406384745,国際水域
0.1664781463,0.1829084887,-0.2425577514,-0.7990588318,シーシェパード
0.0985936331,0.1617787887,-0.2689009873,-0.3861933873,カントー
,,-0.0058670983,-0.1330191554,パラミツ
0.0943339973,0.728881534,-0.0538049513,-0.0967068501,ランブータン
-0.1514797685,0.14573513,0.0530226441,0.0238851987,ドラゴンフルーツ
,,-0.0947242047,-0.1073018486,ヴィンロン省
-0.0111006957,-0.2007465351,-0.0678828053,-0.0985939175,釈迦頭
0.0221200432,-0.1275326786,-0.1118136149,-0.1004989971,支流
,,-0.3092318185,-0.2713561323,夜市
0.6132547123,0.7607755881,-0.0306889887,-0.0511572089,ジャックフルーツ
-0.1514797685,0.14573513,-0.0751675736,0.1343156168,グリーンツーリズム
,,-0.133331273,-0.3808811216,アンザン省
-0.2104263613,0.2201898914,-0.1173740142,-0.34810366,キエンザン省
0.0221200432,-0.1275326786,-0.0547462246,-0.1580655913,ハウザン省
,,-0.0587817605,-0.0596626129,リュウガン
-0.3341612662,0.3561886397,-0.1205412633,0.1312660158,ブンタン
-0.1514797685,0.14573513,-0.1121316488,-0.1090087889,ライスペーパー
,,0.0328083003,0.1153640353,カントー大学
-0.6927490594,0.0238441236,-0.2244283226,-0.4881652311,メコンデルタ
-0.1514797685,0.14573513,-0.0854259289,-0.2636208271,ドンタップ省
,,0.0606982482,-0.2131892813,分析
0.0704351128,-0.4723137876,-0.2960160242,-0.2890651263,分析化学
0.0221200432,-0.1275326786,0.0006843943,-0.1456283744,証明
,,0.00384172,-0.0556626713,側面
0.0061495842,-0.0383764269,0.0088968034,-0.1087238495,事実解明的分析
0.0985936331,0.1617787887,-0.0260547149,-0.0887151501,成分
,,0.0002911708,-0.140066499,規範的分析
-0.0957534156,-0.4972263725,0.0419531407,-0.225947239,要素
0.0083403349,-0.0190808823,0.0659380794,-0.1621847694,定性
,,-0.0260632451,-0.0969714792,定量
0.4192842823,0.7200491474,-0.0038581337,-0.016302791,検出
0.0985936331,0.1617787887,0.0571052833,-0.1612046075,ジェームズ・バーナム
,,0.0328658799,-0.2614420935,偏執病
-0.0717059728,0.6106546698,0.010162657,-0.0591708352,マイケル・ホーガン
-0.1612282519,0.3034225779,0.0083230186,-0.2826744761,核抑止
,,0.3914062773,0.8878839143,米中関係
-0.3821302632,0.6237565166,0.0945434684,-0.2615135696,第一次チェチェン紛争
-0.1612282519,0.3034225779,0.2297393906,-0.7570953206,フォークランド紛争
,,-0.0009025908,-0.010932347,国営
-0.4314501735,0.0611578284,0.1191369506,-0.1787023067,経済相互援助会議
0.0221200432,-0.1275326786,0.0582126833,-0.2575231802,自由選挙
,,0.0410970847,-0.2505097347,ベナン人民共和国
-0.4232912545,0.2400768272,0.0530801298,-0.3265274329,イスラーム過激派
-0.1612282519,0.3034225779,0.0722838492,-0.2683210978,封じ込め
,,0.3750307046,-0.8987317056,アメリカ合衆国の歴史
-0.1492692958,0.1722770588,0.0197833196,-0.0583621611,ヌメイリ
-0.1612282519,0.3034225779,0.0024717804,-0.2237252711,戦争賠償
,,0.0263837731,-0.1259319967,ミロヴァン・ジラス
-0.2903703715,0.2127287281,0.0397933478,-0.0518202384,米中冷戦
-0.1612282519,0.3034225779,0.086212528,-0.3178374366,ミサイル・ギャップ論争
,,0.0799576442,-0.3196129384,ルーマニア共産党
-0.5845599511,0.1792693326,0.1446901187,-0.1713417534,チャーリー・チャップリン
-0.1514797685,0.14573513,-0.0358221318,-0.3741259461,ヤルタ会談
,,-0.0019697578,-0.0666050444,両極体制
0.3734243033,-0.6086421038,0.0196890023,-0.0516448045,ハーバート・ファイス
0.0221200432,-0.1275326786,-0.0130340752,-0.2911686742,代理戦争
,,0.0703080976,-0.1633482546,東方外交
-0.0968653001,-0.2854450252,-0.0096841668,-0.2284545611,軍備拡張競争
0.0083403349,-0.0190808823,-0.0274904966,-0.0565418161,ゲア・ルンデスタッド
,,0.2080276867,-0.773541498,新冷戦
0.2702504787,0.248851912,0.050821445,-0.2801569623,政権
-0.1514797685,0.14573513,0.1062803374,-0.2064832897,スプートニク・ショック
,,0.003818126,-0.3577024764,ニコラエ・チャウシェスク
0.0985936331,0.1617787887,0.0333131251,-0.0904733028,イスラム革命
-0.1015051677,0.1199653443,0.0581556145,-0.2783129548,ロシア財政危機
,,0.0087649647,-0.0603157538,オッド・アルネ・ウェスタッド
-0.3431525262,0.1756116005,-0.0946465001,-0.1684139481,中国脅威論
0.0985936331,0.1617787887,0.0039240265,-0.2829704363,歴史の終わり
,,0.0618715436,-0.303742445,鉄のカーテン
-0.0370020855,-0.1937838139,0.0742077877,-0.419856018,ロバート・ケネディ
-0.1612282519,0.3034225779,0.0975360345,-0.2287289704,赤狩り
,,0.0295564463,-0.2207637311,ジョージ・ケナン
0.232586589,0.4372707299,-0.0134933735,0.0527521349,ニカラグア共和国
-0.1612282519,0.3034225779,0.1033183734,-0.1801115942,武装中立
,,0.0027433906,-0.2555941839,連立政権
-0.3380149874,0.2663395772,0.0137053892,-0.3586475234,中ソ友好同盟相互援助条約
-0.1612282519,0.3034225779,-0.0203122963,-0.2306813902,フランシス・フクヤマ
,,0.0399746635,-0.249668198,ディーン・アチソン
0.5959382493,0.0869284777,0.0564428709,-0.133793959,一極体制
0.0083403349,-0.0190808823,0.1276992052,-0.349210887,戦略
,,0.0581182902,-0.3115072295,印パ戦争
0.1606075691,0.2597505921,0.0723089646,-0.2910736404,ポーランド統一労働者党
-0.1514797685,0.14573513,0.0398321671,-0.3408077268,スターリン主義
,,0.0637863811,-0.1402224502,パーセンテージ協定
0.2948051544,0.2626112207,0.0337166697,-0.1398018905,ジョン・ルイス・ギャディス
0.0083403349,-0.0190808823,0.061063696,-0.5667708986,コスタリカ
,,0.0849847582,-0.8178217037,ウラジーミル・プーチン
-0.3903416041,0.387619658,0.0323066059,-0.1118485593,ゴムウカ
-0.1514797685,0.14573513,0.0103147909,-0.0607083428,ロイド・ガードナー
,,-0.0167028066,-0.3173163458,モンゴル人民共和国
-0.4501745158,0.0719238706,0.0108979332,-0.243582955,独裁政権
-0.1514797685,0.14573513,0.0161291421,-0.0654832136,チャールズ・ウィルソン
,,0.0292505216,-0.2624545127,大リビア・アラブ社会主義人民ジャマーヒリーヤ国
-0.1436444236,0.6977828564,-0.0806456202,-0.2779682462,ニクソン大統領の中国訪問
-0.1514797685,0.14573513,0.0568447766,-0.278330117,科学者
,,0.0519405407,-0.1497823129,対共産圏輸出統制委員会
0.2608491044,-0.2016939139,0.0493835293,-0.3631017308,大量破壊兵器
0.0083403349,-0.0190808823,0.0111018262,-0.0465157216,第四世界
,,0.0077783766,-0.0722663374,ガブリエル・コルコ
-0.2094313087,0.2807610477,0.0260965044,-0.3528513352,ザイール
0.0083403349,-0.0190808823,0.0646723444,-0.2685716477,マルタ会談
,,-0.0006804116,-0.2610096976,部分的核実験禁止条約
0.0577659562,-0.2430742373,0.061193848,-0.3216791865,デタント
0.0221200432,-0.1275326786,0.0972694572,-0.0958531919,ウォルター・リップマン
,,-0.0036845793,-0.1886152809,総統民選期の中華民国
-0.3654759754,0.3631682195,0.0333020977,-0.0675811214,メルヴィン・レフラー
0.0221200432,-0.1275326786,0.0301231776,-0.1165907964,ウィスキー・オン・ザ・ロック
,,0.0599672806,-0.265312923,中ソ国境紛争
0.5047316219,-0.7689986203,-0.0152694584,-0.106017231,日本国とアメリカ合衆国との間の安全保障条約
0.0083403349,-0.0190808823,0.157108658,-0.4427280565,核戦争
,,0.0533480534,-0.1726721148,パクス・アメリカーナ
-0.2654755641,0.2772908126,0.0566794362,-0.3198788911,キューバ危機
-0.1514797685,0.14573513,0.0838416943,-0.3302104825,ヴィリー・ブラント
,,0.0074888854,-0.6133240413,中国人民解放軍
-0.7364573898,-0.0377632702,0.1156502052,-0.0706891521,生活様式
0.0985936331,0.1617787887,0.0068396873,-0.0826353665,マーク・トラクテンバーグ
,,0.0522438918,-0.3351422959,独裁政治
-0.3380695758,0.2019279955,0.0337790067,-0.1612931633,ムジャヒディン
-0.1612282519,0.3034225779,0.0519284129,-0.0696873523,ドナルド・キャメロン・ワット
,,0.0836647649,-0.2994883035,勢力均衡
0.3120150046,0.2007724827,0.0396384851,-0.2883180623,トルーマン・ドクトリン
0.0083403349,-0.0190808823,0.0324595912,-0.0148169054,バーレ
,,0.0678206786,-0.3434707618,自主管理社会主義
0.1266739839,-0.0387423976,0.0025883646,-0.0762238997,ヴラディスラヴ・ズボク
0.0221200432,-0.1275326786,0.0125118374,-0.0667479904,ゲイル・ルンデスタッド
,,0.0714157326,-0.3151649804,ユーロコミュニズム
0.0771516773,-0.6162715965,0.0628753721,-0.264736804,第一次戦略兵器削減条約
0.0083403349,-0.0190808823,0.0608745948,-0.1196935066,ホットライン
,,0.0925080213,-0.1009311037,ハーヴァード大学
-0.9511825467,-0.1097852858,0.0736027456,-0.2668873991,ジェームズ・フォレスタル
-0.1612282519,0.3034225779,0.0739946505,-0.3220797541,分断国家
,,0.0344386197,-0.2214853695,アンゴラ人民共和国
0.0985936331,0.1617787887,0.0759263355,-0.3178719138,ソ連型社会主義
-0.1293918693,0.0108139503,0.0429470936,-0.1868468691,スエズ戦争
,,0.0365515252,-0.2501377122,一般教書演説
0.618316123,0.0281131491,0.0289224997,-0.3633286829,チェチェン共和国
0.0083403349,-0.0190808823,0.0201382003,-0.1860067874,スタニスラフ・シュシケビッチ
,,0.0599583263,-0.2530063151,コンゴ
0.0176205014,-0.0569659421,0.0354529451,-0.2996192099,中距離核戦力全廃条約
0.0221200432,-0.1275326786,-0.0156760086,-0.3399492545,ベトナム共和国
,,0.0468207081,-0.2626613174,ドミトリー・ヴォルコゴーノフ
-0.024176915,0.1826067279,-0.0155141461,-0.0669334228,多極体制
0.0221200432,-0.1275326786,0.0617107137,-0.2286745085,ヴァルター・ウルブリヒト
,,0.0071138716,-0.0618894123,ウィリアム・トーブマン
0.1656419379,-0.0247427981,0.0864344721,-0.4141824149,北欧理事会
-0.1612282519,0.3034225779,0.0217121072,-0.1173539228,ブルース・カミングス
,,-0.0020745856,-0.2674111385,戦勝国
0.4785439053,0.1483856153,0.0372078574,-0.2959669607,戦略兵器制限交渉
0.0083403349,-0.0190808823,0.0434188506,-0.1298031539,非同盟主義
,,0.0949302551,-0.37235266,中距離弾道ミサイル
0.4438020398,0.17159845,0.0030999647,-0.1005332154,ウォルター・ラフィーバー
0.0985936331,0.1617787887,0.0657721685,-0.3038406008,第二次チェチェン紛争
,,-0.0014515932,-0.502066089,南ベトナム
0.6413229151,-0.2802430743,-0.0042504144,-0.1613547542,門戸開放政策
0.0083403349,-0.0190808823,0.0127530554,-0.0647631051,ヴォイチェフ・マストニー
,,0.1155898762,-0.4338291929,ポーランド人民共和国
0.1358593109,0.0551861351,0.0650319334,-0.1096941742,占領統治
0.0221200432,-0.1275326786,0.0352958459,-0.176556512,バーナード・バルーク
,,0.0105390256,-0.0651152295,ヤルタ体制
-0.7741854634,0.1290218726,0.0066863869,-0.0622574375,ロバート・マクマホン
-0.1514797685,0.14573513,0.0641912472,-0.1892670823,ナジ・イムレ
,,-0.0051445921,-0.0511322618,経済援助
0.2618794248,-0.4839824875,0.1588676449,-0.4086396608,ポツダム会談
0.0221200432,-0.1275326786,0.0217051564,-0.0485093562,イーグルクロー作戦
,,0.008297697,-0.3799403033,スターリン
0.3448440955,-0.3607682237,0.0067252827,-0.1461054896,公安警察
0.0221200432,-0.1275326786,0.1287534358,-0.7056074069,亡命政府
,,0.1956268281,-0.5453718829,ユーゴスラビア紛争
-0.5307387998,0.1560942481,0.0229120315,-0.3159671534,毛沢東主義
