"pH, x; Upper Limit, x; Lower Limit, x; FC, x; Upper Limit (1), x; Lower Limit (1), x (1)","pH, y (1)","Upper Limit, y (1)","Lower Limit, y (1)","FC, y (1)","Upper Limit (1), y (1)","Lower Limit (1), y (1)"
2018-01-12 22:50:11,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:50:21,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:50:31,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:50:42,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:50:52,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:55:02,7.3,7.6,7.2,0.05,3,1
2018-01-12 22:55:12,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:55:22,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:55:33,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:55:43,7.4,7.6,7.2,0.05,3,1
2018-01-12 22:55:53,7.4,7.6,7.2,0.05,3,1
2018-01-12 23:00:03,7.4,7.6,7.2,0.05,3,1
2018-01-12 23:00:13,7.4,7.6,7.2,0.05,3,1
2018-01-12 23:00:24,7.3,7.6,7.2,0.05,3,1
2018-01-12 23:00:34,7.4,7.6,7.2,0.05,3,1
2018-01-12 23:00:44,7.3,7.6,7.2,0.05,3,1
2018-01-12 23:00:55,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:03,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:13,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:24,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:34,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:45,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:00:55,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:50:10,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:50:20,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:50:31,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:50:41,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:50:51,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:55:11,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:55:22,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:55:32,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:55:42,7.4,7.6,7.2,0.06,3,1
2018-01-13 00:55:53,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:02,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:13,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:23,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:34,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:44,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:00:54,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:25:09,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:25:20,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:25:30,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:25:40,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:25:51,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:30:11,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:30:21,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:30:31,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:30:42,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:30:52,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:35:02,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:35:12,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:35:22,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:35:33,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:35:43,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:35:54,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:03,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:14,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:24,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:35,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:45,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:40:55,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:05,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:15,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:26,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:36,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:46,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:45:57,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:50:06,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:50:16,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:50:27,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:50:37,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:50:48,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:50:58,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:55:08,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:55:18,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:55:28,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:55:39,7.3,7.6,7.2,0.05,3,1
2018-01-13 01:55:49,7.4,7.6,7.2,0.06,3,1
2018-01-13 01:56:00,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:00:09,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:00:20,7.3,7.6,7.2,0.05,3,1
2018-01-13 02:00:30,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:00:51,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:05,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:15,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:25,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:36,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:46,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:25:56,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:06,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:16,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:27,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:37,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:48,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:30:58,7.3,7.6,7.2,0.06,3,1
2018-01-13 02:35:08,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:35:18,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:35:29,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:35:39,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:35:49,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:36:00,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:40:09,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:40:20,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:40:30,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:40:40,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:40:51,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:45:11,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:45:21,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:45:31,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:45:42,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:45:52,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:50:02,7.3,7.6,7.2,0.06,3,1
2018-01-13 02:50:12,7.3,7.6,7.2,0.06,3,1
2018-01-13 02:50:23,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:50:33,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:50:43,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:50:54,7.3,7.6,7.2,0.05,3,1
2018-01-13 02:55:03,7.3,7.6,7.2,0.06,3,1
2018-01-13 02:55:14,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:55:24,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:55:35,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:55:45,7.4,7.6,7.2,0.06,3,1
2018-01-13 02:55:56,7.4,7.6,7.2,0.06,3,1
2018-01-13 03:00:05,7.4,7.6,7.2,0.06,3,1
2018-01-13 03:00:16,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:00:26,7.4,7.6,7.2,0.06,3,1
2018-01-13 03:00:36,7.4,7.6,7.2,0.06,3,1
2018-01-13 03:00:47,7.4,7.6,7.2,0.06,3,1
2018-01-13 03:00:57,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:25:10,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:25:20,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:25:31,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:25:41,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:25:52,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:30:01,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:30:12,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:30:22,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:30:33,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:30:43,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:30:53,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:35:03,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:35:13,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:35:24,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:35:34,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:35:44,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:35:55,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:40:04,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:40:15,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:40:25,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:40:35,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:40:46,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:40:56,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:45:06,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:45:16,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:45:26,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:45:37,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:45:47,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:45:58,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:50:07,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:50:18,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:50:28,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:50:39,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:50:49,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:50:59,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:55:09,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:55:20,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:55:30,7.4,7.6,7.2,0.07,3,1
2018-01-13 03:55:41,7.3,7.6,7.2,0.06,3,1
2018-01-13 03:55:51,7.3,7.6,7.2,0.06,3,1
2018-01-13 04:00:11,7.3,7.6,7.2,0.06,3,1
2018-01-13 04:00:21,7.4,7.6,7.2,0.07,3,1
2018-01-13 04:00:32,7.4,7.6,7.2,0.07,3,1
2018-01-13 04:00:42,7.3,7.6,7.2,0.06,3,1
2018-01-13 04:00:53,7.3,7.6,7.2,0.06,3,1
