type,hoverinfo,latsrc,opacity,lonsrc,marker.size,marker.color,marker.line.width,textsrc,marker.line.color,line.width,mode,line.color
scattergeo,none,sunnymeal:1:e12570,1,sunnymeal:1:6b0084,,,,,,0.0441421833,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cc2d2c,1,sunnymeal:1:a5fc8e,,,,,,0.0440503805,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0fa400,1,sunnymeal:1:fae865,,,,,,0.0440407732,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:04eb5c,1,sunnymeal:1:9e3524,,,,,,0.0439532404,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9fcd79,1,sunnymeal:1:ecead1,,,,,,0.0438379532,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:db3c94,1,sunnymeal:1:810f47,,,,,,0.0437504203,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fb9bfb,1,sunnymeal:1:6f6132,,,,,,0.0437397456,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a17fe9,1,sunnymeal:1:3f3a9d,,,,,,0.0437290708,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ff6987,1,sunnymeal:1:8e2a31,,,,,,0.0436927767,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8245a1,1,sunnymeal:1:8bfba5,,,,,,0.043416301,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f0bd38,1,sunnymeal:1:c5f8c3,,,,,,0.0432914065,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a0b3a4,1,sunnymeal:1:a05f58,,,,,,0.0432914065,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f9d782,1,sunnymeal:1:de0c24,,,,,,0.0432796643,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:12bbee,1,sunnymeal:1:2e02ac,,,,,,0.0432508425,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:87c028,1,sunnymeal:1:551df0,,,,,,0.0432391003,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:effcd6,1,sunnymeal:1:fe6145,,,,,,0.0431451626,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:309537,1,sunnymeal:1:39c999,,,,,,0.0430586972,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:81868e,1,sunnymeal:1:89395f,,,,,,0.0428879014,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:76b6ac,1,sunnymeal:1:92dcbd,,,,,,0.0427107007,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5d563b,1,sunnymeal:1:0a1ec6,,,,,,0.0423627042,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0f0305,1,sunnymeal:1:75d440,,,,,,0.0419624014,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8725f4,1,sunnymeal:1:79a970,,,,,,0.041959199,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b3926c,1,sunnymeal:1:25f765,,,,,,0.0417990779,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:35eb00,1,sunnymeal:1:7b985e,,,,,,0.0413208496,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:62f074,1,sunnymeal:1:eb81a1,,,,,,0.0411329742,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f1ef57,1,sunnymeal:1:858402,,,,,,0.0411276368,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7bf8ff,1,sunnymeal:1:7cbddd,,,,,,0.0411073548,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bb565d,1,sunnymeal:1:34365d,,,,,,0.0409290866,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:dcfff5,1,sunnymeal:1:72c388,,,,,,0.0409184119,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:456078,1,sunnymeal:1:7b11ff,,,,,,0.0409152095,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5b7dac,1,sunnymeal:1:ef86f7,,,,,,0.0409088046,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2c8e35,1,sunnymeal:1:6efbe4,,,,,,0.0407422787,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:26d5c3,1,sunnymeal:1:52da69,,,,,,0.0406825002,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:07ddbc,1,sunnymeal:1:e24f50,,,,,,0.0403323687,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:082df2,1,sunnymeal:1:44faed,,,,,,0.0402950071,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e648c3,1,sunnymeal:1:8d3286,,,,,,0.0402394985,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ce4bba,1,sunnymeal:1:f6359d,,,,,,0.0401935971,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d01565,1,sunnymeal:1:4d4c28,,,,,,0.0401743825,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b7fa77,1,sunnymeal:1:c61a1e,,,,,,0.0400708376,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bd9cc1,1,sunnymeal:1:765340,,,,,,0.0399566179,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0b58b8,1,sunnymeal:1:235443,,,,,,0.0398413307,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bad37d,1,sunnymeal:1:8bb58c,,,,,,0.0397922269,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:63ade7,1,sunnymeal:1:47cf3c,,,,,,0.0396769397,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1f3a63,1,sunnymeal:1:527664,,,,,,0.0394442304,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9bc79c,1,sunnymeal:1:2d94ee,,,,,,0.0394292857,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f5380b,1,sunnymeal:1:89aae1,,,,,,0.0392424778,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7157d6,1,sunnymeal:1:93181d,,,,,,0.0390834242,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9200b9,1,sunnymeal:1:12d5fb,,,,,,0.0389756093,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0c9525,1,sunnymeal:1:8f478b,,,,,,0.0388987512,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a6d30c,1,sunnymeal:1:29ff2c,,,,,,0.0388816716,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:460196,1,sunnymeal:1:0fa06e,,,,,,0.0388293654,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d30690,1,sunnymeal:1:a21c96,,,,,,0.038596656,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:41e9c2,1,sunnymeal:1:4b681d,,,,,,0.0384493446,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c7599b,1,sunnymeal:1:a3fdbf,,,,,,0.0383479346,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c58494,1,sunnymeal:1:8fb6e4,,,,,,0.0383095055,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a1b658,1,sunnymeal:1:3b94ea,,,,,,0.0382945609,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:72d88b,1,sunnymeal:1:4d62a6,,,,,,0.0380266249,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e141ad,1,sunnymeal:1:449338,,,,,,0.0379881959,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:955d91,1,sunnymeal:1:2d97c3,,,,,,0.0379508343,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:76588c,1,sunnymeal:1:36c60b,,,,,,0.037880381,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:258be1,1,sunnymeal:1:817e58,,,,,,0.0378334121,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8ccbde,1,sunnymeal:1:40ebd5,,,,,,0.0378056578,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:29e2a1,1,sunnymeal:1:45bb49,,,,,,0.0377095852,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:58356e,1,sunnymeal:1:8f730d,,,,,,0.037551599,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0d5a59,1,sunnymeal:1:7a0669,,,,,,0.0374960904,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c55b48,1,sunnymeal:1:9b3591,,,,,,0.0374416492,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c99be3,1,sunnymeal:1:d809e5,,,,,,0.0371384866,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8242b9,1,sunnymeal:1:cf41b7,,,,,,0.0370018499,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:251107,1,sunnymeal:1:910b2d,,,,,,0.0369516787,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:797072,1,sunnymeal:1:050fad,,,,,,0.0368438638,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ad7930,1,sunnymeal:1:cd1691,,,,,,0.0368075697,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2cc60c,1,sunnymeal:1:98acbd,,,,,,0.0367413863,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6006c5,1,sunnymeal:1:a0e4a8,,,,,,0.0366762704,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4f24ae,1,sunnymeal:1:f06f8e,,,,,,0.0366720005,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e43b77,1,sunnymeal:1:9154af,,,,,,0.0366122219,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9ec118,1,sunnymeal:1:805ef0,,,,,,0.036488395,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bc8aee,1,sunnymeal:1:418ac3,,,,,,0.0364563707,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ea0c35,1,sunnymeal:1:59531f,,,,,,0.0364350213,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ac18fa,1,sunnymeal:1:39c0b5,,,,,,0.0364104694,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6e86ab,1,sunnymeal:1:f965c5,,,,,,0.0363667029,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5dd24a,1,sunnymeal:1:731601,,,,,,0.0360016268,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b75ce3,1,sunnymeal:1:14dacb,,,,,,0.0359578604,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f0bd38,1,sunnymeal:1:b1f61a,,,,,,0.0359012843,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cb3ec9,1,sunnymeal:1:0c4890,,,,,,0.0358959469,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:55f908,1,sunnymeal:1:f58b61,,,,,,0.0358617877,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e337f1,1,sunnymeal:1:538efc,,,,,,0.0357529054,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b9b4dc,1,sunnymeal:1:d43100,,,,,,0.0357486355,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:46ed13,1,sunnymeal:1:fe3cb2,,,,,,0.0357166113,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4ddb6f,1,sunnymeal:1:9ccbe5,,,,,,0.0354689573,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f388b8,1,sunnymeal:1:ef86f7,,,,,,0.0353931667,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5150f8,1,sunnymeal:1:9574e8,,,,,,0.0352341131,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cd5d22,1,sunnymeal:1:56398f,,,,,,0.0350825317,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9f0b46,1,sunnymeal:1:45b0dc,,,,,,0.0349693795,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:19e77b,1,sunnymeal:1:ec24e9,,,,,,0.0348839816,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b9948c,1,sunnymeal:1:e34175,,,,,,0.0348797117,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ebf8b8,1,sunnymeal:1:0c0602,,,,,,0.0347718968,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d0b846,1,sunnymeal:1:144be7,,,,,,0.0345712117,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:894c72,1,sunnymeal:1:4d4c28,,,,,,0.0345391875,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7def58,1,sunnymeal:1:c8220e,,,,,,0.0345253103,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:794ddb,1,sunnymeal:1:233afa,,,,,,0.0343747965,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f4e762,1,sunnymeal:1:ed40d4,,,,,,0.0341207377,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:80275c,1,sunnymeal:1:fd680d,,,,,,0.0341047256,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:eb42bd,1,sunnymeal:1:211a41,,,,,,0.0340428121,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:aaa050,1,sunnymeal:1:bb9b8b,,,,,,0.0339947758,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2226fe,1,sunnymeal:1:450b51,,,,,,0.0339702239,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:16dab1,1,sunnymeal:1:cd1691,,,,,,0.0338880284,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e39480,1,sunnymeal:1:385c7a,,,,,,0.0338069004,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:dd756c,1,sunnymeal:1:1507f1,,,,,,0.0337289748,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bb1ebb,1,sunnymeal:1:2cdbb7,,,,,,0.0337289748,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:59f3ea,1,sunnymeal:1:6fbaf3,,,,,,0.0336734661,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2239f7,1,sunnymeal:1:910b2d,,,,,,0.0336659938,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:db3a74,1,sunnymeal:1:91b654,,,,,,0.0336307672,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:536b30,1,sunnymeal:1:37c7db,,,,,,0.0335998104,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:09f5b8,1,sunnymeal:1:f48711,,,,,,0.0334386218,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1387d7,1,sunnymeal:1:678261,,,,,,0.0334226097,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ab67f1,1,sunnymeal:1:6975eb,,,,,,0.0333820457,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:65160d,1,sunnymeal:1:8d0f90,,,,,,0.0332987828,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c2319f,1,sunnymeal:1:278945,,,,,,0.0332859731,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d01565,1,sunnymeal:1:6cb73f,,,,,,0.0332208572,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0587f5,1,sunnymeal:1:e675ee,,,,,,0.033146134,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:09f5b8,1,sunnymeal:1:c8ad4e,,,,,,0.0329337067,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:eb74ad,1,sunnymeal:1:db99aa,,,,,,0.0329134247,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d57869,1,sunnymeal:1:607870,,,,,,0.0325205942,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6ae63d,1,sunnymeal:1:5da44a,,,,,,0.032508852,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0a74aa,1,sunnymeal:1:883953,,,,,,0.0324843001,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4d3123,1,sunnymeal:1:ff4648,,,,,,0.032427724,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:14bcb2,1,sunnymeal:1:fda9ce,,,,,,0.032101077,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:7b07be,1,sunnymeal:1:39fbb9,,,,,,0.0318107241,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c1cd08,1,sunnymeal:1:c52a10,,,,,,0.0317712275,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f61f98,1,sunnymeal:1:27bdaf,,,,,,0.031752013,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:fbb20b,1,sunnymeal:1:f77dbd,,,,,,0.0316185787,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1e3d6f,1,sunnymeal:1:e1ba6a,,,,,,0.0316111064,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:486202,1,sunnymeal:1:2c5f72,,,,,,0.0314872794,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b0e007,1,sunnymeal:1:285585,,,,,,0.0314648625,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:646100,1,sunnymeal:1:8fbef3,,,,,,0.0313912068,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:47a894,1,sunnymeal:1:68c922,,,,,,0.0313506428,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:99009f,1,sunnymeal:1:a796b0,,,,,,0.0313410355,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:48538f,1,sunnymeal:1:f9ec37,,,,,,0.0312631099,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5d739c,1,sunnymeal:1:1261f3,,,,,,0.0312620424,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e1ee14,1,sunnymeal:1:77c8b1,,,,,,0.0311798469,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:10e83c,1,sunnymeal:1:630ca6,,,,,,0.0311542276,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:69038e,1,sunnymeal:1:910b2d,,,,,,0.0311264732,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a7a13d,1,sunnymeal:1:29f633,,,,,,0.0310389404,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b72e50,1,sunnymeal:1:48507b,,,,,,0.0309855667,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:198246,1,sunnymeal:1:32c66b,,,,,,0.0309823643,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:4f5c5e,1,sunnymeal:1:a18098,,,,,,0.0309364629,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:451ad7,1,sunnymeal:1:4db365,,,,,,0.030932193,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9f01cc,1,sunnymeal:1:2bd8bc,,,,,,0.0308948314,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:0ea61a,1,sunnymeal:1:29bf80,,,,,,0.0307870165,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:492973,1,sunnymeal:1:974c36,,,,,,0.0307731394,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:b6be99,1,sunnymeal:1:ce8ce3,,,,,,0.0307133608,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:93217d,1,sunnymeal:1:fcbac6,,,,,,0.0306002086,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:70027b,1,sunnymeal:1:637867,,,,,,0.0305980736,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ec5fe2,1,sunnymeal:1:d59fe4,,,,,,0.0305617795,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:64f866,1,sunnymeal:1:ecead1,,,,,,0.0303034508,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:87c028,1,sunnymeal:1:dfb7c6,,,,,,0.0301999058,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8bc568,1,sunnymeal:1:bf905c,,,,,,0.0301379924,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cdfc64,1,sunnymeal:1:1b1d76,,,,,,0.0300440547,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8f8bff,1,sunnymeal:1:f5c395,,,,,,0.0299522519,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5ce14b,1,sunnymeal:1:3a903e,,,,,,0.0299127554,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:955d91,1,sunnymeal:1:8a5c79,,,,,,0.0298316273,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6a8215,1,sunnymeal:1:4c71e5,,,,,,0.0297259474,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5a0254,1,sunnymeal:1:806dda,,,,,,0.0294996429,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:07edbf,1,sunnymeal:1:48ecea,,,,,,0.029475091,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:bb4607,1,sunnymeal:1:64fb62,,,,,,0.0294121101,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:e68971,1,sunnymeal:1:21049b,,,,,,0.0291527139,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:5509c5,1,sunnymeal:1:49c829,,,,,,0.0290715859,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a0e55a,1,sunnymeal:1:fb9141,,,,,,0.0290160772,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f3199d,1,sunnymeal:1:7f24b6,,,,,,0.0289648385,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a2e1ae,1,sunnymeal:1:f251c4,,,,,,0.0288879803,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d358ed,1,sunnymeal:1:fa9fc5,,,,,,0.0288431464,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:3ebac5,1,sunnymeal:1:1b0515,,,,,,0.0288100548,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:2b88d5,1,sunnymeal:1:8448fd,,,,,,0.0287951101,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:8f8bff,1,sunnymeal:1:aca635,,,,,,0.0287769631,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:6e86ab,1,sunnymeal:1:cb56f3,,,,,,0.0287737606,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:566087,1,sunnymeal:1:ad889a,,,,,,0.0287694907,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:509b53,1,sunnymeal:1:e19d23,,,,,,0.0287438714,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:38c17a,1,sunnymeal:1:753559,,,,,,0.0287299942,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:f63069,1,sunnymeal:1:bf6553,,,,,,0.0286808904,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:419b5a,1,sunnymeal:1:1e7e10,,,,,,0.0286477987,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:ce5063,1,sunnymeal:1:8d7d1e,,,,,,0.0286360565,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c5e0bc,1,sunnymeal:1:4e38a1,,,,,,0.0286050998,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:9b49c5,1,sunnymeal:1:9d22d3,,,,,,0.0285773454,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:d61c2d,1,sunnymeal:1:212eed,,,,,,0.0284492486,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:cfa189,1,sunnymeal:1:e79e46,,,,,,0.0283617157,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:c2549a,1,sunnymeal:1:338717,,,,,,0.0283574458,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:24d382,1,sunnymeal:1:4278d1,,,,,,0.0283382313,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:1da135,1,sunnymeal:1:d38725,,,,,,0.0282603057,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:51d9bc,1,sunnymeal:1:daf333,,,,,,0.0282293489,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:da07f9,1,sunnymeal:1:c775be,,,,,,0.0282133368,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:70ee64,1,sunnymeal:1:944048,,,,,,0.0281193991,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:a12507,1,sunnymeal:1:100544,,,,,,0.0279827624,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:77a2ee,1,sunnymeal:1:9babdd,,,,,,0.0279069718,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:db000c,1,sunnymeal:1:aed5f3,,,,,,0.0279027019,lines+markers,"rgb(231, 123, 118)"
scattergeo,none,sunnymeal:1:114952,1,sunnymeal:1:e8075e,,,,,,0.027876015,lines+markers,"rgb(231, 123, 118)"
